Rowid_,GISJOIN,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
,G0800310008390,493,5,3200000.000000000000000,894.116699218750000,894.807128906250000,0.690429687500000,894.415112304687455,0.241463185474145,4472.075561523437500
,G0800310008391,494,8,5120000.000000000000000,894.616760253906250,895.896667480468750,1.279907226562500,895.227760314941406,0.377649359766471,7161.822082519531250
,G0800310011902,495,7,4480000.000000000000000,853.749877929687500,855.917236328125000,2.167358398437500,854.802987234933084,0.698337826100151,5983.620910644531250
,G0800310011903,496,3,1920000.000000000000000,852.927612304687500,854.254577636718750,1.326965332031250,853.535196940104129,0.547468731364601,2560.605590820312500
,G0800310012001,497,5,3200000.000000000000000,852.145874023437500,854.303771972656250,2.157897949218750,853.325134277343750,0.734174359082297,4266.625671386718750
,G0800310012010,498,15,9600000.000000000000000,846.954040527343750,852.367431640625000,5.413391113281250,850.028804524739598,1.467145828089287,12750.432067871093750
,G0800310012014,499,7,4480000.000000000000000,846.593933105468750,850.012451171875000,3.418518066406250,848.130650111607110,1.137056670748532,5936.914550781250000
,G0800310015300,500,3,1920000.000000000000000,873.961181640625000,875.007629394531250,1.046447753906250,874.487894694010379,0.427239003077205,2623.463684082031250
,G0800310015400,501,6,3840000.000000000000000,862.010131835937500,866.883239746093750,4.873107910156250,864.450032552083371,1.664654886974421,5186.700195312500000
,G0800310015500,502,2,1280000.000000000000000,871.831115722656250,872.623901367187500,0.792785644531250,872.227508544921875,0.396392822265625,1744.455017089843750
,G0800310015600,503,9,5760000.000000000000000,860.056701660156250,863.343566894531250,3.286865234375000,861.785746256510379,1.002386897354257,7756.071716308593750
,G0800310015700,504,7,4480000.000000000000000,857.037597656250000,859.232482910156250,2.194885253906250,858.011178152901834,0.733324386674393,6006.078247070312500
,G0800310980000,505,297,190080000.000000000000000,893.790588378906250,898.997009277343750,5.206420898437500,897.450518572772012,1.237856094237982,266542.804016113281250
,G0800310980100,506,10,6400000.000000000000000,886.556945800781250,888.106689453125000,1.549743652343750,887.355462646484398,0.464050881705161,8873.554626464843750
,G0800330000100,507,6933,4437120000.000000000000000,920.004272460937500,1180.760498046875000,260.756225585937500,1074.935437156097350,75.182296741765867,7452527.385803222656250
,G0800350013901,508,123,78720000.000000000000000,857.287292480468750,868.836730957031250,11.549438476562500,863.648534263052625,2.902075128976903,106228.769714355468750
,G0800350013904,509,14,8960000.000000000000000,856.438903808593750,861.795898437500000,5.356994628906250,858.785230364118320,1.689817188114460,12022.993225097656250
,G0800350013905,510,10,6400000.000000000000000,854.555664062500000,856.549011230468750,1.993347167968750,855.518902587890580,0.617481287992345,8555.189025878906250
,G0800350013907,511,15,9600000.000000000000000,847.951110839843750,854.280761718750000,6.329650878906250,850.513244628906250,1.997212809085622,12757.698669433593750
,G0800350013908,512,74,47360000.000000000000000,838.906555175781250,850.418151855468750,11.511596679687500,844.159170614706454,2.855871269508361,62467.778625488281250
,G0800350013909,513,167,106880000.000000000000000,825.462463378906250,849.110229492187500,23.647766113281250,836.349108667430755,5.181124670674689,139670.301147460937500
,G0800350013910,514,14,8960000.000000000000000,851.268188476562500,856.984191894531250,5.716003417968750,853.681950160435235,1.683782080897983,11951.547302246093750
,G0800350013911,515,95,60800000.000000000000000,846.154541015625000,859.389831542968750,13.235290527343750,853.132131476151358,3.477252235999620,81047.552490234375000
,G0800350014001,516,35,22400000.000000000000000,858.515136718750000,865.008178710937500,6.493041992187500,861.890999930245584,1.713193908837293,30166.184997558593750
,G0800350014005,517,8,5120000.000000000000000,858.262390136718750,861.296142578125000,3.033752441406250,859.683792114257813,1.000795989496612,6877.470336914062500
,G0800350014006,518,16,10240000.000000000000000,849.351196289062500,853.575683593750000,4.224487304687500,851.424526214599609,1.214787001602957,13622.792419433593750
,G0800350014007,519,29,18560000.000000000000000,854.815429687500000,861.235473632812500,6.420043945312500,857.953796386718750,1.671771434999394,24880.660095214843750
,G0800350014008,520,16,10240000.000000000000000,853.928771972656250,857.839538574218750,3.910766601562500,855.818401336669922,1.138685836254512,13693.094421386718750
,G0800350014009,521,10,6400000.000000000000000,850.240295410156250,855.807006835937500,5.566711425781250,853.171075439453148,1.607960899002980,8531.710754394531250
,G0800350014010,522,11,7040000.000000000000000,856.129394531250000,862.005371093750000,5.875976562500000,859.405506480823874,1.718837911696421,9453.460571289062500
,G0800350014011,523,74,47360000.000000000000000,838.534606933593750,855.921386718750000,17.386779785156250,848.913052120724274,4.189426500308771,62819.565856933593750
,G0800350014012,524,129,82560000.000000000000000,827.423339843750000,849.939331054687500,22.515991210937500,839.157152279402908,5.965465354660753,108251.272644042968750
,G0800350014013,525,106,67840000.000000000000000,820.442138671875000,846.393676757812500,25.951538085937500,832.447600166752636,5.972192792527080,88239.445617675781250
,G0800350014107,526,8,5120000.000000000000000,849.905273437500000,852.649475097656250,2.744201660156250,851.271415710449219,0.821992859768286,6810.171325683593750
,G0800350014108,527,10,6400000.000000000000000,848.124023437500000,850.826660156250000,2.702636718750000,849.160308837890625,0.815961818669610,8491.603088378906250
,G0800350014109,528,4,2560000.000000000000000,849.528076171875000,850.479858398437500,0.951782226562500,850.000061035156250,0.343705873474835,3400.000244140625000
,G0800350014110,529,7,4480000.000000000000000,851.057495117187500,853.873107910156250,2.815612792968750,852.416809082031250,0.935977447047564,5966.917663574218750
,G0800350014112,530,4,2560000.000000000000000,852.756652832031250,854.302062988281250,1.545410156250000,853.556549072265625,0.580209681013832,3414.226196289062500
,G0800350014113,531,2,1280000.000000000000000,852.843322753906250,854.858581542968750,2.015258789062500,853.850952148437500,1.007629394531250,1707.701904296875000
,G0800350014114,532,10,6400000.000000000000000,855.407470703125000,858.500854492187500,3.093383789062500,857.056744384765580,0.940802219766099,8570.567443847656250
,G0800350014115,533,9,5760000.000000000000000,852.337280273437500,855.450805664062500,3.113525390625000,853.887973361545164,0.947893054691222,7684.991760253906250
,G0800350014116,534,11,7040000.000000000000000,853.849975585937500,859.572875976562500,5.722900390625000,856.603105024857996,1.833468499349463,9422.634155273437500
,G0800350014122,535,37,23680000.000000000000000,829.537353515625000,840.607727050781250,11.070373535156250,835.406744879645316,2.864426834709620,30910.049560546875000
,G0800350014123,536,14,8960000.000000000000000,825.869934082031250,834.167907714843750,8.297973632812500,829.732975551060235,2.237050421885114,11616.261657714843750
,G0800350014124,537,8,5120000.000000000000000,841.079589843750000,843.096496582031250,2.016906738281250,842.010749816894531,0.605839093448058,6736.085998535156250
,G0800350014125,538,49,31360000.000000000000000,840.233520507812500,853.252502441406250,13.018981933593750,846.942984444754416,3.393678332428472,41500.206237792968750
,G0800350014126,539,2,1280000.000000000000000,846.039245605468750,846.924194335937500,0.884948730468750,846.481719970703125,0.442474365234375,1692.963439941406250
,G0800350014127,540,14,8960000.000000000000000,839.077697753906250,842.523681640625000,3.445983886718750,840.803510393415195,1.002257198322614,11771.249145507812500
,G0800350014128,541,5,3200000.000000000000000,843.667968750000000,845.446655273437500,1.778686523437500,844.559960937500023,0.672253068258637,4222.799804687500000
,G0800350014129,542,3,1920000.000000000000000,844.237304687500000,845.722045898437500,1.484741210937500,844.921203613281250,0.611757537940466,2534.763610839843750
,G0800350014130,543,8,5120000.000000000000000,842.807556152343750,845.713745117187500,2.906188964843750,844.105148315429688,0.978335272444628,6752.841186523437500
,G0800350014131,544,39,24960000.000000000000000,838.943298339843750,850.146728515625000,11.203430175781250,845.290715144230717,2.709254145758563,32966.337890625000000
,G0800350014132,545,8,5120000.000000000000000,846.067077636718750,848.564880371093750,2.497802734375000,847.393600463867188,0.782927040391722,6779.148803710937500
,G0800350014133,546,11,7040000.000000000000000,845.368408203125000,847.800170898437500,2.431762695312500,846.644375887784122,0.778146379235184,9313.088134765625000
,G0800350014134,547,6,3840000.000000000000000,844.088928222656250,846.132995605468750,2.044067382812500,845.105804443359375,0.657724805452974,5070.634826660156250
,G0800350014135,548,178,113920000.000000000000000,827.801086425781250,844.978332519531250,17.177246093750000,836.849541139066901,4.281963292888844,148959.218322753906250
,G0800350014136,549,8,5120000.000000000000000,847.669006347656250,851.762878417968750,4.093872070312500,849.635826110839844,1.191472952960990,6797.086608886718750
,G0800350014137,550,33,21120000.000000000000000,842.324035644531250,852.306518554687500,9.982482910156250,846.229843602035999,2.500907262176663,27925.584838867187500
,G0800350014138,551,5,3200000.000000000000000,855.281250000000000,856.823364257812500,1.542114257812500,855.972753906249977,0.526911987759023,4279.863769531250000
,G0800350014139,552,12,7680000.000000000000000,850.656677246093750,855.073608398437500,4.416931152343750,853.093109130859375,1.378487386362013,10237.117309570312500
,G0800350014140,553,8,5120000.000000000000000,849.731262207031250,852.287414550781250,2.556152343750000,851.081726074218750,0.814701308371002,6808.653808593750000
,G0800350014202,554,328,209920000.000000000000000,806.111694335937500,837.511657714843750,31.399963378906250,822.014379547863427,7.351981889887355,269620.716491699218750
,G0800350014203,555,52,33280000.000000000000000,819.274047851562500,830.551269531250000,11.277221679687500,824.977804330679078,3.201435399699316,42898.845825195312500
,G0800350014204,556,83,53120000.000000000000000,826.612670898437500,842.045043945312500,15.432373046875000,835.116161668157019,4.171645729346531,69314.641418457031250
,G0800350014300,557,1293,827520000.000000000000000,768.464965820312500,827.893554687500000,59.428588867187500,794.039812151443471,13.302092620499479,1026693.477111816406250
,G0800350014403,558,417,266880000.000000000000000,762.151672363281250,819.292846679687500,57.141174316406250,791.591812536299130,15.835042339711455,330093.785827636718750
,G0800350014404,559,626,400640000.000000000000000,759.909729003906250,809.701721191406250,49.791992187500000,785.789138940195699,12.673924650191310,491904.000976562500000
,G0800350014405,560,24,15360000.000000000000000,821.862609863281250,828.921752929687500,7.059143066406250,826.019617716471316,2.007326727778720,19824.470825195312500
,G0800350014406,561,100,64000000.000000000000000,814.462097167968750,828.609863281250000,14.147766113281250,821.555746459960915,3.682001222329796,82155.574645996093750
,G0800350014503,562,24,15360000.000000000000000,819.681152343750000,827.069946289062500,7.388793945312500,823.801895141601563,2.160905788901769,19771.245483398437500
,G0800350014504,563,17,10880000.000000000000000,815.768371582031250,820.254028320312500,4.485656738281250,818.016443589154392,1.257838892842734,13906.279541015625000
,G0800350014505,564,38,24320000.000000000000000,806.391784667968750,816.416503906250000,10.024719238281250,812.516999897203959,2.418464692351617,30875.645996093750000
,G0800350014506,565,528,337920000.000000000000000,758.360900878906250,810.467651367187500,52.106750488281250,787.611089186234949,13.549805446819478,415858.655090332031250
,G0800350014602,566,556,355840000.000000000000000,757.772338867187500,831.896545410156250,74.124206542968750,792.630506337117822,21.620444237645266,440702.561523437500000
,G0800350014603,567,18,11520000.000000000000000,816.577758789062500,825.990417480468750,9.412658691406250,821.688137478298586,3.036334331755496,14790.386474609375000
,G0800350014604,568,171,109440000.000000000000000,801.410461425781250,825.722839355468750,24.312377929687500,814.370781078673190,5.872323422366315,139257.403564453125000
,G0800370000100,569,3745,2396800000.000000000000000,767.680175781250000,870.239685058593750,102.559509277343750,811.921145479128427,25.086337922772188,3040644.689819335937500
,G0800370000200,570,980,627200000.000000000000000,809.082153320312500,861.335327148437500,52.253173828125000,838.846978635204096,14.114171145094916,822070.039062500000000
,G0800370000301,571,60,38400000.000000000000000,877.357971191406250,889.720581054687500,12.362609863281250,884.452121988932277,2.983027259641549,53067.127319335937500
,G0800370000302,572,1584,1013760000.000000000000000,794.879272460937500,886.909423828125000,92.030151367187500,842.594203987506944,28.565037673163332,1334669.219116210937500
,G0800370000401,573,507,324480000.000000000000000,781.073486328125000,795.354431152343750,14.280944824218750,787.973285983535220,3.921070536594467,399502.455993652343750
,G0800370000402,574,448,286720000.000000000000000,793.008422851562500,801.725952148437500,8.717529296875000,797.352734565734863,2.098799025398336,357214.025085449218750
,G0800370000403,575,1365,873600000.000000000000000,793.620910644531250,840.167175292968750,46.546264648437500,813.755054515796701,10.695274346618763,1110775.649414062500000
,G0800370000501,576,133,85120000.000000000000000,789.949707031250000,794.469360351562500,4.519653320312500,792.121290163886329,1.101869809182545,105352.131591796875000
,G0800370000502,577,94,60160000.000000000000000,787.038635253906250,792.286926269531250,5.248291015625000,789.354821387757625,1.286837972759826,74199.353210449218750
,G0800370000503,578,180,115200000.000000000000000,783.799743652343750,790.612487792968750,6.812744140625000,787.104149712456547,1.570052986964138,141678.746948242187500
,G0800370000600,579,1698,1086720000.000000000000000,782.457885742187500,797.878540039062500,15.420654296875000,788.199509224144663,3.600175706791731,1338362.766662597656250
,G0800370000701,580,53,33920000.000000000000000,783.586181640625000,786.945983886718750,3.359802246093750,785.062990584463478,0.926064330690771,41608.338500976562500
,G0800370000702,581,119,76160000.000000000000000,781.693664550781250,784.650024414062500,2.956359863281250,783.029567686449582,0.694832247055782,93180.518554687500000
,G0800370000703,582,585,374400000.000000000000000,777.510314941406250,786.634277343750000,9.123962402343750,781.416055480435375,1.647149768154817,457128.392456054687500
,G0800390961100,583,7915,5065600000.000000000000000,805.242126464843750,908.663879394531250,103.421752929687500,859.385921445016379,17.877138447016502,6802039.568237304687500
,G0800390961204,584,643,411520000.000000000000000,850.235168457031250,873.320312500000000,23.085144042968750,861.694652124289178,5.686472504024448,554069.661315917968750
,G0800390961205,585,2274,1455360000.000000000000000,772.922546386718750,867.653564453125000,94.731018066406250,833.180169661630089,22.968480532238750,1894651.705810546875000
,G0800390961206,586,143,91520000.000000000000000,829.113708496093750,852.501525878906250,23.387817382812500,841.222993010407549,6.932568820016573,120294.888000488281250
,G0800390961207,587,357,228480000.000000000000000,829.500671386718750,852.685302734375000,23.184631347656250,841.105714600293254,6.343099484484458,300274.740112304687500
,G0800390961208,588,476,304640000.000000000000000,788.047241210937500,830.305969238281250,42.258728027343750,815.011953786641584,9.684379093860668,387945.690002441406250
,G0800390961209,589,720,460800000.000000000000000,759.204589843750000,829.224731445312500,70.020141601562500,793.789051055908203,19.022382404434165,571528.116760253906250
,G0800410000101,590,18,11520000.000000000000000,678.576721191406250,685.633056640625000,7.056335449218750,682.445482042100707,2.011528752797927,12284.018676757812500
,G0800410000102,591,4,2560000.000000000000000,677.604248046875000,680.792907714843750,3.188659667968750,679.240676879882813,1.202433747782468,2716.962707519531250
,G0800410000202,592,8,5120000.000000000000000,683.207580566406250,687.817321777343750,4.609741210937500,685.786865234375000,1.492831990669462,5486.294921875000000
,G0800410000203,593,8,5120000.000000000000000,686.382629394531250,694.065979003906250,7.683349609375000,690.116462707519531,2.859817421382053,5520.931701660156250
,G0800410000301,594,5,3200000.000000000000000,687.055664062500000,690.463745117187500,3.408081054687500,688.708764648437523,1.174926391641139,3443.543823242187500
,G0800410000302,595,16,10240000.000000000000000,690.090332031250000,697.826721191406250,7.736389160156250,694.366985321044922,2.299151845037601,11109.871765136718750
,G0800410000400,596,4,2560000.000000000000000,683.881408691406250,687.689392089843750,3.807983398437500,685.615234375000000,1.450986623170742,2742.460937500000000
,G0800410000500,597,4,2560000.000000000000000,685.363952636718750,689.268310546875000,3.904357910156250,687.516723632812500,1.506559172854917,2750.066894531250000
,G0800410000600,598,3,1920000.000000000000000,681.130798339843750,683.335266113281250,2.204467773437500,682.311665852864621,0.906814675116424,2046.934997558593750
,G0800410000700,599,4,2560000.000000000000000,679.591796875000000,681.684143066406250,2.092346191406250,680.644821166992188,0.776463672202619,2722.579284667968750
,G0800410000800,600,5,3200000.000000000000000,681.873474121093750,684.637268066406250,2.763793945312500,683.217211914062545,1.001801337908452,3416.086059570312500
,G0800410000900,601,4,2560000.000000000000000,685.603393554687500,687.856140136718750,2.252746582031250,686.737243652343750,0.879969630684245,2746.948974609375000
,G0800410001000,602,5,3200000.000000000000000,689.002075195312500,691.305419921875000,2.303344726562500,690.166979980468795,0.825794755591546,3450.834899902343750
,G0800410001101,603,4,2560000.000000000000000,690.904052734375000,693.350585937500000,2.446533203125000,692.189163208007813,0.900173940439007,2768.756652832031250
,G0800410001104,604,10,6400000.000000000000000,692.614685058593750,697.932617187500000,5.317932128906250,695.007257080078148,1.575142549215230,6950.072570800781250
,G0800410001301,605,4,2560000.000000000000000,697.812072753906250,700.341430664062500,2.529357910156250,699.062438964843750,1.143019723733350,2796.249755859375000
,G0800410001302,606,7,4480000.000000000000000,694.490051269531250,699.235717773437500,4.745666503906250,697.346714564732110,1.506464969079450,4881.427001953125000
,G0800410001400,607,5,3200000.000000000000000,693.633056640625000,696.060180664062500,2.427124023437500,694.687548828125045,1.030109271217657,3473.437744140625000
,G0800410001500,608,6,3840000.000000000000000,689.753112792968750,692.209350585937500,2.456237792968750,690.979878743489621,0.972953129100386,4145.879272460937500
,G0800410001600,609,3,1920000.000000000000000,686.779235839843750,688.537109375000000,1.757873535156250,687.826538085937500,0.756117558967329,2063.479614257812500
,G0800410001700,610,3,1920000.000000000000000,684.648315429687500,686.376525878906250,1.728210449218750,685.368123372395871,0.734458056806375,2056.104370117187500
,G0800410001800,611,3,1920000.000000000000000,681.386474609375000,683.442749023437500,2.056274414062500,682.604207356770871,0.881251202621524,2047.812622070312500
,G0800410001900,612,4,2560000.000000000000000,678.415954589843750,680.376403808593750,1.960449218750000,679.402740478515625,0.763625775894644,2717.610961914062500
,G0800410002000,613,12,7680000.000000000000000,674.588928222656250,679.031738281250000,4.442810058593750,676.784718831380246,1.241558564198001,8121.416625976562500
,G0800410002101,614,4,2560000.000000000000000,677.640563964843750,679.447814941406250,1.807250976562500,678.550369262695313,0.759555775871620,2714.201477050781250
,G0800410002102,615,6,3840000.000000000000000,673.674072265625000,676.586975097656250,2.912902832031250,675.126169840494754,1.051201506740973,4050.757019042968750
,G0800410002200,616,6,3840000.000000000000000,683.954040527343750,686.069946289062500,2.115905761718750,685.007517496744754,0.901854478372189,4110.045104980468750
,G0800410002300,617,7,4480000.000000000000000,687.629272460937500,689.606811523437500,1.977539062500000,688.519740513392890,0.926565541582266,4819.638183593750000
,G0800410002400,618,11,7040000.000000000000000,693.534301757812500,701.836730957031250,8.302429199218750,697.300897771661880,2.632638226844335,7670.309875488281250
,G0800410002501,619,37,23680000.000000000000000,697.330200195312500,711.565063476562500,14.234863281250000,703.469423036317608,4.010971700434688,26028.368652343750000
,G0800410002502,620,8,5120000.000000000000000,693.640197753906250,696.755065917968750,3.114868164062500,695.125961303710938,1.120908867211183,5561.007690429687500
,G0800410002700,621,6,3840000.000000000000000,680.535644531250000,682.621826171875000,2.086181640625000,681.573557535807254,0.844179972127378,4089.441345214843750
,G0800410002800,622,22,14080000.000000000000000,677.304748535156250,685.769592285156250,8.464843750000000,680.303378018465878,2.344090424563268,14966.674316406250000
,G0800410002900,623,8,5120000.000000000000000,682.762878417968750,686.490661621093750,3.727783203125000,684.800071716308594,1.269211104424651,5478.400573730468750
,G0800410003000,624,12,7680000.000000000000000,687.805053710937500,692.514038085937500,4.708984375000000,690.472386678059934,1.574230115440673,8285.668640136718750
,G0800410003100,625,30,19200000.000000000000000,688.952392578125000,712.519042968750000,23.566650390625000,698.014678955078125,6.031463599576448,20940.440368652343750
,G0800410003303,626,13,8320000.000000000000000,681.843444824218750,687.598571777343750,5.755126953125000,684.137258676382203,1.805830454615804,8893.784362792968750
,G0800410003305,627,30,19200000.000000000000000,690.291015625000000,707.944030761718750,17.653015136718750,700.155777994791720,5.270977778736433,21004.673339843750000
,G0800410003306,628,435,278400000.000000000000000,692.824218750000000,840.651062011718750,147.826843261718750,747.011463805450830,33.650085129252048,324949.986755371093750
,G0800410003307,629,7,4480000.000000000000000,684.531677246093750,689.250244140625000,4.718566894531250,686.810642787388360,1.513996005842444,4807.674499511718750
,G0800410003308,630,3,1920000.000000000000000,687.605407714843750,689.510803222656250,1.905395507812500,688.481099446614621,0.785460710901895,2065.443298339843750
,G0800410003400,631,518,331520000.000000000000000,701.922180175781250,760.443542480468750,58.521362304687500,735.407087289228457,13.135403571298303,380940.871215820312500
,G0800410003701,632,725,464000000.000000000000000,704.798400878906250,767.465209960937500,62.666809082031250,746.467363702182070,13.306080214517811,541188.838684082031250
,G0800410003702,633,15,9600000.000000000000000,705.700805664062500,716.739501953125000,11.038696289062500,710.699715169270803,3.075005064296800,10660.495727539062500
,G0800410003705,634,29,18560000.000000000000000,698.978759765625000,720.922485351562500,21.943725585937500,708.829720332704710,6.070953264107553,20556.061889648437500
,G0800410003706,635,5,3200000.000000000000000,701.714355468750000,707.335510253906250,5.621154785156250,704.460998535156250,1.993731789894411,3522.304992675781250
,G0800410003707,636,22,14080000.000000000000000,707.079956054687500,721.228576660156250,14.148620605468750,712.629846746271255,3.799156071741586,15677.856628417968750
,G0800410003708,637,9,5760000.000000000000000,701.908081054687500,709.877197265625000,7.969116210937500,706.246690538194457,2.513653809833993,6356.220214843750000
,G0800410003709,638,23,14720000.000000000000000,697.065002441406250,708.856323242187500,11.791320800781250,702.472892429517628,3.154230114241500,16156.876525878906250
,G0800410003801,639,66,42240000.000000000000000,712.756286621093750,735.538818359375000,22.782531738281250,722.903274998520374,4.976114231423261,47711.616149902343750
,G0800410003802,640,124,79360000.000000000000000,703.468261718750000,744.238403320312500,40.770141601562500,726.946362403131275,10.974675049453978,90141.348937988281250
,G0800410003902,641,266,170240000.000000000000000,702.874206542968750,764.682556152343750,61.808349609375000,735.001739272497616,14.811597468842482,195510.462646484375000
,G0800410003905,642,14,8960000.000000000000000,695.991821289062500,703.924804687500000,7.932983398437500,699.449135916573709,2.381442020676027,9792.287902832031250
,G0800410003906,643,11,7040000.000000000000000,700.155761718750000,705.270385742187500,5.114624023437500,702.675753506747128,1.562556021157509,7729.433288574218750
,G0800410003909,644,2125,1360000000.000000000000000,720.722473144531250,854.813659667968750,134.091186523437500,797.252554946001851,33.155962608516916,1694161.679260253906250
,G0800410004008,645,102,65280000.000000000000000,666.609863281250000,672.690734863281250,6.080871582031250,668.360631606158108,1.424686801766868,68172.784423828125000
,G0800410004009,646,1,640000.000000000000000,673.700622558593750,673.700622558593750,0.000000000000000,673.700622558593750,0.000000000000000,673.700622558593750
,G0800410004100,647,5,3200000.000000000000000,675.445617675781250,678.261535644531250,2.815917968750000,676.999584960937455,1.007127727652853,3384.997924804687500
,G0800410004200,648,7,4480000.000000000000000,674.404907226562500,678.920349121093750,4.515441894531250,676.131583077566916,1.427479643678625,4732.921081542968750
,G0800410004300,649,16,10240000.000000000000000,674.898498535156250,682.038024902343750,7.139526367187500,679.058940887451172,1.829402070575169,10864.943054199218750
,G0800410004401,650,21,13440000.000000000000000,687.104003906250000,707.678283691406250,20.574279785156250,696.601609002976147,6.018704871392021,14628.633789062500000
,G0800410004402,651,39,24960000.000000000000000,682.079162597656250,697.041564941406250,14.962402343750000,688.475233811598514,3.665412706782034,26850.534118652343750
,G0800410004403,652,818,523520000.000000000000000,690.530517578125000,938.666320800781250,248.135803222656250,810.022195307724587,63.492128101833458,662598.155761718750000
,G0800410004501,653,34,21760000.000000000000000,674.957519531250000,685.240051269531250,10.282531738281250,679.681364171645214,2.517808062304753,23109.166381835937500
,G0800410004502,654,29,18560000.000000000000000,670.628173828125000,679.776000976562500,9.147827148437500,674.038494241648664,2.003570040621566,19547.116333007812500
,G0800410004503,655,49,31360000.000000000000000,671.754333496093750,695.792236328125000,24.037902832031250,683.980065170599460,6.617185524106377,33515.023193359375000
,G0800410004506,656,6,3840000.000000000000000,682.600158691406250,688.453552246093750,5.853393554687500,684.762084960937500,1.978241311802452,4108.572509765625000
,G0800410004507,657,7,4480000.000000000000000,682.177856445312500,691.136901855468750,8.959045410156250,686.762076241629416,3.449734413106566,4807.334533691406250
,G0800410004508,658,25,16000000.000000000000000,686.205017089843750,719.854736328125000,33.649719238281250,700.538854980468727,9.224178955193890,17513.471374511718750
,G0800410004510,659,41,26240000.000000000000000,684.597045898437500,717.478271484375000,32.881225585937500,702.478107731516729,8.829125621263069,28801.602416992187500
,G0800410004511,660,442,282880000.000000000000000,713.544555664062500,986.981811523437500,273.437255859375000,823.058696211732922,74.651324322504962,363791.943725585937500
,G0800410004601,661,485,310400000.000000000000000,692.279418945312500,762.599304199218750,70.319885253906250,727.825386094555370,17.703328561177848,352995.312255859375000
,G0800410004602,662,4616,2954240000.000000000000000,723.016357421875000,1047.304199218750000,324.287841796875000,884.255509930218977,73.848272147308705,4081723.433837890625000
,G0800410004603,663,987,631680000.000000000000000,667.067260742187500,828.963989257812500,161.896728515625000,724.424792196009093,38.385778552588881,715007.269897460937500
,G0800410004701,664,3,1920000.000000000000000,693.104309082031250,695.629699707031250,2.525390625000000,694.446634928385379,1.037118610386159,2083.339904785156250
,G0800410004702,665,2,1280000.000000000000000,691.944702148437500,692.760559082031250,0.815856933593750,692.352630615234375,0.407928466796875,1384.705261230468750
,G0800410004703,666,7,4480000.000000000000000,689.602050781250000,693.648559570312500,4.046508789062500,691.254699707031250,1.218162823105023,4838.782897949218750
,G0800410004705,667,7,4480000.000000000000000,687.360595703125000,692.204101562500000,4.843505859375000,689.478149414062500,1.526067037788426,4826.347045898437500
,G0800410004706,668,10,6400000.000000000000000,690.437683105468750,693.906311035156250,3.468627929687500,692.085278320312455,1.065404980099399,6920.852783203125000
,G0800410004800,669,6,3840000.000000000000000,686.825134277343750,691.648010253906250,4.822875976562500,689.307759602864621,1.517809971506030,4135.846557617187500
,G0800410004901,670,4,2560000.000000000000000,683.672363281250000,687.345642089843750,3.673278808593750,685.364624023437500,1.394886585319053,2741.458496093750000
,G0800410004902,671,11,7040000.000000000000000,684.326293945312500,688.917053222656250,4.590759277343750,686.824440696022748,1.524517403780373,7555.068847656250000
,G0800410005000,672,13,8320000.000000000000000,668.901855468750000,673.095703125000000,4.193847656250000,670.648451585036014,1.171422810303830,8718.429870605468750
,G0800410005104,673,337,215680000.000000000000000,668.740905761718750,712.572692871093750,43.831787109375000,686.961601279963361,9.834828933803212,231506.059631347656250
,G0800410005105,674,7,4480000.000000000000000,680.719787597656250,683.767089843750000,3.047302246093750,682.449750627790195,1.026966217107380,4777.148254394531250
,G0800410005106,675,14,8960000.000000000000000,684.927307128906250,691.854187011718750,6.926879882812500,688.228166852678555,2.265583603755590,9635.194335937500000
,G0800410005107,676,13,8320000.000000000000000,681.635681152343750,691.981994628906250,10.346313476562500,686.379633976863033,3.412689016421995,8922.935241699218750
,G0800410005108,677,18,11520000.000000000000000,673.384643554687500,677.572692871093750,4.188049316406250,675.468221028645871,1.370871941345031,12158.427978515625000
,G0800410005109,678,10,6400000.000000000000000,677.903320312500000,680.414672851562500,2.511352539062500,679.300354003906250,0.814404439500158,6793.003540039062500
,G0800410005110,679,5,3200000.000000000000000,671.260925292968750,674.183349609375000,2.922424316406250,672.580017089843750,0.941059176781986,3362.900085449218750
,G0800410005111,680,13,8320000.000000000000000,668.665832519531250,672.881103515625000,4.215270996093750,670.841303898738033,1.411848102180925,8720.936950683593750
,G0800410005201,681,3,1920000.000000000000000,674.449218750000000,675.979553222656250,1.530334472656250,675.425333658854129,0.692328275324786,2026.276000976562500
,G0800410005202,682,4,2560000.000000000000000,673.209289550781250,674.633789062500000,1.424499511718750,673.926544189453125,0.635817830175298,2695.706176757812500
,G0800410005300,683,3,1920000.000000000000000,675.835998535156250,676.198364257812500,0.362365722656250,675.995198567708371,0.151166494180923,2027.985595703125000
,G0800410005400,684,9,5760000.000000000000000,673.159240722656250,676.582763671875000,3.423522949218750,674.334330240885379,1.032437838535487,6069.008972167968750
,G0800410005501,685,10,6400000.000000000000000,681.123229980468750,686.177124023437500,5.053894042968750,683.624792480468727,1.492132938408573,6836.247924804687500
,G0800410005502,686,5,3200000.000000000000000,679.500244140625000,682.326293945312500,2.826049804687500,681.045507812499977,0.928700717284148,3405.227539062500000
,G0800410005601,687,5,3200000.000000000000000,678.336486816406250,681.622741699218750,3.286254882812500,679.748632812499977,1.140119502409312,3398.743164062500000
