"","GISJOIN","HDDavg","CDDavg","IECC_Clima","BA_Climate","HDD65","CDD65","HDD65SQ","CDD65SQ","CLIMATE_COLD","CLIMATE_HOTDRY","division_code","state_name","state_code","county_name","county_code","census_tract_code","TOTALPOP","TOTALHH","DIVISION_8","DIVISION_9","HHSEX_1","HHSEX_2","HHAGE","HHAGESQ","HOUSEHOLDER_RACE_1","HOUSEHOLDER_RACE_2","HOUSEHOLDER_RACE_3","HOUSEHOLDER_RACE_4","HOUSEHOLDER_RACE_5","HOUSEHOLDER_RACE_6","HOUSEHOLDER_RACE_7","SDESCENT_0","SDESCENT_1","NHSLDMEM","NHSLDMEMSQ","NUMCHILD","NUMADULT","EDUCATION_1","EDUCATION_2","EDUCATION_3","EDUCATION_4","EDUCATION_5","MEDINCOME","MONEYPY","MONEYPY_1","MONEYPY_2","MONEYPY_3","MONEYPY_45","MONEYPY_678","EMPLOYHH_0","EMPLOYHH_12","TOTROOMS","TOTROOMSSQ","TYPEHUQ_1","TYPEHUQ_2","TYPEHUQ_3","TYPEHUQ_4","TYPEHUQ_5","YEARMADERANGE","YEARMADERANGE_1","YEARMADERANGE_2","YEARMADERANGE_3","YEARMADERANGE_4","YEARMADERANGE_5","YEARMADERANGE_6","YEARMADERANGE_7","YEARMADERANGE_8","FUELHEAT_1","FUELHEAT_2","FUELHEAT_3","FUELHEAT_5","FUELHEAT_7","FUELHEAT_21","HEATHOME","ELPAY_1"
"794","G0800590010209",5735.96736653646,862.149393717448,5,"Cold",5735.96736653646,862.149393717448,32901321.6299712,743301.577087363,1,0,8,"Colorado",8,"Jefferson County",59,10209,6601,2594,1,0,0.551128616876231,0.448871383123769,38.1,1451.61,0.919429452582884,0.0131071703932151,0.00655358519660756,0.035851966075559,0,0.00578257517347725,0.0192752505782575,0.721405847598849,0.278594152401151,2.54,6.4516,0.456823438704703,2.0831765612953,0.0734118636937316,0.289650820361801,0.311527135044173,0.187421119057636,0.137989061842659,63294,5,0.106013878180416,0.0967617579028527,0.237856592135698,0.328450269853508,0.230917501927525,0.0344551282051282,0.965544871794872,5.9,34.81,0,0.666055718475073,0.0395894428152493,0.094574780058651,0.199780058651026,1,0.00476539589442815,0.0194281524926686,0.0700146627565982,0.545454545454545,0.273093841642229,0.0417888563049853,0.00476539589442815,0.0406891495601173,0.768311488049345,0.00501156515034695,0,0.202004626060139,0.0123361603700848,0.00616808018504241,0.993831919814958,0.712698412698413
"795","G0800590010210",5746.591796875,856.823461914062,5,"Cold",5746.591796875,856.823461914062,33023317.279911,734146.444886399,1,0,8,"Colorado",8,"Jefferson County",59,10210,3849,1512,1,0,0.500909327097948,0.499090672902053,44.8,2007.04,0.902777777777778,0,0.00529100529100529,0.0132275132275132,0,0.0198412698412698,0.0588624338624339,0.879968823070927,0.120031176929072,2.53,6.4009,0.416005291005291,2.11399470899471,0.0277284038393175,0.305012442232492,0.277639530750089,0.274084607180946,0.115535015997156,93095,6,0.0218253968253968,0.116402116402116,0.171296296296296,0.225529100529101,0.46494708994709,0.0268361581920904,0.97316384180791,7.2,51.84,0,0.852672750977836,0.0475880052151239,0.0345501955671447,0.0651890482398957,1,0.0397653194263364,0.147327249022164,0.398305084745763,0.201434159061278,0.0840938722294654,0.0697522816166884,0.0371577574967405,0.0221642764015645,0.763227513227513,0,0,0.23015873015873,0,0.00661375661375661,1,0.746376811594203
"796","G0800590010211",5741.87772042411,858.831185477121,5,"Cold",5741.87772042411,858.831185477121,32969159.7563027,737591.005148036,1,0,8,"Colorado",8,"Jefferson County",59,10211,3649,1396,1,0,0.549465607015621,0.450534392984379,45.1,2034.01,0.949856733524355,0.0236389684813754,0,0.0186246418338109,0,0,0.00787965616045845,0.850095916689504,0.149904083310496,2.5,6.25,0.54512893982808,1.95487106017192,0.0727835849787069,0.312427409988386,0.318234610917538,0.225319396051103,0.0712349980642664,62823,5,0.181232091690544,0.140401146131805,0.14756446991404,0.234957020057307,0.295845272206304,0.0784650630011455,0.921534936998854,5.7,32.49,0,0.525377229080933,0.0308641975308642,0.0528120713305898,0.390946502057613,1,0.0336076817558299,0.111796982167353,0.331961591220851,0.316186556927298,0.0809327846364883,0.0747599451303155,0.0377229080932785,0.0130315500685871,0.674785100286533,0.0128939828080229,0,0.251432664756447,0,0.0279369627507163,0.967048710601719,0.59393063583815
"797","G0800590010212",5737.22839355469,860.76774597168,5,"Cold",5737.22839355469,860.76774597168,32915789.6398101,740921.112505166,1,0,8,"Colorado",8,"Jefferson County",59,10212,4160,1670,1,0,0.494230769230769,0.505769230769231,38.8,1505.44,0.920359281437126,0,0.0029940119760479,0.0425149700598802,0,0.0221556886227545,0.0119760479041916,0.734615384615385,0.265384615384615,2.46,6.0516,0.438922155688623,2.02107784431138,0.0536348949919225,0.301453957996769,0.352827140549273,0.196122778675283,0.0959612277867528,68125,5,0.0461077844311377,0.22874251497006,0.186826347305389,0.292215568862275,0.246107784431138,0.0385239253852393,0.961476074614761,6.9,47.61,0,0.726879394267171,0.0216333153055706,0.0340724716062737,0.217414818820984,1,0.0475932936722553,0.22769064359113,0.317468902109248,0.217955651703624,0.0351541373715522,0.0567874526771228,0.0730124391563007,0.0243374797187669,0.723952095808383,0,0,0.270059880239521,0,0.00598802395209581,1,0.78096947935368
"798","G0800590010213",5733.04113769531,862.760726928711,5,"Cold",5733.04113769531,862.760726928711,32867760.6865068,744356.071930558,1,0,8,"Colorado",8,"Jefferson County",59,10213,4964,1861,1,0,0.513295729250604,0.486704270749396,38.3,1466.89,0.92745835572273,0.0171950564212789,0,0.0263299301450833,0,0.0188070929607738,0.0102095647501343,0.784850926672039,0.215149073327961,2.64,6.9696,0.45674368619022,2.18325631380978,0.0969328703703704,0.304398148148148,0.342303240740741,0.203703703703704,0.052662037037037,56397,4,0.134336378291241,0.197205803331542,0.172487909725954,0.196131112305212,0.29983879634605,0.0309686712279438,0.969031328772056,6.6,43.56,0.00464396284829721,0.807533539731682,0.0521155830753354,0.0139318885448916,0.121775025799794,1,0.0123839009287926,0.110423116615067,0.41124871001032,0.245098039215686,0.0882352941176471,0.0500515995872033,0.0825593395252838,0,0.713057495969909,0.00806018269747448,0,0.275120902740462,0,0.00376141859215476,1,0.982107355864811
"799","G0800590010303",5752.25086805556,854.138848198785,5,"Cold",5752.25086805556,854.138848198785,33088390.0490459,729553.172002346,1,0,8,"Colorado",8,"Jefferson County",59,10303,5511,2208,1,0,0.502449646162221,0.497550353837779,42.5,1806.25,0.950634057971015,0.0244565217391304,0,0,0,0.00951086956521739,0.0153985507246377,0.89493739793141,0.10506260206859,2.49,6.2001,0.45018115942029,2.03981884057971,0.0510532837670384,0.250557620817844,0.314745972738538,0.238909541511772,0.144733581164808,79309,5,0.0557065217391304,0.14356884057971,0.146286231884058,0.27536231884058,0.379076086956522,0.0158347676419966,0.984165232358003,6.6,43.56,0,0.695335900727428,0.0427899015832264,0.0141206675224647,0.247753530166881,1,0.0196833547282841,0.0526315789473684,0.280273855370133,0.197689345314506,0.222507488232777,0.104407359863072,0.0735986307231493,0.0492083868207103,0.796648550724638,0.00905797101449275,0,0.185235507246377,0,0.00905797101449275,1,0.954471544715447
"800","G0800590010304",5747.55208333333,855.962687174479,5,"Cold",5747.55208333333,855.962687174479,33034354.9506293,732672.121834955,1,0,8,"Colorado",8,"Jefferson County",59,10304,2857,1127,1,0,0.502625131256563,0.497374868743437,39.9,1592.01,0.960070984915705,0,0,0,0,0.00532386867790594,0.0346051464063886,0.861743087154358,0.138256912845642,2.54,6.4516,0.472049689440994,2.06795031055901,0.0309040590405904,0.293819188191882,0.309040590405904,0.258763837638376,0.107472324723247,78281,5,0.0692102928127773,0.149068322981366,0.179236912156167,0.251996450754215,0.350488021295475,0.058027079303675,0.941972920696325,7.5,56.25,0,0.840640809443508,0.0489038785834739,0,0.110455311973019,1,0.0185497470489039,0.524451939291737,0.235244519392917,0.155143338954469,0.0573355817875211,0,0.00927487352445194,0,0.768411712511091,0,0,0.224489795918367,0,0,0.992901508429459,0.725761772853186
"801","G0800590010305",5742.42900390625,858.0775390625,5,"Cold",5742.42900390625,858.0775390625,32975490.8649037,736297.063043556,1,0,8,"Colorado",8,"Jefferson County",59,10305,3766,1669,1,0,0.475836431226766,0.524163568773234,36.3,1317.69,0.944278010784901,0,0.0443379269023367,0.00659077291791492,0,0.00479328939484721,0,0.807488050982475,0.192511949017525,2.25,5.0625,0.301378070701019,1.94862192929898,0.0946996466431095,0.284805653710247,0.321554770318021,0.191872791519435,0.107067137809187,60593,5,0.165368484122229,0.150988615937687,0.1725584182145,0.260635110844817,0.250449370880767,0.0277422108408024,0.972257789159198,5.9,34.81,0,0.596935769004125,0.0500883912787272,0.051266941661756,0.301708898055392,1,0.0530347672362994,0.345904537418975,0.186800235710077,0.247495580436064,0.0365350618738951,0.0441956393635828,0.0807307012374779,0.00530347672362994,0.556021569802277,0.0407429598562013,0,0.403235470341522,0,0,1,0.910384068278805
"802","G0800590010306",5753.72473144531,852.844772338867,5,"Cold",5753.72473144531,852.844772338867,33105348.2852454,727344.205705734,1,0,8,"Colorado",8,"Jefferson County",59,10306,2991,1132,1,0,0.497826813774657,0.502173186225343,40.8,1664.64,0.94434628975265,0.0203180212014134,0,0.00795053003533569,0,0.0088339222614841,0.0185512367491166,0.858910063523905,0.141089936476095,2.62,6.8644,0.438162544169611,2.18183745583039,0.114090909090909,0.301363636363636,0.354545454545455,0.154090909090909,0.0759090909090909,64432,5,0.0547703180212014,0.132508833922261,0.265901060070671,0.319787985865724,0.227031802120141,0.0771396396396396,0.92286036036036,6.6,43.56,0,0.73859649122807,0.0543859649122807,0.0429824561403509,0.164035087719298,1,0.0140350877192982,0.0298245614035088,0.670175438596491,0.185964912280702,0.0596491228070175,0.00789473684210526,0.0324561403508772,0,0.725265017667845,0.0212014134275618,0.00795053003533569,0.231448763250883,0,0.0141342756183746,1,0.96640826873385
"803","G0800590010307",5748.77734375,855.108459472656,5,"Cold",5748.77734375,855.108459472656,33048440.9480133,731210.477461699,1,0,8,"Colorado",8,"Jefferson County",59,10307,5019,2138,1,0,0.533970910539948,0.466029089460052,35.1,1232.01,0.923760523854069,0.0247895229186155,0.019644527595884,0.00514499532273152,0,0.00701590271281572,0.019644527595884,0.825263996812114,0.174736003187886,2.34,5.4756,0.43732460243218,1.90267539756782,0.0629425649095201,0.329923944400734,0.386834513506425,0.147915027537372,0.0723839496459481,50645,4,0.155285313376988,0.231524789522919,0.155753040224509,0.195042095416277,0.262394761459308,0.0619848334981866,0.938015166501813,4.9,24.01,0,0.418615528531338,0.0855940130963517,0.141253507951356,0.354536950420954,1,0.0107577174929841,0.0678203928905519,0.466791393826006,0.256782039289055,0.10710944808232,0.0907390084190833,0,0,0.601964452759588,0,0,0.377455565949485,0,0.0154349859681946,0.994855004677269,0.92156862745098
"804","G0800590010308",5748.8470703125,854.681787109375,5,"Cold",5748.8470703125,854.681787109375,33049242.6378406,730480.957216475,1,0,8,"Colorado",8,"Jefferson County",59,10308,5933,2489,1,0,0.507163323782235,0.492836676217765,38.8,1505.44,0.918039373242266,0.0349537967055042,0.012856568903174,0.0060265166733628,0,0.0164724789071916,0.0116512655685014,0.830608461149503,0.169391538850497,2.37,5.6169,0.45198875050221,1.91801124949779,0.0816602752086623,0.252876156101963,0.351680577487029,0.213173922851342,0.100609068351004,83769,6,0.0972278023302531,0.10847730012053,0.126155082362395,0.235435918039373,0.432703897147449,0.0490478938257357,0.950952106174264,6,36,0,0.677269200930954,0.0686578743211792,0.0515903801396431,0.202482544608223,1,0.0865011636927851,0.26299456943367,0.0500387897595035,0.0667183863460047,0.0907680372381691,0.0709852598913887,0.295577967416602,0.0764158262218774,0.746082764162314,0,0,0.239855363599839,0,0.00522298111691442,0.991161108879068,0.977653631284916
"805","G0800590010402",5745.92342862216,855.727999600497,5,"Cold",5745.92342862216,855.727999600497,33015636.047589,732270.409300268,1,0,8,"Colorado",8,"Jefferson County",59,10402,4761,2534,1,0,0.588531821045999,0.411468178954001,36.6,1339.56,0.954222573007103,0,0.00394632991318074,0.00513022888713496,0,0.0177584846093133,0.0189423835832676,0.784709094727998,0.215290905272002,1.8,3.24,0.183109707971586,1.61689029202841,0.0704506560182544,0.305191100969766,0.342270393610953,0.202795208214489,0.0792926411865374,48013,4,0.15785319652723,0.256906077348066,0.198895027624309,0.291633780584057,0.0947119179163378,0.0376917945296865,0.962308205470314,4.2,17.64,0,0.302132273220094,0.140946873870618,0.0668594145283701,0.490061438380918,1,0.0289121792555114,0.228767618359234,0.150704734369353,0.218286953379111,0.154318756776292,0.0299963859775931,0.134080231297434,0.0549331405854716,0.628255722178374,0.00789265982636148,0,0.341357537490134,0,0.00552486187845304,0.983030781373323,0.882519462137296
"806","G0800590010403",5747.50766225962,854.523742675781,5,"Cold",5747.50766225962,854.523742675781,33033844.327733,730210.826796625,1,0,8,"Colorado",8,"Jefferson County",59,10403,5388,2524,1,0,0.472345953971789,0.527654046028211,34.5,1190.25,0.930665610142631,0.0209984152139461,0.00871632329635499,0.0126782884310618,0,0.00237717908082409,0.0245641838351822,0.774127691165553,0.225872308834447,2.13,4.5369,0.40095087163233,1.72904912836767,0.1,0.310054347826087,0.391576086956522,0.128532608695652,0.0698369565217391,52416,4,0.173137876386688,0.125198098256735,0.304675118858954,0.328050713153724,0.0689381933438986,0.0273848931688234,0.972615106831177,4.4,19.36,0,0.270058708414873,0.254011741682975,0.130724070450098,0.345205479452055,1,0.0528375733855186,0.135029354207436,0.249315068493151,0.303718199608611,0.0759295499021526,0.087279843444227,0.0489236790606654,0.0469667318982387,0.696909667194929,0.00792393026941363,0,0.295166402535658,0,0,1,0.962648556876061
"807","G0800590010405",5738.42846679688,859.374633789062,5,"Cold",5738.42846679688,859.374633789062,32929561.2685447,738524.761200085,1,0,8,"Colorado",8,"Jefferson County",59,10405,2714,1586,1,0,0.534635224760501,0.465364775239499,33.3,1108.89,0.924337957124842,0.0208070617906683,0.0132408575031526,0.0163934426229508,0,0.010718789407314,0.0145018915510719,0.752394988946205,0.247605011053795,1.71,2.9241,0.26796973518285,1.44203026481715,0.118407445708376,0.222854188210962,0.274560496380558,0.242502585315408,0.141675284384695,43045,4,0.208701134930643,0.254098360655738,0.226355611601513,0.166456494325347,0.144388398486759,0.0462462462462462,0.953753753753754,3.4,11.56,0.0100376411543287,0.020702634880803,0.0840652446675031,0.0708908406524467,0.814303638644918,1,0.0489335006273526,0.0150564617314931,0.0376411543287327,0.181932245922208,0.0771643663739021,0.167503136762861,0.391468005018821,0.0803011292346299,0.531525851197982,0.0126103404791929,0.00504413619167718,0.435056746532156,0,0,0.984237074401009,0.91566265060241
"808","G0800590010406",5734.11458333333,861.581353081597,5,"Cold",5734.11458333333,861.581353081597,32880070.054796,742322.427977916,1,0,8,"Colorado",8,"Jefferson County",59,10406,2575,1081,1,0,0.514174757281553,0.485825242718447,35.9,1288.81,0.972247918593895,0.00370027752081406,0,0,0,0.0194264569842738,0.00462534690101758,0.453980582524272,0.546019417475728,2.38,5.6644,0.518963922294172,1.86103607770583,0.319290465631929,0.309866962305987,0.195676274944568,0.109756097560976,0.065410199556541,39359,3,0.17113783533765,0.356151711378353,0.185013876040703,0.140610545790934,0.147086031452359,0.0159074475777296,0.98409255242227,4.8,23.04,0.343053173241852,0.534305317324185,0.0265866209262436,0.0222984562607204,0.0737564322469983,1,0.136363636363636,0.301029159519726,0.132933104631218,0.22041166380789,0.00857632933104631,0.048885077186964,0.115780445969125,0.0360205831903945,0.757631822386679,0,0,0.23959296947271,0.00277520814061055,0,1,1
"809","G0800590010502",5740.33444010417,857.396903483073,5,"Cold",5740.33444010417,857.396903483073,32951439.484246,735129.450102362,1,0,8,"Colorado",8,"Jefferson County",59,10502,5165,2268,1,0,0.503581800580833,0.496418199419167,50.1,2510.01,0.876543209876543,0.0119047619047619,0.00749559082892416,0.0220458553791887,0,0.0489417989417989,0.0330687830687831,0.77676669893514,0.22323330106486,2.25,5.0625,0.436067019400353,1.81393298059965,0.0702983138780804,0.26485084306096,0.233203631647211,0.277302204928664,0.154345006485084,61296,5,0.119047619047619,0.195326278659612,0.179453262786596,0.209435626102293,0.29673721340388,0.0412878787878788,0.958712121212121,6.1,37.21,0,0.650423728813559,0.136864406779661,0.0661016949152542,0.146610169491525,1,0.152966101694915,0.420338983050847,0.221610169491525,0.0902542372881356,0.0864406779661017,0.00635593220338983,0.0076271186440678,0.0144067796610169,0.727513227513228,0.0145502645502645,0,0.238536155202822,0,0.0194003527336861,1,1
"810","G0800590010503",5749.48291015625,853.078075062145,5,"Cold",5749.48291015625,853.078075062145,33056553.7341788,727742.202151734,1,0,8,"Colorado",8,"Jefferson County",59,10503,4388,1987,1,0,0.539653600729262,0.460346399270738,48.5,2352.25,0.949169602415702,0.00553598389531958,0,0.0100654252642174,0,0.0145948666331152,0.0206341217916457,0.870100273473108,0.129899726526892,2.19,4.7961,0.38147961751384,1.80852038248616,0.066962962962963,0.232,0.311111111111111,0.229037037037037,0.160888888888889,52820,4,0.133870156014092,0.200805234021137,0.209360845495722,0.174635128334172,0.281328636134877,0.053835800807537,0.946164199192463,6.5,42.25,0.00484730974309258,0.655356277266117,0.0824042656325739,0.0790111488124091,0.178380998545807,1,0.00630150266602036,0.192922927775085,0.273873000484731,0.246243334949103,0.0935530780416869,0.127968977217644,0.0407174018419777,0.0184197770237518,0.764469048817312,0.0296930045294414,0,0.168595873175642,0.0125817815802718,0.0166079516859587,0.991947659788626,0.941253263707572
"811","G0800590010504",5749.365625,852.676879882812,5,"Cold",5749.365625,852.676879882812,33055205.0899316,727057.861486688,1,0,8,"Colorado",8,"Jefferson County",59,10504,2970,1230,1,0,0.54983164983165,0.45016835016835,50.3,2530.09,0.966666666666667,0.00569105691056911,0,0.0178861788617886,0,0.00975609756097561,0,0.935690235690236,0.0643097643097643,2.41,5.8081,0.473170731707317,1.93682926829268,0.0361233480176211,0.0938325991189427,0.22863436123348,0.387224669603524,0.254185022026432,113125,7,0.0951219512195122,0.0658536585365854,0.0788617886178862,0.18780487804878,0.572357723577236,0.0513176144244105,0.948682385575589,8.1,65.61,0,0.882352941176471,0.0933333333333333,0,0.0243137254901961,1,0.0141176470588235,0.107450980392157,0.68,0.104313725490196,0.0643137254901961,0,0.0180392156862745,0.0117647058823529,0.868292682926829,0,0,0.108943089430894,0.0040650406504065,0.0186991869918699,1,1
"812","G0800590010603",5733.08178710938,861.19605255127,5,"Cold",5733.08178710938,861.19605255127,32868226.7776852,741658.640929889,1,0,8,"Colorado",8,"Jefferson County",59,10603,3660,1746,1,0,0.519672131147541,0.480327868852459,39.1,1528.81,0.872852233676976,0.0429553264604811,0.00286368843069874,0.0418098510882016,0,0.0211912943871707,0.0183276059564719,0.8,0.2,2.04,4.1616,0.284077892325315,1.75592210767469,0.0923666782851168,0.201812478215406,0.270477518299059,0.244684559079819,0.1906587661206,63364,5,0.123138602520046,0.20446735395189,0.148339060710195,0.245131729667812,0.278923253150057,0.0399828030954428,0.960017196904557,5,25,0.00598802395209581,0.625476320087099,0.0664126292868808,0.0881872618399565,0.213935764833968,1,0.27490473598258,0.374523679912901,0.163309744148068,0.0413718018508438,0.0391943385955362,0.00707675557974959,0.0234077299945563,0.0762112139357648,0.738258877434135,0,0,0.224513172966781,0.00916380297823597,0,0.971935853379152,0.842105263157895
"813","G0800590010604",5733.38415527344,861.406784057617,5,"Cold",5733.38415527344,861.406784057617,32871693.8719405,742021.647620486,1,0,8,"Colorado",8,"Jefferson County",59,10604,2506,1064,1,0,0.550279329608939,0.449720670391061,35,1225,0.925751879699248,0,0,0.0366541353383459,0,0.0206766917293233,0.0169172932330827,0.677972865123703,0.322027134876297,2.36,5.5696,0.414473684210526,1.94552631578947,0.123119777158774,0.334261838440111,0.280779944289694,0.182172701949861,0.0796657381615599,59052,4,0.111842105263158,0.174812030075188,0.234022556390977,0.296992481203008,0.182330827067669,0.0562310030395137,0.943768996960486,5.6,31.36,0.000896860986547085,0.60627802690583,0.164125560538117,0.139910313901345,0.0887892376681614,1,0.213452914798206,0.521076233183857,0.13542600896861,0.0349775784753363,0.0591928251121076,0.0358744394618834,0,0,0.799812030075188,0.018796992481203,0,0.170112781954887,0,0,0.988721804511278,0.925764192139738
"814","G0800590010701",5734.70642089844,859.892318725586,5,"Cold",5734.70642089844,859.892318725586,32886857.7338938,739414.799803265,1,0,8,"Colorado",8,"Jefferson County",59,10701,4322,2056,1,0,0.505552984729292,0.494447015270708,46.9,2199.61,0.944066147859922,0,0.00437743190661479,0.0204280155642023,0,0.0155642023346304,0.0155642023346304,0.854465525219806,0.145534474780194,2.06,4.2436,0.232490272373541,1.82750972762646,0.0816965556504412,0.243666382009678,0.283233703387418,0.260176487332764,0.131226871619698,56117,4,0.206712062256809,0.153210116731518,0.160019455252918,0.239299610894942,0.240758754863813,0.0222888984140592,0.977711101585941,5,25,0.00602130616025938,0.520611394163965,0.0995831403427513,0.0574339972209356,0.316350162112089,1,0.202408522464104,0.316813339509032,0.188976377952756,0.0981936081519222,0.0541917554423344,0.0528022232515053,0.0338119499768411,0.0528022232515053,0.714007782101167,0.0359922178988327,0,0.233949416342412,0,0.00972762645914397,0.993677042801556,0.586844809866393
"815","G0800590010702",5730.83801269531,861.805313110352,5,"Cold",5730.83801269531,861.805313110352,32842504.3277536,742708.397705231,1,0,8,"Colorado",8,"Jefferson County",59,10702,5651,2433,1,0,0.472305786586445,0.527694213413555,32.1,1030.41,0.926839293053843,0.00452116728318948,0.00452116728318948,0,0,0.0242498972461981,0.0398684751335799,0.650327375685719,0.349672624314281,2.29,5.2441,0.36662556514591,1.92337443485409,0.142240345406572,0.227392660110338,0.269609018949388,0.222835212281123,0.137922763252579,58847,4,0.130702836004932,0.166050143855323,0.220304151253596,0.261816687217427,0.221126181668722,0.0526884625776817,0.947311537422318,4.4,19.36,0,0.425734710087371,0.0837966640190627,0.084988085782367,0.405480540111199,1,0.241064336775218,0.292692613185068,0.156076250992851,0.158856235107228,0.103256552819698,0.0480540111199365,0,0,0.611179613645705,0.0106863953966297,0.0147965474722565,0.350184956843403,0,0,0.986847513357994,0.930320150659134
"816","G0800590010801",5748.980859375,852.421801757813,5,"Cold",5748.980859375,852.421801757813,33050780.9214601,726622.928112036,1,0,8,"Colorado",8,"Jefferson County",59,10801,2631,1111,1,0,0.524895477004941,0.475104522995059,47.2,2227.84,0.96039603960396,0,0,0.0225022502250225,0,0,0.0171017101710171,0.970353477765108,0.0296465222348917,2.37,5.6169,0.405040504050405,1.9649594959496,0.0130687318489835,0.167957405614714,0.203291384317522,0.340755082284608,0.274927395934172,104125,7,0.115211521152115,0.0909090909090909,0.0486048604860486,0.232223222322232,0.513051305130513,0.0213089802130898,0.97869101978691,7.8,60.84,0,0.820194862710363,0.0239149689991143,0.0301151461470328,0.12577502214349,1,0.0425155004428698,0.295837023914969,0.392382639503986,0.12577502214349,0.0522586359610275,0.058458813108946,0.0256864481842338,0.0070859167404783,0.831683168316832,0,0,0.11971197119712,0.0162016201620162,0.0117011701170117,0.979297929792979,1
"817","G0800590010901",5753.67320033482,849.072187151228,5,"Cold",5753.67320033482,849.072187151228,33104755.2962511,720923.578993769,1,0,8,"Colorado",8,"Jefferson County",59,10901,4994,2085,1,0,0.505406487785342,0.494593512214658,40.9,1672.81,0.960191846522782,0,0,0.0148681055155875,0,0,0.0249400479616307,0.830596716059271,0.169403283940729,2.39,5.7121,0.441247002398082,1.94875299760192,0.0672086720867209,0.277506775067751,0.283468834688347,0.210840108401084,0.160975609756098,72762,5,0.117985611510791,0.132374100719424,0.137170263788969,0.244604316546763,0.367865707434053,0.0244584206848358,0.975541579315164,6.3,39.69,0.0478199718706048,0.626347866854196,0.162681669010783,0.0712611345522738,0.0918893577121425,1,0.09985935302391,0.145804031879981,0.217533989685888,0.340834505391467,0.0276605719643694,0.0571964369432724,0.0942334739803094,0.0168776371308017,0.832613908872902,0.00623501199040767,0,0.143405275779377,0.00767386091127098,0,0.989928057553957,0.763322884012539
"818","G0800590010902",5746.37228732639,852.587972005208,5,"Cold",5746.37228732639,852.587972005208,33020794.4645527,726906.250007954,1,0,8,"Colorado",8,"Jefferson County",59,10902,2614,1107,1,0,0.481637337413925,0.518362662586075,31.7,1004.89,0.862691960252936,0.0605239385727191,0.030713640469738,0.00632339656729901,0,0.028906955736224,0.010840108401084,0.811782708492731,0.188217291507269,2.35,5.5225,0.421860885275519,1.92813911472448,0.0968645016797312,0.33538633818589,0.345464725643897,0.143337066069429,0.0789473684210526,45774,4,0.115627822944896,0.305329719963866,0.260162601626016,0.186991869918699,0.131887985546522,0.0547368421052632,0.945263157894737,4.2,17.64,0,0.295397489539749,0.097071129707113,0.300418410041841,0.307112970711297,1,0.0753138075313808,0.171548117154812,0.276987447698745,0.365690376569038,0.0853556485355648,0.0133891213389121,0.0117154811715481,0,0.614272809394761,0,0,0.332429990966576,0.00632339656729901,0.031616982836495,0.984643179765131,0.931603773584906
"819","G0800590011000",5740.15165201823,856.534759521484,5,"Cold",5740.15165201823,856.534759521484,32949340.9881676,733651.794268527,1,0,8,"Colorado",8,"Jefferson County",59,11000,6314,2499,1,0,0.477035159961989,0.522964840038011,39,1521,0.976390556222489,0,0,0.0168067226890756,0,0.00680272108843537,0,0.71365220145708,0.28634779854292,2.41,5.8081,0.479391756702681,1.93060824329732,0.125193884334146,0.202747617992466,0.354309771770441,0.199645468646133,0.118103257256814,61345,5,0.148059223689476,0.194877951180472,0.140056022408964,0.27891156462585,0.238095238095238,0.0493653032440056,0.950634696755994,5.4,29.16,0,0.631052420968387,0.0660264105642257,0.0412164865946379,0.261704681872749,1,0.200080032012805,0.311324529811925,0.162064825930372,0.185674269707883,0.0644257703081232,0.0588235294117647,0.0140056022408964,0.00360144057623049,0.715486194477791,0.0160064025610244,0.00680272108843537,0.213685474189676,0.00640256102440976,0.0224089635854342,0.980792316926771,0.875280059746079
"820","G0800590011100",5739.81184895833,855.801289876302,5,"Cold",5739.81184895833,855.801289876302,32945440.0614425,732395.847753942,1,0,8,"Colorado",8,"Jefferson County",59,11100,5918,2801,1,0,0.471274079080771,0.528725920919229,41.5,1722.25,0.8836129953588,0.0114244912531239,0.011781506604784,0.035344519814352,0,0.0285612281328097,0.02927525883613,0.694660358229131,0.305339641770869,2.07,4.2849,0.257765083898608,1.81223491610139,0.156867145421903,0.223518850987433,0.308572710951526,0.163599640933573,0.147441651705566,49234,4,0.168868261335237,0.258479114601928,0.178507675830061,0.153159585862192,0.240985362370582,0.0542568542568543,0.945743145743146,4.7,22.09,0,0.42606100795756,0.139920424403183,0.0440981432360743,0.389920424403183,1,0.156498673740053,0.25762599469496,0.150198938992042,0.277519893899204,0.0736074270557029,0.0566976127320955,0.00397877984084881,0.0238726790450928,0.733309532309889,0.00678329168154231,0,0.23527311674402,0.0049982149232417,0.0132095680114245,0.993573723670118,0.940013633265167
