"","GISJOIN","UATYP10","HDD65","HDD65SQ","CDD65","CDD65SQ","CLIMATE_COLD","CLIMATE_HOTDRY","TOTALPOP","TOTALHH","DIVISION_8","DIVISION_9","HHSEX_1","HHSEX_2","HHAGE","HHAGESQ","HOUSEHOLDER_RACE_1","HOUSEHOLDER_RACE_2","HOUSEHOLDER_RACE_3","HOUSEHOLDER_RACE_4","HOUSEHOLDER_RACE_5","HOUSEHOLDER_RACE_6","HOUSEHOLDER_RACE_7","SDESCENT_0","SDESCENT_1","NHSLDMEM","NHSLDMEMSQ","NUMCHILD","NUMADULT","EDUCATION_1","EDUCATION_2","EDUCATION_3","EDUCATION_4","EDUCATION_5","MEDINCOME","MONEYPY","MONEYPY_1","MONEYPY_2","MONEYPY_3","MONEYPY_45","MONEYPY_678","EMPLOYHH_0","EMPLOYHH_12","TOTROOMS","TOTROOMSSQ","TYPEHUQ_1","TYPEHUQ_2","TYPEHUQ_3","TYPEHUQ_4","TYPEHUQ_5","YEARMADERANGE_1","YEARMADERANGE_2","YEARMADERANGE_3","YEARMADERANGE_4","YEARMADERANGE_5","YEARMADERANGE_6","YEARMADERANGE_7","YEARMADERANGE_8","UGASHERE","FUELHEAT_1","FUELHEAT_2","FUELHEAT_3","FUELHEAT_5","FUELHEAT_7","FUELHEAT_21","HEATHOME","ELPAY_1","ELPAY_2","UATYP10_R","UATYP10_U","UATYP10_C"
"581","G0800370000701","C",9952.07779552147,99043852.4481114,-305.633420581352,93411.7877762579,1,0,1593,1593,1,0,0.431889516635279,0.568110483364721,34.8,1211.04,0.991839296924043,0,0,0,0,0,0.00816070307595731,0.956057752667922,0.0439422473320778,3.46,11.9716,0.10420590081607,3.35579409918393,0,0.0239382239382239,0.298841698841699,0.581467181467181,0.0957528957528958,102708,7,0.0108695652173913,0.0978260869565217,0.106521739130435,0.25,0.534782608695652,0,1,5.7,32.49,0,0.20072202166065,0.269314079422383,0.182671480144404,0.347292418772563,0,0.0166064981949458,0.0592057761732852,0.314079422382672,0.306859205776173,0.151624548736462,0.151624548736462,0,1,0.541304347826087,0.0434782608695652,0,0.347826086956522,0.0673913043478261,0,1,0.672619047619048,0.327380952380952,0,0,1
"582","G0800370000702","C",9943.14044849728,98866041.9785427,-329.630283084341,108656.123526263,1,0,1706,1706,1,0,0.530480656506448,0.469519343493552,43.5,1892.25,0.942555685814771,0,0,0.0345838218053927,0,0.0228604923798359,0,0.934935521688159,0.0650644783118406,2.15,4.6225,0.1031652989449,2.0468347010551,0.0127693535514765,0.0415003990422985,0.261771747805267,0.432561851556265,0.251396648044693,70000,5,0.0921717171717172,0.156565656565657,0.169191919191919,0.217171717171717,0.36489898989899,0.0173243503368624,0.982675649663138,4.7,22.09,0.00302114803625378,0.131923464249748,0.157351460221551,0.0740181268882175,0.63368580060423,0.00201409869083585,0.00100704934541793,0.115307150050352,0.471550855991944,0.212990936555891,0.073766364551863,0.0984390735146022,0.0249244712990937,1,0.525252525252525,0.0151515151515152,0.0101010101010101,0.435606060606061,0.00883838383838384,0.00505050505050505,1,0.616,0.384,0,0,1
"583","G0800370000703","C",9649.09338722394,93105003.1953688,-687.995051412908,473337.19076865,1,0,2551,2551,1,0,0.494315954527636,0.505684045472364,43.8,1918.44,0.95374362994904,0.00862406899255194,0,0.00980007840062721,0,0.00509604076832615,0.0227361818894551,0.916895335162681,0.0831046648373187,2.37,5.6169,0.105840846726774,2.26415915327323,0.00385356454720617,0.092485549132948,0.248554913294798,0.460500963391137,0.194605009633911,70000,5,0.0909090909090909,0.142857142857143,0.13821892393321,0.306122448979592,0.321892393320965,0.0392045454545455,0.960795454545455,4.9,24.01,0,0.207808564231738,0.19647355163728,0.164147774979009,0.431570109151973,0.0054575986565911,0.00377833753148615,0.0398824517212427,0.493702770780856,0.167086481947943,0.165827036104114,0.124265323257767,0,1,0.602040816326531,0.0204081632653061,0,0.340445269016698,0,0.0371057513914657,1,0.602898550724638,0.397101449275362,0,0,1
"584","G0800390961100","R",5446.9352617445,29669103.7456356,396.045550187185,156852.07782307,1,0,2059,2059,1,0,0.491015055852355,0.508984944147645,47.4,2246.76,0.985915492957746,0,0.00582807187955318,0,0,0.0014570179698883,0.00679941719281204,0.951918406993686,0.0480815930063137,2.44,5.9536,0.22195240407965,2.21804759592035,0.0896010464355788,0.296272073250491,0.349247874427731,0.187704381948986,0.0771746239372139,53182,4,0.128605769230769,0.243990384615385,0.201923076923077,0.212740384615385,0.212740384615385,0.0374493927125506,0.962550607287449,6.2,38.44,0.135751295336788,0.813471502590674,0.0124352331606218,0.00207253886010363,0.0362694300518135,0.278756476683938,0.0746113989637306,0.044559585492228,0.198963730569948,0.0549222797927461,0.112953367875648,0.223834196891192,0.0113989637305699,0,0.0973557692307692,0.650240384615385,0.00360576923076923,0.128605769230769,0.0865384615384615,0.03125,0.997596153846154,0.899543378995434,0.100456621004566,1,0,0
"585","G0800390961204","R",5723.18551429085,32754852.4309887,499.193597186439,249194.247471936,1,0,8152,8152,1,0,0.486997055937193,0.513002944062807,43.7,1909.69,0.925171736997056,0.0100588812561335,0.0201177625122669,0.0186457311089303,0,0.00318940137389598,0.0228164867517174,0.914376840039254,0.0856231599607458,3.11,9.6721,0.218842001962709,2.89115799803729,0.0313942751615882,0.178393351800554,0.355493998153278,0.307109879963066,0.127608494921514,122218,-1,0.0678871090770404,0.072463768115942,0.0701754385964912,0.204805491990847,0.58466819221968,0.0285648994515539,0.971435100548446,8,64,0,1,0,0,0,0.022883295194508,0.0049580472921434,0.0064836003051106,0.0751334858886346,0.144927536231884,0.402745995423341,0.267734553775744,0.0751334858886346,1,0.340961098398169,0.520976353928299,0,0.0694126620900076,0.0369946605644546,0.0263157894736842,0.994660564454615,1,0,1,0,0
"586","G0800390961205","R",5151.57611355026,26538736.4537016,405.445878280415,164386.360214577,1,0,1954,1954,1,0,0.480552712384852,0.519447287615148,48.4,2342.56,0.863868986693961,0,0.00972364380757421,0,0,0.00665301944728762,0.119754350051177,0.952405322415558,0.0475946775844422,2.59,6.7081,0.168372569089048,2.42162743091095,0.0167883211678832,0.293430656934307,0.367883211678832,0.208029197080292,0.113868613138686,90536,6,0.0794701986754967,0.0887417218543046,0.104635761589404,0.280794701986755,0.44635761589404,0.0298126064735945,0.970187393526405,6.7,44.89,0.10379746835443,0.891139240506329,0.00506329113924051,0,0,0.0924050632911392,0.0189873417721519,0.0253164556962025,0.113924050632911,0.148101265822785,0.331645569620253,0.235443037974684,0.0341772151898734,0,0.135099337748344,0.588079470198675,0,0.101986754966887,0.128476821192053,0.0463576158940397,1,0.909090909090909,0.0909090909090909,1,0,0
"587","G0800390961206","R",6340.51493605522,40202129.6543394,396.93601945208,157558.203538462,1,0,3774,3774,1,0,0.51510333863275,0.48489666136725,48.1,2313.61,0.961579226285109,0,0.00185479597244303,0.00211976682564918,0.00264970853206147,0.00609432962374139,0.0257021727609963,0.935612082670906,0.0643879173290938,2.82,7.9524,0.144939056703763,2.67506094329624,0.0230796970789758,0.25892535160476,0.371799495131626,0.250991705733862,0.0952037504507753,100677,7,0.0672143390589992,0.0507841672890217,0.0612397311426438,0.315907393577296,0.504854368932039,0.0431390546122074,0.956860945387793,8.4,70.56,0.00589970501474926,0.989675516224189,0.00442477876106195,0,0,0.00589970501474926,0.0103244837758112,0.0368731563421829,0.224926253687316,0.230825958702065,0.361356932153392,0.119469026548673,0.0103244837758112,1,0.58252427184466,0.200896191187453,0,0.135922330097087,0.0642270351008215,0.0164301717699776,1,1,0,1,0,0
"588","G0800390961207","R",5879.52535377765,34568818.3857142,410.097508672959,168179.966619768,1,0,3758,3758,1,0,0.500532197977648,0.499467802022352,45.1,2034.01,0.950771687067589,0.00505588078765301,0,0.00532197977647685,0,0.0215540180947312,0.0172964342735498,0.944385311335817,0.0556146886641831,2.62,6.8644,0.174294837679617,2.44570516232038,0.0240091463414634,0.262576219512195,0.357850609756098,0.249618902439024,0.10594512195122,114000,7,0.0905292479108635,0.0745125348189415,0.123259052924791,0.154596100278552,0.557103064066852,0.0234375,0.9765625,7.8,60.84,0.0610636900853578,0.927774130006566,0,0,0.0111621799080762,0.0223243598161523,0.0334865397242285,0.0229809586342745,0.0912672357189757,0.181877872619829,0.41365725541694,0.189757058437295,0.0446487196323047,1,0.665738161559889,0.231894150417827,0,0.0675487465181058,0.0348189415041783,0,1,0.808510638297872,0.191489361702128,1,0,0
"589","G0800390961208","R",5403.95023861322,29202678.1814079,343.499178954442,117991.685942376,1,0,3387,3387,1,0,0.492766459994095,0.507233540005905,46,2116,0.894892235016239,0.00383820490109241,0,0.0162385591969294,0,0.0330676114555654,0.0519633894301742,0.925597874224978,0.0744021257750221,2.76,7.6176,0.164157071154414,2.59584292884559,0.0290258449304175,0.237375745526839,0.374950298210736,0.211530815109344,0.147117296222664,91528,6,0.0195758564437194,0.098694942903752,0.16721044045677,0.269168026101142,0.445350734094617,0.00749063670411985,0.99250936329588,6.3,39.69,0.0278884462151394,0.908366533864542,0.0270916334661355,0.00876494023904383,0.0278884462151394,0.0613545816733068,0.0310756972111554,0.0621513944223108,0.193625498007968,0.0868525896414343,0.290836653386454,0.247808764940239,0.0262948207171315,1,0.382544861337684,0.328711256117455,0,0.198205546492659,0.0473083197389886,0.0432300163132137,1,0.880434782608696,0.119565217391304,1,0,0
"590","G0800390961209","R",3279.70436958456,10756460.7518721,215.694947172738,46524.3102358504,1,0,2078,2078,1,0,0.494225216554379,0.505774783445621,48.4,2342.56,0.954282964388835,0.00384985563041386,0.00962463907603465,0.00384985563041386,0,0.00433108758421559,0.0240615976900866,0.952358036573628,0.0476419634263715,2.45,6.0025,0.164100096246391,2.28589990375361,0.0411392405063291,0.34746835443038,0.362658227848101,0.212658227848101,0.0360759493670886,81500,6,0.116028708133971,0.108851674641148,0.162679425837321,0.241626794258373,0.370813397129187,0.0218380345768881,0.978161965423112,6.1,37.21,0.0411392405063291,0.856540084388186,0.0411392405063291,0.0485232067510548,0.0126582278481013,0.111814345991561,0.0569620253164557,0.04957805907173,0.14873417721519,0.0928270042194093,0.308016877637131,0.208860759493671,0.0232067510548523,1,0.246411483253589,0.462918660287081,0,0.165071770334928,0.0980861244019139,0.0203349282296651,0.992822966507177,0.982248520710059,0.0177514792899408,1,0,0
