Rowid_,GISJOIN,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
,G0800010008536,23,22,14080000.000000000000000,5674.576171875000000,5683.260742187500000,8.684570312500000,5678.939786044034008,2.485100386705966,124936.675292968750000
,G0800010008537,24,30,19200000.000000000000000,5683.605468750000000,5690.363281250000000,6.757812500000000,5686.980452473958394,1.792321529770027,170609.413574218750000
,G0800010008538,25,32,20480000.000000000000000,5669.921386718750000,5679.278808593750000,9.357421875000000,5673.726715087890625,2.441479575009721,181559.254882812500000
,G0800010008539,26,31,19840000.000000000000000,5674.270019531250000,5685.328613281250000,11.058593750000000,5680.420914188508505,2.921849381467948,176093.048339843750000
,G0800010008540,27,36,23040000.000000000000000,5695.743652343750000,5715.001953125000000,19.258300781250000,5704.489366319444343,4.780806388581788,205361.617187500000000
,G0800010008541,28,96,61440000.000000000000000,5700.834472656250000,5729.401855468750000,28.567382812500000,5713.625839233398438,6.475001755644218,548508.080566406250000
,G0800010008542,29,25,16000000.000000000000000,5688.792480468750000,5698.295410156250000,9.502929687500000,5693.261738281249563,2.459664921231040,142331.543457031250000
,G0800010008543,30,19,12160000.000000000000000,5691.558105468750000,5702.558593750000000,11.000488281250000,5696.766832853618325,2.953409207296504,108238.569824218750000
,G0800010008544,31,4,2560000.000000000000000,5721.424316406250000,5724.995605468750000,3.571289062500000,5723.209106445312500,1.277125506174047,22892.836425781250000
,G0800010008545,32,8,5120000.000000000000000,5717.264160156250000,5722.710449218750000,5.446289062500000,5720.235595703125000,1.705468691285465,45761.884765625000000
,G0800010008546,33,3,1920000.000000000000000,5710.064941406250000,5713.993164062500000,3.928222656250000,5712.023925781250000,1.603706574618933,17136.071777343750000
,G0800010008547,34,3,1920000.000000000000000,5708.880859375000000,5712.797851562500000,3.916992187500000,5710.834147135416970,1.599122326877109,17132.502441406250000
,G0800010008548,35,3,1920000.000000000000000,5704.417480468750000,5708.148437500000000,3.730957031250000,5706.277180989583030,1.523178748629199,17118.831542968750000
,G0800010008549,36,3,1920000.000000000000000,5703.250000000000000,5706.970214843750000,3.720214843750000,5705.104329427083030,1.518793332236576,17115.312988281250000
,G0800010008550,37,15,9600000.000000000000000,5702.145507812500000,5711.663574218750000,9.518066406250000,5706.764160156250000,2.812366358089690,85601.462402343750000
,G0800010008551,38,26,16640000.000000000000000,5696.251464843750000,5703.059570312500000,6.808105468750000,5699.840726412259755,1.883962855114767,148195.858886718750000
,G0800010008603,39,5,3200000.000000000000000,5702.971191406250000,5707.677246093750000,4.706054687500000,5705.376171875000182,1.627589570450502,28526.880859375000000
,G0800010008604,40,4,2560000.000000000000000,5700.515136718750000,5705.014648437500000,4.499511718750000,5702.751708984375000,1.747237562657371,22811.006835937500000
,G0800010008605,41,6,3840000.000000000000000,5696.030273437500000,5701.001464843750000,4.971191406250000,5698.503255208333030,1.642225536858087,34191.019531250000000
,G0800010008606,42,12,7680000.000000000000000,5698.586914062500000,5705.070312500000000,6.483398437500000,5702.333129882812500,1.916270472084787,68427.997558593750000
