"","GISJOIN","state_code","TOTALHH","TOTALPOP","BTUelec","BTUng","BTUlpg","BTUfo","BTUwood","BTUelec_scaleHH","BTUng_scaleHH","BTUlpg_scaleHH","BTUfo_scaleHH","BTUwd_scaleHH","BTUelec_scalePop","BTUng_scalePop","BTUlpg_scalePop","BTUfo_scalePop","BTUwd_scalePop"
"720","G0800430979000",8,1687,3563,30098841.4105564,42156213.2928557,8759.85533213349,0.0000000999999999999978,1.45854946624083,50776745459.6087,71117531825.0476,14777875.9453092,0.000168699999999996,2460.57294954829,107242171945.813,150202587962.445,31211364.5483916,0.000356299999999992,5196.81174821609
"721","G0800430979100",8,1462,3157,29787852.0098102,63197532.3064669,0.000000624343979256485,0.0000000999999999999978,0.00000367059473887967,43549839638.3425,92394792232.0546,0.000912790897672981,0.000146199999999997,0.00536640950824208,94040248794.9708,199514609491.516,0.00197105394251272,0.000315699999999993,0.0115880675906431
"722","G0800430979200",8,751,1735,34699472.6910253,77126431.708954,0.00000213183811396978,0.0000000999999999999975,0.00000883400562880132,26059303990.96,57921950213.4244,0.00160101042359131,0.0000750999999999981,0.00663433822722979,60203585118.9288,133814359015.035,0.00369873912773757,0.000173499999999996,0.0153269997659703
"723","G0800430979400",8,1090,3198,30088789.4913104,56534543.8608139,0.0108202475564944,0.0000000999999999999978,0.000178638379201456,32796780545.5283,61622652808.2872,11.7940698365789,0.000108999999999998,0.194715833329587,96223948793.2105,180797471266.883,34.603151685669,0.000319799999999993,0.571285536686256
"724","G0800450951600",8,1369,3662,26588308.8261687,52722834.3398209,0.000000841109415453811,0.0000000999999999999975,0.0000030787812562716,36399394783.0249,72177560211.2148,0.00115147878975627,0.000136899999999997,0.00421485153983582,97366386921.4298,193071019352.424,0.00308014267939185,0.000366199999999991,0.0112744969604666
"725","G0800450951701",8,1600,4345,27410003.1535556,52879184.8873362,0.000000402104488219268,0.0000000999999999999975,0.00000270471154722925,43856005045.689,84606695819.738,0.000643367181150829,0.000159999999999996,0.0043275384755668,119096463702.199,229760058335.476,0.00174714400131272,0.000434499999999989,0.0117519716727111
"726","G0800450951702",8,1541,3247,24543011.8880481,38764450.6246879,0.000000373191970747316,0.0000000999999999999978,0.000000459850532962485,37820781319.482,59736018412.644,0.000575088826921614,0.000154099999999997,0.000708629671295189,79691159600.492,125868171178.362,0.00121175432901653,0.000324699999999993,0.00149313468052919
"727","G0800450951802",8,1431,4336,33184168.4044699,62557424.2714369,0.00000834095929653506,0.0000000999999999999975,0.0000134191851031509,47486544986.7964,89519674132.4261,0.0119359127533417,0.000143099999999996,0.0192028538826089,143886554201.782,271248991640.95,0.036166399509776,0.000433599999999989,0.0581855866072621
"728","G0800450951803",8,1985,6428,27854914.638706,46621118.4515559,0.0000274439813016827,0.0000000999999999999975,0.0000210308829791983,55292005557.8314,92542920126.3384,0.0544763028838402,0.000198499999999995,0.0417463027137085,179051391297.602,299680549406.601,0.176409911807216,0.000642799999999984,0.135186515790286
"729","G0800450951804",8,1708,4214,28862922.4335286,57546233.1576604,0.00000258276605024487,0.0000000999999999999978,0.00000417596249243929,49297871516.4669,98288966233.2839,0.00441136441381824,0.000170799999999996,0.0071325439370863,121628355134.89,242499826526.381,0.0108837761357319,0.000421399999999991,0.0175975059431391
"730","G0800450951901",8,1790,4961,31126730.8047974,54926570.2360385,0.000322191712103382,0.0000000999999999999975,0.0000800731029324352,55716848140.5873,98318560722.5089,0.576723164665054,0.000178999999999995,0.143330854249059,154419711522.6,272490714940.987,1.59839308374488,0.000496099999999987,0.397242663647811
"731","G0800450951902",8,2474,7216,31501471.4808384,60866912.472431,0.00000880178883087999,0.0000000999999999999975,0.0000298942375644969,77934640443.5941,150584741456.794,0.0217756255675971,0.000247399999999994,0.0739583437345654,227314618205.73,439215640401.062,0.06351370820363,0.000721599999999982,0.21571681826541
"732","G0800450952001",8,1876,5022,27494020.9153899,53529153.1514963,0.0000175288631068864,0.0000000999999999999975,0.0000177720019892772,51578783237.2714,100420691312.207,0.032884147188519,0.000187599999999995,0.033340275731884,138074973037.088,268823407126.814,0.0880299505227837,0.000502199999999987,0.08925099399015
"733","G0800450952002",8,2806,8409,30792160.7713614,50595326.6280051,0.00000398347927236457,0.0000000999999999999975,0.0000126850569014057,86402803124.44,141970486518.182,0.011177642838255,0.000280599999999993,0.0355942696653444,258931279926.378,425456101614.895,0.0334970772013137,0.000840899999999979,0.106668643483921
"734","G0800450952100",8,2558,6698,27116630.0584531,50317522.9505851,0.00000223840313183014,0.0000000999999999999978,0.00000781922359219549,69364339689.5231,128712223707.597,0.0057258352112215,0.000255799999999994,0.0200015739488361,181627188131.519,337026768723.019,0.0149928241769983,0.000669799999999985,0.0523731596205254
"735","G0800470013800",8,2653,5924,29534521.0926091,51433338.9110668,0.00071694011486596,0.0000000999999999999978,0.000141432397920537,78355084458.692,136452648131.06,1.90204212473939,0.000265299999999994,0.375220151683185,174962502952.616,304691099709.16,4.24715324046595,0.000592399999999987,0.837845525281262
"736","G0800490000100",8,1218,3087,29314781.6717274,42568268.3026483,0.00407204892625987,0.0000000999999999999978,0.000598670224516779,35705404076.164,51848150792.6257,4.95975559218452,0.000121799999999997,0.729180333461437,90494731020.6225,131408244250.275,12.5704150353642,0.000308699999999993,1.8480949830833
"737","G0800490000201",8,2182,5050,31071917.2281913,51493205.0712417,0.000085163076150843,0.0000000999999999999978,0.0000317930677765299,67798923391.9135,112358173465.449,0.185825832161139,0.000218199999999995,0.0693724738883882,156913182002.366,260040685609.771,0.430073534561757,0.000504999999999989,0.160554992271476
"738","G0800490000202",8,2423,6929,25962260.6201027,35244287.4793209,0.0000189566633766001,0.0000000999999999999975,0.0000518619038515543,62906557482.5088,85396908562.3946,0.0459319953615021,0.000242299999999994,0.125661393032316,179892503836.691,244207667944.215,0.131350720536462,0.000692899999999982,0.35935113178742
"739","G0800510963600",8,1761,4151,31453869.211863,47567427.1479169,0.0971516400769358,0.0000000999999999999978,0.00441464277852817,55390263682.0907,83766239207.4816,171.084038175484,0.000176099999999996,7.77418593298811,130565011098.443,197452390091.003,403.27645795936,0.000415099999999991,18.3251821736704
"740","G0800510963700",8,2556,6610,23974960.7519303,41683542.4161871,0.00000249216636358414,0.0000000999999999999978,0.00000551585765271212,61279999681.9339,106543134415.774,0.00636997722532106,0.000255599999999994,0.0140985321603322,158474490570.259,275528215370.996,0.0164732196632912,0.000660999999999986,0.0364598190844271
"741","G0800510963800",8,1940,4874,25658807.3039815,40603353.8688091,0.0000110308756333432,0.0000000999999999999978,0.000020663433613025,49778086169.7241,78770506505.4897,0.0213998987286858,0.000193999999999996,0.0400870612092685,125061026799.606,197900746756.576,0.0537644878369147,0.000487399999999989,0.100713575429884
"742","G0800510963900",8,386,902,30393312.424235,40097086.2080144,36.0247918150158,0.0000000999999999999978,0.0219292823692763,11731818595.7547,15477475276.2936,13905.5696405961,0.0000385999999999992,8.46470299454067,27414767806.66,36167571759.629,32494.3622171442,0.000090199999999998,19.7802126970873
"743","G0800530973100",8,387,878,28988462.2250668,39729485.8613689,252.604088889044,0.0000000999999999999978,0.199317759985641,11218534881.1009,15375311028.3498,97757.7824000601,0.0000386999999999992,77.1359731144432,25451869833.6087,34882488586.2819,221786.390044581,0.0000877999999999981,175.000993267393
"744","G0800550960600",8,1610,3134,24740089.3349817,50142893.6159293,0.0000367776727366763,0.0000000999999999999978,0.00000270946593281029,39831543829.3205,80730058721.6462,0.0592120531060489,0.000160999999999997,0.00436224015182457,77535439975.8325,157147828592.322,0.115261226356744,0.000313399999999993,0.00849146623342746
"745","G0800550960900",8,1672,3449,29018606.2216979,41556766.0670413,390.508604757676,0.0000000999999999999978,0.0998496667379077,48519109602.6789,69482912864.0931,652930.387154835,0.000167199999999996,166.948642785782,100085172858.636,143329286165.226,1346864.17780923,0.000344899999999993,344.381500579044
"746","G0800570955600",8,575,1296,31693108.1214423,41211393.7585944,0.0191063468720027,0.0000000999999999999978,0.0182939835238573,18223537169.8293,23696551411.1918,10.9861494514016,0.0000574999999999988,10.5190405262179,41074268125.3893,53409966311.1383,24.7618255461155,0.000129599999999997,23.709002646919
"747","G0800590009806",8,1573,3918,37757492.6798356,79926063.3543856,0.000000418928323856671,0.0000000999999999999975,0.000000323793772579816,59392535985.3814,125723697656.449,0.000658974253426544,0.000157299999999996,0.00050932760426805,147933856319.596,313150316222.483,0.00164136117287044,0.00039179999999999,0.00126862400096772
"748","G0800590009807",8,826,1851,27476742.9302047,45486067.2002257,0.000000671994229731424,0.0000000999999999999978,0.000000540437117591796,22695789660.3491,37571491507.3865,0.000555067233758156,0.0000825999999999982,0.000446401059130824,50859451163.8089,84194710387.6178,0.00124386131923287,0.000185099999999996,0.00100034910466242
"749","G0800590009808",8,2584,5873,28757745.9638577,50679311.2296293,0.0000146263985587291,0.0000000999999999999978,0.00000944858166756982,74310015570.6084,130955340217.362,0.0377946138757561,0.000258399999999994,0.0244151350290004,168894242045.736,297639594851.613,0.0859008387354163,0.000587299999999987,0.0554915201336375
"750","G0800590009815",8,1897,5365,33499065.1041922,75341395.1370804,0.000000208274636883111,0.0000000999999999999971,0.00000147329256089083,63547726502.6526,142922626575.042,0.000395096986167262,0.000189699999999995,0.00279483598800991,179722484283.991,404206584910.436,0.00111739342687789,0.000536499999999985,0.00790421458917931
"751","G0800590009823",8,1748,4899,31633903.7355831,63927318.245394,0.000000210437796287414,0.0000000999999999999975,0.0000111096390662891,55296063729.7992,111744952292.949,0.0003678452679104,0.000174799999999996,0.0194196490878733,154974494400.621,313179932084.185,0.00103093476401204,0.000489899999999988,0.0544261217857501
"752","G0800590009824",8,1780,4817,32100268.3681478,67227803.2615078,0.000000362730116754064,0.0000000999999999999975,0.00000481956141057041,57138477695.3031,119665489805.484,0.000645659607822233,0.000177999999999995,0.00857881931081534,154626992729.368,323836328310.683,0.00174727097240432,0.000481699999999988,0.0232158273147177
"753","G0800590009827",8,2452,6383,29067697.130609,57334258.1249659,0.000000319822621594483,0.0000000999999999999978,0.000000858797513580226,71273993364.2534,140583600922.416,0.000784205068149673,0.000245199999999995,0.00210577150329871,185539110784.678,365964569611.657,0.00204142779363759,0.000638299999999986,0.00548170452918258
"754","G0800590009828",8,2191,5722,31234685.9565966,53795727.2296681,0.000000194392260937285,0.0000000999999999999978,0.00000342234683380685,68435196930.903,117866438360.203,0.000425913443713592,0.000219099999999995,0.00749836191287082,178724873043.645,307819151208.161,0.00111231251708315,0.000572199999999988,0.0195826685830428
"755","G0800590009829",8,705,1949,32186891.8912009,67168605.1735594,0.000000273308777436465,0.0000000999999999999971,0.00000610884310786065,22691758783.2966,47353866647.3594,0.000192682688092708,0.000070499999999998,0.00430673439104176,62732252295.9505,130911611483.267,0.000532678807223671,0.000194899999999994,0.0119061352172204
"756","G0800590009830",8,1031,2154,23691963.017644,43964277.4551536,0.000000309364282528149,0.0000000999999999999978,0.00000815388902301683,24426413871.1909,45327170056.2633,0.000318954575286521,0.000103099999999998,0.00840665958273035,51032488340.0051,94699053638.4008,0.000666370664565632,0.000215399999999995,0.0175634769555782
"757","G0800590009831",8,1273,2601,17950183.9313428,24167471.953856,0.00000038021275416161,0.0000000999999999999978,0.000000278923283820847,22850584144.5993,30765191797.2587,0.000484010836047729,0.000127299999999997,0.000355069340303938,46688428405.4226,62859594551.9794,0.000988933373574346,0.000260099999999994,0.000725479461218023
"758","G0800590009832",8,967,2727,31445281.8228677,66682774.1224117,0.000000404431704903234,0.0000000999999999999971,0.00000136946234609022,30407587522.713,64482242576.3721,0.000391085458641427,0.0000966999999999972,0.00132427008866925,85751283530.9601,181843925031.817,0.00110288525927112,0.000272699999999992,0.00373452381778804
"759","G0800590009833",8,2476,5903,25704283.1057144,49741750.7770957,0.000000158589504453118,0.0000000999999999999978,0.00000501257741785353,63643804969.7488,123160574924.089,0.00039266761302592,0.000247599999999995,0.0124111416866053,151732383173.032,293625554837.196,0.000936153844786754,0.000590299999999987,0.0295892444975894
"760","G0800590009834",8,2047,4179,23054792.3348871,40803700.839302,0.000000171176031185858,0.0000000999999999999978,0.00000494995294750522,47193159909.5138,83525175618.0512,0.000350397335837452,0.000204699999999996,0.0101325536835432,96345977167.493,170518665807.443,0.000715344634325701,0.000417899999999991,0.0206858533676243
"761","G0800590009835",8,1443,3772,33218046.8357319,67121603.9786197,0.000000128371370939739,0.0000000999999999999975,0.00000878319163539258,47933641583.9611,96856474541.1482,0.000185239888266044,0.000144299999999996,0.0126741455298715,125298472664.381,253182690207.353,0.000484216811184696,0.00037719999999999,0.0331301988487008
"762","G0800590009836",8,1512,4159,36196041.9290669,70709494.434416,0.000000190807545937156,0.0000000999999999999971,0.00000312784185767719,54728415396.7491,106912755584.837,0.000288501009456979,0.000151199999999996,0.00472929688880792,150539338382.989,294080787352.736,0.00079356858355263,0.000415899999999988,0.0130086942860795
"763","G0800590009837",8,1589,4498,42227004.6780596,80043626.7573114,0.000000211606084865135,0.0000000999999999999968,0.000000187334653169033,67098710433.4366,127189322917.368,0.0003362420688507,0.000158899999999995,0.000297674763885593,189937067041.912,360036233154.387,0.000951804169723378,0.000449799999999985,0.00084263126995431
"764","G0800590009838",8,1963,5590,36509751.5801947,80619599.5151211,0.000000309846210958754,0.0000000999999999999968,0.000000269640578841773,71668642351.9221,158256273848.183,0.000608228112112035,0.000196299999999994,0.0005293044562664,204089511333.288,450663561289.527,0.00173204031925944,0.000558999999999982,0.00150729083572551
"765","G0800590009839",8,853,2380,32757136.2932481,74943593.98122,0.000000238277433267091,0.0000000999999999999971,0.00000702166478400125,27941837258.1406,63926885665.9807,0.000203250650576829,0.0000852999999999975,0.00598948006075307,77961984377.9304,178365753675.304,0.000567100291175677,0.000237999999999993,0.016711562185923
"766","G0800590009840",8,1587,3820,29484415.9723705,51236253.8627641,0.000000113833025146486,0.0000000999999999999978,0.00000518930666265737,46791768148.1521,81311934880.2066,0.000180653010907473,0.000158699999999997,0.00823542967363724,112630469014.455,195722489755.759,0.000434842156059575,0.000381999999999992,0.0198231514513511
"767","G0800590009841",8,905,2333,33893506.0378006,65742081.1685971,0.000000178715862541108,0.0000000999999999999975,0.0000010149339134748,30673622964.2095,59496583457.5803,0.000161737855599703,0.0000904999999999977,0.000918515191694692,79073549586.1887,153376275366.337,0.000416944107308406,0.000233299999999994,0.0023678408201367
"768","G0800590009842",8,1405,3746,34965360.1820204,72692126.8588652,0.000000224987086439146,0.0000000999999999999971,0.00000139688625064284,49126331055.7386,102132438236.706,0.000316106856447,0.000140499999999996,0.00196262518215319,130980239241.848,272304707213.309,0.000842801625801041,0.000374599999999989,0.00523273589490807
"769","G0800590009843",8,3242,8388,31927407.0417393,62073477.4210208,0.000000441310451301238,0.0000000999999999999978,0.00000186164045208312,103508653629.319,201242213798.95,0.00143072848311861,0.000324199999999993,0.00603543834565346,267807090266.109,520672328607.523,0.00370171206551478,0.000838799999999982,0.0156154401120732
"770","G0800590009845",8,1759,4128,33687942.2401109,66215589.2814695,0.000000532933492786394,0.0000000999999999999971,0.00000301223460633154,59257090400.355,116473221546.105,0.000937430013811268,0.000175899999999995,0.00529852067253718,139063825567.178,273337952553.906,0.00219994945822224,0.000412799999999988,0.0124345044549366
"771","G0800590009846",8,1911,4656,33009961.8369685,69167023.2472999,0.000000263603357962306,0.0000000999999999999975,0.00000136876190626675,63082037070.4468,132178181425.59,0.000503746017065967,0.000191099999999995,0.00261570400287576,153694382312.925,322041660239.428,0.0012273372346725,0.000465599999999988,0.00637295543557798
"772","G0800590009847",8,1278,3133,32239822.857641,63812219.4019697,0.00000020488044924212,0.0000000999999999999975,0.00000240002445719491,41202493612.0652,81552016395.7173,0.000261837214131429,0.000127799999999997,0.0030672312562951,101007365012.989,199923683386.371,0.000641890447475562,0.000313299999999992,0.00751927662439167
"773","G0800590009848",8,939,2634,33728366.216431,55259866.2893835,0.00000481926003909275,0.0000000999999999999971,0.00000471037517250414,31670935877.2287,51889014445.7311,0.00452528517670809,0.0000938999999999973,0.00442304228698139,88840516614.0792,145554487806.236,0.0126939309429703,0.000263399999999992,0.0124071282043759
"774","G0800590009849",8,2309,5677,26844257.2498139,49696694.09905,0.00000090453907430294,0.0000000999999999999978,0.00000274743721558161,61983389989.8203,114749666674.706,0.00208858072256549,0.000230899999999995,0.00634383253077795,152394848407.193,282128132400.307,0.00513506832481779,0.000567699999999988,0.0155972010728568
"775","G0800590009850",8,1028,2481,36453070.6301339,68176868.2808751,0.000012412988057493,0.0000000999999999999971,0.00000415263741373472,37473756607.7777,70085820592.7396,0.0127605517231028,0.000102799999999997,0.0042689112613193,90440068233.3623,169146810204.851,0.03079662337064,0.000248099999999993,0.0103026934234759
"776","G0800590009851",8,1472,3958,34302374.316172,70936922.0402662,0.000000286069211254149,0.0000000999999999999975,0.000000838511932672928,50493094993.4052,104419149243.272,0.000421093878966107,0.000147199999999996,0.00123428956489455,135768797543.409,280768337435.374,0.00113226193814392,0.00039579999999999,0.00331883022951945
"777","G0800590009852",8,1431,3779,34535138.9789682,71499218.5298557,0.000000636256090434541,0.0000000999999999999975,0.00000489495356313053,49419783878.9035,102315381716.223,0.000910482465411828,0.000143099999999996,0.00700467854883978,130508290201.521,270195546824.325,0.00240441176575213,0.00037789999999999,0.0184980295150703
"778","G0800590009900",8,1009,2463,27169704.4647938,46625055.4279999,0.000000305425424712442,0.0000000999999999999978,0.00000158410852206713,27414231804.977,47044680926.8519,0.000308174253534854,0.000100899999999998,0.00159836549876573,66918982096.7872,114837511519.164,0.000752262821066745,0.000246299999999995,0.00390165928985134
"779","G0800590010000",8,1293,5607,21986818.3082538,33676902.754705,0.000000443301781909954,0.0000000999999999999978,0.000000475448901173065,28428956072.5722,43544235261.8336,0.00057318920400957,0.000129299999999997,0.000614755429216772,123280090254.379,188826393745.631,0.00248559309116911,0.000560699999999988,0.00266584198887737
"780","G0800590010100",8,2037,5163,24209188.587893,45623760.9297892,0.000000293771930662761,0.0000000999999999999978,0.00000101268040762459,49314117153.538,92935601013.9806,0.000598413422760045,0.000203699999999996,0.00206282999033128,124992040679.291,235555477680.502,0.00151674447801184,0.000516299999999989,0.00522846894456574
"781","G0800590010205",8,972,2419,33888227.8300386,59012466.8701751,0.000000129423808215659,0.0000000999999999999975,0.00000165772686104962,32939357450.7975,57360117797.8102,0.00012579994158562,0.0000971999999999975,0.00161131050894023,81975623120.8634,142751157358.954,0.000313076192073679,0.000241899999999994,0.00401004127687902
"782","G0800590010206",8,1645,3892,29459853.2418552,54223144.5253416,0.000000183974753320609,0.0000000999999999999978,0.00000390861921637179,48461458582.8518,89197072744.1869,0.000302638469212402,0.000164499999999996,0.00642967861093159,114657748817.3,211036478492.63,0.00071602973992381,0.000389199999999992,0.015212345990119
"783","G0800590010208",8,2218,5846,31539738.9084112,62731953.7441755,0.000000271543803262549,0.0000000999999999999978,0.00000197987767023173,69955140898.8559,139139473404.581,0.000602284155636335,0.000221799999999995,0.00439136867257398,184381313658.572,366731001588.45,0.00158744507387286,0.000584599999999987,0.0115743648601747
"784","G0800590010209",8,2594,6601,26072514.2105857,46483033.1473928,0.000000170168693800301,0.0000000999999999999978,0.00000619943960072332,67632101862.2592,120576987984.337,0.000441417591717981,0.000259399999999994,0.0160813463242763,172104666304.076,306834501805.94,0.00112328354777579,0.000660099999999986,0.0409225008043746
"785","G0800590010210",8,1512,3849,32532887.7071698,62233653.8993734,0.000000257708468666183,0.0000000999999999999975,0.000000770264990298,49189726213.2407,94097284695.8526,0.000389655204623268,0.000151199999999996,0.00116464066533058,125219084784.896,239537333858.688,0.000991919895896137,0.00038489999999999,0.002964749947657
"786","G0800590010211",8,1396,3649,26634919.1281254,41941638.1310614,0.000000233018894765537,0.0000000999999999999978,0.000000876927887489123,37182347102.8631,58550526830.9617,0.000325294377092689,0.000139599999999997,0.00122419133093482,97190819898.5296,153045037540.243,0.000850285946999443,0.000364899999999992,0.00319990986144781
"787","G0800590010212",8,1670,4160,28786962.7829025,53606708.6038348,0.000000301853327896553,0.0000000999999999999978,0.000000543793534365383,48074227847.4471,89523203368.4041,0.000504095057587244,0.000166999999999996,0.00090813520239019,119753765176.874,223003907791.953,0.00125570984404966,0.000415999999999991,0.00226218110295999
"788","G0800590010213",8,1861,4964,30223176.5027237,59555679.8147184,0.00000047684039619871,0.0000000999999999999978,0.00000139206260365001,56245331471.5688,110833120135.191,0.000887399977325799,0.000186099999999996,0.00259062850539266,150027848159.521,295634394600.262,0.0023670357267304,0.000496399999999989,0.00691019876451864
"789","G0800590010303",8,2208,5511,28871110.7270498,55199299.2866665,0.000000234037679684756,0.0000000999999999999978,0.00000134555974483527,63747412485.326,121880052824.96,0.000516755196743941,0.000220799999999995,0.00297099591659628,159108691216.772,304203338368.819,0.00128978165274269,0.000551099999999988,0.00741537975378718
"790","G0800590010304",8,1127,2857,31852622.7527674,63125979.1073405,0.000000432249157278971,0.0000000999999999999975,0.000000696998627899124,35897905842.3688,71142978453.9727,0.0004871448002534,0.000112699999999997,0.000785517453642313,91002943204.6564,180350922309.672,0.00123493584234602,0.000285699999999993,0.0019913250799078
"791","G0800590010305",8,1669,3766,26904902.6410239,44395842.4893455,0.0000023157883920643,0.0000000999999999999978,0.000000710646127377078,44904282507.8689,74096661114.7177,0.00386505082635532,0.000166899999999996,0.00118606838659234,101323863346.096,167194742814.875,0.00872125908451417,0.000376599999999992,0.00267629331570207
"792","G0800590010306",8,1132,2991,30097994.5964762,57987396.6552166,0.000000564074057534217,0.0000000999999999999978,0.00000149208948101983,34070929883.211,65641733013.7052,0.000638531833128734,0.000113199999999998,0.00168904529251445,90023101838.0602,173440303395.753,0.00168714550608484,0.000299099999999994,0.00446283963773031
"793","G0800590010307",8,2138,5019,23802769.5710797,39716355.815121,0.000000416857880175484,0.0000000999999999999978,0.000000571949314863898,50890321342.9683,84913568732.7287,0.000891242147815185,0.000213799999999995,0.00122282763517901,119466100477.249,199336389836.092,0.00209220970060075,0.000501899999999989,0.00287061361130191
"794","G0800590010308",8,2489,5933,28417172.2281331,56019104.9297475,0.00000034187335900198,0.0000000999999999999978,0.000000483490468739706,70730341675.8232,139431552170.142,0.000850922790555928,0.000248899999999995,0.00120340777669313,168599082829.513,332361349548.192,0.00202833463895875,0.000593299999999987,0.00286854895103268
"795","G0800590010402",8,2534,4761,20503465.9767192,33850511.7509213,0.000000415085585792138,0.0000000999999999999978,0.000000371198955997501,51955782785.0063,85777196776.8345,0.00105182687439728,0.000253399999999995,0.000940618154497668,97617001515.1599,161162286446.136,0.00197622247395637,0.00047609999999999,0.0017672782295041
"796","G0800590010403",8,2524,5388,21958166.7595945,38804127.0412997,0.00000036929063206383,0.0000000999999999999978,0.000000671338768085225,55422412901.2166,97941616652.2403,0.000932089555329106,0.000252399999999995,0.00169445905064711,118310602500.695,209076636498.523,0.00198973792555991,0.000538799999999988,0.00361717328244319
"797","G0800590010405",8,1586,2714,18160039.0545941,25130374.8794465,0.000000440568951601082,0.0000000999999999999978,0.000000133855821846414,28801821940.5863,39856774558.8021,0.000698742357239316,0.000158599999999997,0.000212295333448413,49286345994.1684,68203837422.8178,0.00119570413464534,0.000271399999999994,0.000363284700491168
"798","G0800590010406",8,1081,2575,25131596.0230964,56943780.7412877,0.00000069109575752658,0.0000000999999999999978,0.000000646835501239847,27167255300.9672,61556226981.332,0.000747074513886233,0.000108099999999998,0.000699229176840275,64713859759.4733,146630235408.816,0.00177957157563094,0.000257499999999994,0.00166560141569261
"799","G0800590010502",8,2268,5165,27947093.9868332,56590418.7724713,0.000000563406780083405,0.0000000999999999999978,0.000000306012589479907,63384009162.1377,128347069775.965,0.00127780657722916,0.000226799999999995,0.000694036552940429,144346740441.994,292289512959.814,0.00290999601913079,0.000516499999999989,0.00158055502466372
"800","G0800590010503",8,1987,4388,27747210.2864165,56135178.6449364,0.000000748147464310625,0.0000000999999999999978,0.00000111043027699092,55133706839.1096,111540599967.489,0.00148656901158521,0.000198699999999996,0.00220642496038097,121754758736.796,246321163893.981,0.00328287107339502,0.00043879999999999,0.00487256805543617
"801","G0800590010504",8,1230,2970,34362050.190919,77122178.7270379,0.000000397876022034217,0.0000000999999999999975,0.000000615947930761029,42265321734.8304,94860279834.2566,0.000489387507102086,0.000122999999999997,0.000757615954836065,102055289067.03,229052870819.302,0.00118169178544162,0.000296999999999992,0.00182936535436026
"802","G0800590010603",8,1746,3660,24634259.5345917,47779077.5893682,0.000000440800818762844,0.0000000999999999999978,0.00000018397350030174,43011417147.3971,83422269471.0369,0.000769638229559925,0.000174599999999996,0.000321217731526839,90161389896.6057,174871423977.088,0.00161333099667201,0.000365999999999992,0.00067334301110437
"803","G0800590010604",8,1064,2506,25019908.1350087,56076169.6482419,0.000000775923833572388,0.0000000999999999999978,0.000000491233131302046,26621182255.6493,59665044505.7293,0.000825582958921021,0.000106399999999998,0.000522672051705377,62699889786.3318,140526881138.494,0.00194446512693241,0.000250599999999995,0.00123103022704293
"804","G0800590010701",8,2056,4322,24943008.0872775,41407064.4365303,0.000000641058449063765,0.0000000999999999999978,0.000000294398674616645,51282824627.4425,85132924481.5064,0.0013180161712751,0.000205599999999996,0.000605283675011823,107803680953.213,178961332494.684,0.00277065461685359,0.000432199999999991,0.00127239107169314
"805","G0800590010702",8,2433,5651,22434033.4015023,37844713.8659329,0.000000501881448428498,0.0000000999999999999978,0.000000432316215968474,54582003265.8551,92076188835.8147,0.00122107756402654,0.000243299999999995,0.0010518253534513,126774722751.889,213860478056.387,0.00283613206506944,0.000565099999999988,0.00244301893643785
"806","G0800590010801",8,1111,2631,32434736.0244589,70251508.9808723,0.000000526258627473626,0.0000000999999999999975,0.000000694804363984721,36034991723.1738,78049426477.7491,0.000584673335123198,0.000111099999999997,0.000771927648387025,85335790480.3513,184831720128.675,0.00138458644888311,0.000263099999999993,0.0018280302816438
"807","G0800590010901",8,2085,4994,28509396.137871,56248848.4787637,0.000000292200019624239,0.0000000999999999999978,0.00000168293785684577,59442090947.4609,117278849078.222,0.000609237040916539,0.000208499999999995,0.00350892543152343,142375924312.528,280906749302.946,0.00145924689800345,0.000499399999999989,0.00840459165708778
"808","G0800590010902",8,1107,2614,21673777.1001759,37157080.2844615,0.000000396472206797864,0.0000000999999999999978,0.000000658677720731147,23992871249.8947,41132887874.8988,0.000438894732925236,0.000110699999999998,0.00072915623684938,56655253339.8598,97128607863.5822,0.00103637834856962,0.000261399999999994,0.00172178356199122
"809","G0800590011000",8,2499,6314,25729277.959271,48672738.7010667,0.000000507550211269029,0.0000000999999999999978,0.000000699363497911252,64297465620.2182,121633174013.966,0.0012683679779613,0.000249899999999995,0.00174770938128022,162454661034.837,307319672158.535,0.00320467203395265,0.000631399999999986,0.00441578112581164
"810","G0800590011100",8,2801,5918,22240155.6666408,40905481.9974976,0.000000412406359153773,0.0000000999999999999978,0.000000373563666166686,62294676022.2608,114576255074.991,0.00115515021198972,0.000280099999999994,0.00104635182893289,131617241235.18,242078642461.191,0.00244062083347203,0.000591799999999987,0.00221074977637445
"811","G0800590011202",8,1724,5085,29347751.60362,65750023.790587,0.000000556662393091201,0.0000000999999999999978,0.00000126493219866199,50595523764.6408,113353041014.972,0.00095968596568923,0.000172399999999996,0.00218074311049326,149233316904.408,334338870975.135,0.00283062826886876,0.000508499999999989,0.0064321802301962
"812","G0800590011300",8,1439,3098,26341563.6029375,50617846.1693599,0.000000498349018557557,0.0000000999999999999978,0.000000565784630338166,37905510024.6271,72839080637.7089,0.000717124237704325,0.000143899999999997,0.000814164083056621,81606164041.9004,156814087432.677,0.00154388525949131,0.000309799999999993,0.00175280078478764
