"","GISJOIN","state_code","TOTALHH","response","SE","BTUelec","BTUng","CFng","COng","NOxNG","SOxNG","TOGng","PMng","CO2ng","BTUlpg","GALlpg","COlpg","NOxLPG","SOxLPG","TOGlpg","PMlpg","CO2lpg","BTUfo","GALfo","COfo","NOxFO","SOxFO","TOGfo","PMfo","CO2fo","response","SE","BTUwd","GISJOIN","FUELHEAT_1","FUELHEAT_2","FUELHEAT_3","FUELHEAT_5","FUELHEAT_7","FUELHEAT_21"
"34","G0800010008550","08",2676,10.3092964661725,0.0431798008102245,32175060.0812273,69577101.0525616,67094.6008221423,2.68378403288569,6.30689247728138,0.0402567604932854,0.738040609043565,0.509918966248282,8140.5208231497,67613550.7698191,738.929758582535,1.36702005337769,13.3007356544856,26.6014713089712,1.84215188814626,0.20690033240311,9398.28355700485,59979199.7568387,431.505034221861,2.1575251711093,7.7670906159935,15.534181231987,1.0757420503151,1.07876258555465,9674.64492077808,9.84098929530034,0.124933037547575,30433220.5507905,"G0800010008550",0.860986547085202,0,0,0.134529147982063,0,0.00448430493273543
"35","G0800010008603","08",770,10.0012291375993,0.0431798008102245,23644352.5174456,47734240.2565161,46031.089929138,1.84124359716552,4.32692245333897,0.0276186539574828,0.506341989220518,0.349836283461449,5584.90611001238,55220407.7243675,603.488532757399,1.11645378560119,10.8627935896332,21.7255871792664,1.5044969121642,0.168976789172072,7675.63667368709,60268711.8676608,433.587855163027,2.16793927581514,7.80458139293449,15.609162785869,1.08093452292143,1.08396963790757,9721.34322425369,9.80286262254184,0.124933037547575,29294744.1761463,"G0800010008603",0.850649350649351,0,0,0.149350649350649,0,0
"36","G0800010008604","08",1144,10.2252114968058,0.0431798008102245,29580242.3841733,67355080.6795188,64951.8617931714,2.59807447172686,6.10547500855811,0.0389711170759028,0.714470479724886,0.493634149628103,7880.54443950369,65319434.3277638,713.857995757074,1.32063729215059,12.8494439236273,25.6988878472547,1.77964798342239,0.199880238811981,9079.40137155917,56680043.5435721,407.77009743577,2.03885048717885,7.33986175384386,14.6797235076877,1.01657085290738,1.01942524358943,9142.49102357818,9.78169004685237,0.124933037547575,28681018.9857483,"G0800010008604",0.840909090909091,0.0183566433566434,0,0.140734265734266,0,0
"37","G0800010008605","08",1444,10.1445831103612,0.0431798008102245,27288851.9413646,54079320.4176133,52149.7786090775,2.0859911443631,4.90207918925328,0.0312898671654465,0.573647564699852,0.396338317428989,6327.28048886076,58313273.4694228,637.289605357509,1.17898576991139,11.4712128964352,22.9424257928703,1.58876298615627,0.178441089500103,8105.54501224977,64204438.4238944,461.902434704277,2.30951217352138,8.31424382467698,16.628487649354,1.15152276971776,1.15475608676069,10356.1759177742,9.82599364354073,0.124933037547575,29980259.2862481,"G0800010008605",0.82409972299169,0.0159279778393352,0,0.159972299168975,0,0
"38","G0800010008606","08",2461,9.9202856487456,0.0431798008102245,21805904.9717482,42537666.3163962,41019.9289454158,1.64079715781663,3.85587332086908,0.0246119573672495,0.451219218399574,0.31175145998516,4976.90695901835,51988842.5321024,568.171652336587,1.05111755682269,10.2270897420586,20.4541794841171,1.41645192927511,0.159088062654244,7226.44911196223,61468799.638974,442.221580136503,2.21110790068252,7.95998844245706,15.9199768849141,1.1024583992803,1.10555395034126,9914.91738176651,9.71605977391357,0.124933037547575,26859115.7982744,"G0800010008606",0.856968711905729,0.0268183665176757,0,0.108492482730597,0.00772043884599756,0
"39","G0800010008705","08",1451,10.1330220517213,0.0431798008102245,26975180.6039359,60291321.9917239,58140.1369254811,2.32560547701924,5.46517287099522,0.0348840821552887,0.639541506180292,0.441865040633656,7054.0846730317,51879371.7817676,566.975276843868,1.04890426216116,10.2055549831896,20.4111099663793,1.41346936517176,0.158753077516283,7211.2326776657,67775975.4190861,487.596945461051,2.43798472730526,8.77674501829893,17.5534900365979,1.2155791850344,1.21899236365263,10932.2648350986,9.81534972242389,0.124933037547575,29662844.0395064,"G0800010008705",0.803583735354928,0.0172294968986906,0,0.179186767746382,0,0
"40","G0800010008706","08",1588,10.1356960383104,0.0431798008102245,27047408.4001517,58066908.1348065,55995.089811771,2.23980359247084,5.26353844230647,0.0335970538870626,0.615945987929481,0.425562682569459,6793.82825177236,58378231.307157,637.999511564304,1.18029909639396,11.4839912081575,22.967982416315,1.59053278232981,0.178639863238005,8114.57415169482,65698544.3852227,472.65139845484,2.3632569922742,8.50772517218711,17.0154503443742,1.17831993634791,1.1816284961371,10597.1752093364,9.83050065836036,0.124933037547575,30115685.7143617,"G0800010008706",0.744962216624685,0.026448362720403,0,0.217254408060453,0,0.00314861460957179
"41","G0800010008709","08",2533,10.0101954091209,0.0431798008102245,23857307.4813922,47941529.6295783,46230.9832493523,1.84923932997409,4.34571242543911,0.0277385899496114,0.508540815742875,0.351355472695077,5609.15896666066,52076837.5701597,569.133325721402,1.05289665258459,10.2443998629852,20.4887997259705,1.41884938102346,0.159357331201993,7238.6804222522,62473378.9473155,449.448769405147,2.24724384702574,8.09007784929265,16.1801556985853,1.12047578212703,1.12362192351287,10076.956024202,9.75091238735034,0.124933037547575,27811730.3041882,"G0800010008709",0.698776154757205,0.0173707066719305,0,0.267272009474931,0,0.0114488748519542
"42","G0800010008801","08",1509,10.094021033873,0.0431798008102245,25943372.6687538,61362775.8940736,59173.3615179109,2.36693446071644,5.56229598268363,0.0355040169107466,0.65090697669702,0.449717547536123,7179.44477960662,54899971.5433959,599.986574538217,1.1099751628957,10.7997583416879,21.5995166833758,1.49576653032377,0.167996240870701,7631.09604453203,66860756.9422469,481.01263987228,2.4050631993614,8.65822751770104,17.3164550354021,1.19916451120159,1.2025315996807,10784.6400947844,9.86906050569689,0.124933037547575,31299621.4565772,"G0800010008801",0.80053015241882,0.0205434062292909,0,0.178926441351889,0,0
"43","G0800010008802","08",1172,10.156704738142,0.0431798008102245,27621650.200539,63646677.0554562,61375.7734382413,2.45503093752965,5.76932270319468,0.0368254640629448,0.675133507820654,0.466455878130634,7446.66121548838,54904587.8143678,600.037024484359,1.11006849529606,10.8006664407185,21.6013328814369,1.49589230203951,0.168010366855621,7631.73770619713,55327147.4265086,398.037031845386,1.99018515922693,7.16466657321694,14.3293331464339,0.992306320390547,0.995092579613464,8924.26887989584,9.73105811689431,0.124933037547575,27264994.1721969,"G0800010008802",0.881399317406143,0,0,0.110921501706485,0,0.00767918088737201
"44","G0800010008901","08",730,10.1810013642425,0.0431798008102245,28300982.4296962,66551510.2375833,64176.9626206204,2.56707850482482,6.03263448633832,0.0385061775723722,0.705946588826824,0.487744915916715,7786.52669779725,56833098.195052,621.113179985705,1.14905938297355,11.1800372397427,22.3600744794854,1.54843515770436,0.173911690395997,7899.80064911222,68617831.8529101,493.653466567699,2.46826733283849,8.88576239821857,17.7715247964371,1.23067809215327,1.23413366641925,11068.0562778744,9.8960547665811,0.124933037547575,32156038.7754132,"G0800010008901",0.772602739726027,0,0,0.202739726027397,0.010958904109589,0
