"","GISJOIN","state_code","TOTALHH","response","SE","BTUelec","response","SE","BTUng","response","SE","BTUlpg","response","SE","BTUfo","response","SE","BTUwd"
"1303","G3200030003319","32",1971,10.6308878471813,0.0431798008102245,44379737.462511,11.0037605163955,0.0632810440206887,63494218.0980189,8.34964847253159,0.616218878489942,4228693.97973766,6.84409647410851,0.203908437872553,938325.096869806,8.01755282164304,0.295740613754592,3033744.12849268
"1304","G3200030003320","32",1811,10.4668296894443,0.0431798008102245,37664757.5436822,10.8005362889259,0.0632810440206887,51817328.5185603,8.24689945060342,0.616218878489942,3815776.4577703,6.57978787699058,0.203908437872553,720386.502487842,8.02478588536026,0.295740613754592,3055766.94327281
"1305","G3200030003408","32",1735,10.5777499412728,0.0431798008102245,42083052.0669422,10.8242478261565,0.0632810440206887,53060679.6620946,8.32154767920594,0.616218878489942,4111518.39816075,6.56662804489263,0.203908437872553,710968.44302889,7.92472003690844,0.295740613754592,2764790.20792159
"1306","G3200030003409","32",2331,10.3269975406334,0.0431798008102245,32749663.7635852,10.5222384519522,0.0632810440206887,39229412.4768471,8.25106748881847,0.616218878489942,3831713.95083359,6.71397325845382,0.203908437872553,823837.464352894,7.98872973553787,0.295740613754592,2947550.411896
"1307","G3200030003410","32",2082,10.5345667028831,0.0431798008102245,40304448.9047132,10.983662566979,0.0632810440206887,62230852.5680977,8.36326633246203,0.616218878489942,4286673.62538347,6.96418306718209,0.203908437872553,1058050.20833145,7.89106037329368,0.295740613754592,2673277.0899356
"1308","G3200030003411","32",1661,10.2334687819173,0.0431798008102245,29825506.0918273,10.2984812090839,0.0632810440206887,31364276.0827716,8.20950498953853,0.616218878489942,3675722.49476252,5.62445522830929,0.203908437872553,277121.275568345,7.77052627750724,0.295740613754592,2369718.0895739
"1309","G3200030003412","32",1709,10.3200635105276,0.0431798008102245,32523362.1070731,10.6150915866755,0.0632810440206887,43046456.5963598,8.50487780577552,0.616218878489942,4938800.69183672,6.63688149351409,0.203908437872553,762712.755763752,8.03783369792827,0.295740613754592,3095899.26776371
"1310","G3200030003413","32",1979,10.3416897329192,0.0431798008102245,33234380.1750274,10.2081388806685,0.0632810440206887,28654978.9227604,8.24615195086153,0.616218878489942,3812925.2316312,5.88238597984568,0.203908437872553,358663.986644764,7.84958912448527,0.295740613754592,2564680.33596901
"1311","G3200030003414","32",737,10.7459883372365,0.0431798008102245,49793452.1209545,10.7335524046763,0.0632810440206887,48460097.9411968,8.57280939246497,0.616218878489942,5285959.28368851,6.57518983638826,0.203908437872553,717081.739639353,8.02919732517956,0.295740613754592,3069277.05285278
"1312","G3200030003415","32",2683,10.2109566904481,0.0431798008102245,29161572.872809,10.2132710298502,0.0632810440206887,28802418.5668996,8.15488193575287,0.616218878489942,3480328.39867964,5.69822813806948,0.203908437872553,298338.318066359,7.64665142660569,0.295740613754592,2093623.18756439
"1313","G3200030003416","32",975,10.4778679993642,0.0431798008102245,38082815.8945011,10.6279273454911,0.0632810440206887,43602551.8483513,8.70962641926828,0.616218878489942,6060977.80051895,6.80437095991843,0.203908437872553,901780.335501781,7.97237987250783,0.295740613754592,2899750.19470617
"1314","G3200030003418","32",1544,10.1584182197929,0.0431798008102245,27669019.9633466,9.86069157428105,0.0632810440206887,20244434.2933656,8.14744727440964,0.616218878489942,3454549.28390944,5.09556722227412,0.203908437872553,163296.443739938,7.96972876943288,0.295740613754592,2892072.83927527
"1315","G3200030003419","32",2419,10.197835863539,0.0431798008102245,28781448.1514683,10.2826167010513,0.0632810440206887,30870623.4049621,8.03927881380506,0.616218878489942,3100376.4351822,5.71272794908282,0.203908437872553,302695.681426601,7.60139241307786,0.295740613754592,2000980.14716523
"1316","G3200030003420","32",1394,10.2881332383787,0.0431798008102245,31501286.7124975,10.1371956754596,0.0632810440206887,26692536.8402763,8.13604354768604,0.616218878489942,3415378.31990505,5.78213780562957,0.203908437872553,324452.06498884,7.78613439203692,0.295740613754592,2406995.07589404
"1317","G3200030003421","32",1316,10.2820339721112,0.0431798008102245,31309736.7280685,10.4821054460907,0.0632810440206887,37686192.3940566,8.2103213852182,0.616218878489942,3678724.56399834,6.0135709066133,0.203908437872553,408941.006238343,7.57244434516352,0.295740613754592,1943886.00746053
"1318","G3200030003422","32",2059,10.2251589134467,0.0431798008102245,29578686.9965586,10.4203203231869,0.0632810440206887,35428219.1945143,8.12817807189585,0.616218878489942,3388620.11537162,6.32713619441765,0.203908437872553,559551.849401762,7.71654946656901,0.295740613754592,2245199.06487656
"1319","G3200030003423","32",2239,10.2871953548397,0.0431798008102245,31471756.0245693,10.3462666282651,0.0632810440206887,32899417.7500587,8.05785711193578,0.616218878489942,3158514.53417764,6.09283722073408,0.203908437872553,442675.599489396,7.69198651788713,0.295740613754592,2190722.15125604
"1320","G3200030003426","32",1169,10.4341164185914,0.0431798008102245,36452555.7730053,10.361782158482,0.0632810440206887,33413850.1863089,8.1996671126393,0.616218878489942,3639738.48270584,6.11159988013843,0.203908437872553,451059.779788261,8.00555553060753,0.295740613754592,2997564.8777104
"1321","G3200030003427","32",1487,10.2639076704661,0.0431798008102245,30747319.6653973,10.5133083721674,0.0632810440206887,38880650.2484854,8.1274019114414,0.616218878489942,3385991.0228737,6.10877279094589,0.203908437872553,449786.394394797,7.62715164311969,0.295740613754592,2053193.45529898
"1322","G3200030003428","32",631,10.3218075559062,0.0431798008102245,32580133.8182818,10.5058308055627,0.0632810440206887,38591001.8787214,8.33252177984584,0.616218878489942,4156887.0998791,6.37484183544332,0.203908437872553,586892.59799288,7.78480750870254,0.295740613754592,2403803.39220613
"1323","G3200030003429","32",1989,10.2930110162102,0.0431798008102245,31655318.3511393,10.1492644957254,0.0632810440206887,27016636.0836775,8.10954378542258,0.616218878489942,3326060.28652382,5.76334024688251,0.203908437872553,318410.12302419,7.70680470965989,0.295740613754592,2223426.40272132
"1324","G3200030003430","32",1079,10.2483267640671,0.0431798008102245,30271961.4284122,10.4916583898817,0.0632810440206887,38047931.5576596,8.15317663694992,0.616218878489942,3474398.45642626,6.28889085683494,0.203908437872553,538555.662365021,7.56323288488934,0.295740613754592,1926062.19641947
"1325","G3200030003431","32",1039,10.2535956461053,0.0431798008102245,30431881.7529412,10.3468714810953,0.0632810440206887,32919323.0752879,8.06141196073389,0.616218878489942,3169762.55643742,5.73426994450717,0.203908437872553,309287.091577002,7.59182846182261,0.295740613754592,1981934.09351637
"1326","G3200030003500","32",915,10.5123690744325,0.0431798008102245,39419642.3574558,10.6447403623041,0.0632810440206887,44341839.7002837,8.13794797236021,0.616218878489942,3421888.84808665,6.38626799133994,0.203908437872553,593636.982127317,7.89579526100848,0.295740613754592,2685964.7704544
"1327","G3200030003607","32",2493,10.5263332745586,0.0431798008102245,39973967.4779907,10.9696089129006,0.0632810440206887,61362398.4635252,8.28253487023681,0.616218878489942,3954205.08548417,6.88313889865145,0.203908437872553,975684.131868715,7.84572308348344,0.295740613754592,2554784.31816457
"1328","G3200030003609","32",1796,10.4352564943773,0.0431798008102245,36494138.1482021,10.7001800918193,0.0632810440206887,46869559.9709345,8.28800974760112,0.616218878489942,3975913.24392933,6.51373978265597,0.203908437872553,674343.606311007,7.8253372212115,0.295740613754592,2503230.11081552
"1329","G3200030003610","32",1805,10.4882073906858,0.0431798008102245,38478611.6482801,11.0051563981897,0.0632810440206887,63582910.4086934,8.31926744351355,0.616218878489942,4102153.84790779,7.05577095418915,0.203908437872553,1159531.07211012,7.71578340405519,0.295740613754592,2243479.76066824
"1330","G3200030003612","32",2757,10.4342398522964,0.0431798008102245,36457055.5247256,10.6618332111971,0.0632810440206887,45106282.7084331,8.22105720139442,0.616218878489942,3718431.4361442,6.50240194122333,0.203908437872553,666741.184397261,7.71835503012988,0.295740613754592,2249256.57644021
"1331","G3200030003613","32",2102,10.4628219833959,0.0431798008102245,37514110.3435467,10.8765097782104,0.0632810440206887,55907475.9975042,8.27265711887869,0.616218878489942,3915338.70307704,6.78543473999741,0.203908437872553,884864.689410784,7.78008537952635,0.295740613754592,2392479.08054814
"1332","G3200030003615","32",917,10.3746271837548,0.0431798008102245,34347263.0914518,10.5452608049554,0.0632810440206887,40143042.4611806,8.21593586804833,0.616218878489942,3699436.78970927,6.0714316867313,0.203908437872553,433300.588415489,7.68526190059719,0.295740613754592,2176039.80510814
"1333","G3200030003616","32",1534,10.3937612343526,0.0431798008102245,35010793.1262391,10.5583099383126,0.0632810440206887,40670307.0668375,8.16603693168451,0.616218878489942,3519368.7906864,6.4360247615303,0.203908437872553,623921.626254629,7.7512221658643,0.295740613754592,2324411.49572831
"1334","G3200030003617","32",479,10.5865305097987,0.0431798008102245,42454192.2156266,10.8175234926288,0.0632810440206887,52705078.8838776,8.2654913709982,0.616218878489942,3887382.65568144,6.85255524532259,0.203908437872553,946295.838000446,7.88311068375584,0.295740613754592,2652109.61592296
"1335","G3200030003618","32",3146,10.501406429599,0.0431798008102245,38989858.9047601,10.6416566517529,0.0632810440206887,44205312.9140768,8.12061687186509,0.616218878489942,3363094.7038332,6.60325303491759,0.203908437872553,737490.373256744,8.12805455542746,0.295740613754592,3388201.59083013
"1336","G3200030003625","32",2423,10.5874792099675,0.0431798008102245,42494487.6260563,10.935372757015,0.0632810440206887,59297140.7886393,8.13536738544986,0.616218878489942,3413069.75063452,6.82806119940486,0.203908437872553,923398.789729931,8.07967035140332,0.295740613754592,3228168.89987806
"1337","G3200030003626","32",1132,10.6366628096546,0.0431798008102245,44636770.2439216,11.072524034643,0.0632810440206887,68013918.3892263,8.20643504010712,0.616218878489942,3664455.51595617,7.44444852856354,0.203908437872553,1710341.82736521,8.16712311444019,0.295740613754592,3523193.54519288
"1338","G3200030003627","32",1666,10.4461955715893,0.0431798008102245,36895541.8333751,10.7352531403094,0.0632810440206887,48542585.8817569,8.03656825838532,0.616218878489942,3091984.07215343,6.61580432268743,0.203908437872553,746805.161167465,7.99976723007117,0.295740613754592,2980264.19041387
"1339","G3200030003628","32",3020,10.5842200062317,0.0431798008102245,42356214.88515,10.9724571364457,0.0632810440206887,61537421.425551,8.16241512810578,0.616218878489942,3506645.38295545,7.1048155894619,0.203908437872553,1217817.48564796,8.12174246348568,0.295740613754592,3366882.306298
"1340","G3200030003629","32",2315,10.4632253830959,0.0431798008102245,37529246.5771751,10.7612613999223,0.0632810440206887,49821655.1411218,8.0823269066349,0.616218878489942,3236756.11000627,6.6640824457345,0.203908437872553,783744.007303761,8.10153630224167,0.295740613754592,3299533.26380699
"1341","G3200030003630","32",2029,10.5330574331594,0.0431798008102245,40243664.5018204,11.0105644835568,0.0632810440206887,63927703.711518,8.3313383361437,0.616218878489942,4151970.56781351,7.05416356898581,0.203908437872553,1157668.75615252,7.88800670303648,0.295740613754592,2665126.23454297
"1342","G3200030003631","32",1197,10.6036039702325,0.0431798008102245,43185255.3162903,10.99745583117,0.0632810440206887,63095166.3090624,8.18082346680181,0.616218878489942,3571794.70450472,7.30706480084189,0.203908437872553,1490794.98083785,8.20227571402679,0.295740613754592,3649245.50418552
"1343","G3200030003632","32",993,10.5553243312438,0.0431798008102245,41149817.2431811,11.0443853872827,0.0632810440206887,66126774.0839693,8.28671301246127,0.616218878489942,3970760.87886136,7.22131902499419,0.203908437872553,1368292.68318367,7.99511000134983,0.295740613754592,2966416.68894896
"1344","G3200030003633","32",1170,10.5004494659423,0.0431798008102245,38952564.8741683,11.0165031517319,0.0632810440206887,64308478.6600007,8.2638225774141,0.616218878489942,3880900.82636853,7.08242796059601,0.203908437872553,1190856.36362976,7.85906517650895,0.295740613754592,2589098.89329362
"1345","G3200030003634","32",1356,10.4990947436046,0.0431798008102245,38899830.6925748,11.0691805377059,0.0632810440206887,67786893.8009116,8.22239645569456,0.616218878489942,3723414.69761719,7.27381451184457,0.203908437872553,1442040.65632067,7.79863540725307,0.295740613754592,2437273.82117322
"1346","G3200030003635","32",1833,10.555190134277,0.0431798008102245,41144295.433036,11.041248900105,0.0632810440206887,65919693.2279414,8.39384391027853,0.616218878489942,4419774.29937674,7.0486765326326,0.203908437872553,1151333.98106684,7.83875784322373,0.295740613754592,2537051.46007713
"1347","G3200030003636","32",835,10.6364576534578,0.0431798008102245,44627613.6732,11.1314641227683,0.0632810440206887,72143158.2916745,8.48671170367032,0.616218878489942,4849891.94193692,6.92919960306125,0.203908437872553,1021675.90600694,7.94430261711342,0.295740613754592,2819465.52862643
"1348","G3200030003638","32",1023,10.5606225671656,0.0431798008102245,41368417.2689606,11.0001668326683,0.0632810440206887,63266449.4690096,8.15821816224619,0.616218878489942,3491958.95278241,7.09456269062877,0.203908437872553,1205395.11763341,7.95673799417073,0.295740613754592,2854745.55112958
"1349","G3200030003639","32",1322,10.5370768540049,0.0431798008102245,40405746.2449726,10.9272508108401,0.0632810440206887,58817483.1164799,8.28474009367096,0.616218878489942,3962934.61294374,6.89537532503468,0.203908437872553,987696.362426718,7.70869069152512,0.295740613754592,2227623.70136596
"1350","G3200030003640","32",1435,10.4085545830451,0.0431798008102245,35532569.8942185,10.8137751751483,0.0632810440206887,52507893.3033356,8.21541687115047,0.616218878489942,3697517.29164141,6.61214491553946,0.203908437872553,744077.291260005,7.73406208596944,0.295740613754592,2284864.69234131
"1351","G3200030003641","32",1844,10.4962659288747,0.0431798008102245,38789945.7738368,10.7860691645088,0.0632810440206887,51073077.3478523,8.16330693426388,0.616218878489942,3509774.02576638,6.6297765418156,0.203908437872553,757312.923961727,7.85905588781208,0.295740613754592,2589074.84405055
"1352","G3200030003642","32",1131,10.5714592364412,0.0431798008102245,41819150.9402991,11.0534864891531,0.0632810440206887,66731347.5606019,8.20543534249825,0.616218878489942,3660793.99904887,7.31377997332275,0.203908437872553,1500839.61424505,7.93611873380531,0.295740613754592,2796485.51289138
"1353","G3200030003643","32",1747,10.3680209455301,0.0431798008102245,34121104.7395828,10.7677521797539,0.0632810440206887,50146088.3085837,8.2351428431689,0.616218878489942,3771178.54565534,6.42643685527735,0.203908437872553,617968.110675335,7.71094925943234,0.295740613754592,2232660.62674508
"1354","G3200030003644","32",1706,10.3852779271634,0.0431798008102245,34715042.0604609,10.7835892667387,0.0632810440206887,50946578.2544652,8.22251812455117,0.616218878489942,3723867.74878669,6.66386799850412,0.203908437872553,783575.953592036,7.72393998166141,0.295740613754592,2261853.70984756
"1355","G3200030003700","32",946,10.5896294310798,0.0431798008102245,42585958.4765396,10.6901083241969,0.0632810440206887,46399869.9292761,8.15958207410445,0.616218878489942,3496724.92645181,6.45399906067948,0.203908437872553,635237.573665452,7.83342817681953,0.295740613754592,2523565.79112506
"1356","G3200030003800","32",1382,10.144273712684,0.0431798008102245,27280410.1399646,10.1198814081103,0.0632810440206887,26234353.1251437,7.91941409233805,0.616218878489942,2750159.23422286,5.66855119384647,0.203908437872553,289614.63482356,7.5757539792482,0.295740613754592,1950330.21695294
"1357","G3200030004000","32",817,10.3654488759911,0.0431798008102245,34033455.6535378,10.4343980685716,0.0632810440206887,35930495.8097252,8.09746263510886,0.616218878489942,3286119.40394661,6.18101464038171,0.203908437872553,483482.268198776,7.57738831090064,0.295740613754592,1953520.30948374
"1358","G3200030004100","32",1461,10.4847042657614,0.0431798008102245,38344052.0918339,10.8300568564459,0.0632810440206887,53369807.7553688,8.09464253212749,0.616218878489942,3276865.26376572,7.08663388507357,0.203908437872553,1195875.56334724,7.74056294955365,0.295740613754592,2299766.67139982
"1359","G3200030004200","32",1314,10.4307715541832,0.0431798008102245,36330830.6071889,10.4555884250087,0.0632810440206887,36700000.0635349,7.99890167758457,0.616218878489942,2977685.73138992,6.36568354128406,0.203908437872553,581542.200593901,7.56974264994735,0.295740613754592,1938641.3079134
"1360","G3200030004302","32",1024,10.2241208839321,0.0431798008102245,29547999.3765381,10.1317816313272,0.0632810440206887,26548412.7669092,8.00806323612527,0.616218878489942,3005091.32080123,5.66213378843842,0.203908437872553,287762.011176358,7.9471197818319,0.295740613754592,2827419.62617954
"1361","G3200030004401","32",761,10.2853875394511,0.0431798008102245,31414912.296685,10.4115469612338,0.0632810440206887,35118754.1137578,7.93948808824929,0.616218878489942,2805923.75524467,6.19311829306911,0.203908437872553,489369.727660731,7.52656824190923,0.295740613754592,1856722.73449454
"1362","G3200030004402","32",935,10.307817116309,0.0431798008102245,32127497.1003087,10.3571072581614,0.0632810440206887,33258008.3237712,7.9733301722164,0.616218878489942,2902507.136224,5.95110840796666,0.203908437872553,384178.930140059,7.63148047132442,0.295740613754592,2062100.64196936
"1363","G3200030004500","32",1159,10.4468914469429,0.0431798008102245,36921225.466861,10.6621962706816,0.0632810440206887,45122661.9453218,8.04510968132349,0.616218878489942,3118507.12689492,6.63718175959636,0.203908437872553,762941.806921255,7.68545028059256,0.295740613754592,2176449.76608957
"1364","G3200030004601","32",1251,10.2850061313046,0.0431798008102245,31402932.6779227,10.2358288954254,0.0632810440206887,29459523.2283427,7.99063742862081,0.616218878489942,2953178.80034029,5.79883594011789,0.203908437872553,329915.295139871,7.64433954281256,0.295740613754592,2088788.56474455
"1365","G3200030004602","32",748,10.265599890186,0.0431798008102245,30799394.9350428,10.3426142832621,0.0632810440206887,32779476.8920665,8.00373538428203,0.616218878489942,2992113.83336687,6.27647659794874,0.203908437872553,531911.22118739,7.75641525844198,0.295740613754592,2336513.77674907
"1366","G3200030004703","32",1715,10.3417634255349,0.0431798008102245,33236829.3936746,10.4165867327129,0.0632810440206887,35296191.3551308,8.26215320195964,0.616218878489942,3874427.55045507,6.30830907878778,0.203908437872553,549115.652045648,7.71285648244683,0.295740613754592,2236922.87170979
"1367","G3200030004707","32",815,10.3413242850507,0.0431798008102245,33222236.9606225,10.2750827842953,0.0632810440206887,30638920.6087635,8.09552032809217,0.616218878489942,3279742.94569507,6.04385707899177,0.203908437872553,421515.72289651,7.55392702268072,0.295740613754592,1908221.66651843
"1368","G3200030004709","32",1540,10.2384454451169,0.0431798008102245,29974307.5506574,10.3948142885854,0.0632810440206887,34536012.5060141,8.11535579159969,0.616218878489942,3345447.65463167,5.95276980169928,0.203908437872553,384817.733111489,7.45416673889942,0.295740613754592,1727044.31668859
"1369","G3200030004710","32",2070,10.1886507594214,0.0431798008102245,28518297.9346893,10.2714809444432,0.0632810440206887,30528762.6282834,7.97272561857293,0.616218878489942,2900752.9452643,5.85914559919158,0.203908437872553,350424.613005721,7.56142160986801,0.295740613754592,1922576.72559958
"1370","G3200030004712","32",1879,10.1065453583511,0.0431798008102245,26270339.1291861,10.0149403455998,0.0632810440206887,23620823.5637723,8.13703198199727,0.616218878489942,3418755.86598853,5.67896771850236,0.203908437872553,292647.179676805,7.70138935410404,0.295740613754592,2211418.3016127
"1371","G3200030004713","32",1468,10.1552861650751,0.0431798008102245,27582494.6505739,9.95366253037217,0.0632810440206887,22216846.7156753,8.09760387396949,0.616218878489942,3286583.56448511,5.13424544714843,0.203908437872553,169736.196611707,7.45750546313346,0.295740613754592,1732820.07787365
"1372","G3200030004714","32",1443,10.485525288051,0.0431798008102245,38375546.3402458,10.7772874052671,0.0632810440206887,50626529.4865387,8.07257516630119,0.616218878489942,3205345.50783529,6.80448985488756,0.203908437872553,901887.559020977,7.54281214084824,0.295740613754592,1887129.44410977
"1373","G3200030004715","32",2054,10.2326191588755,0.0431798008102245,29800176.4164773,10.5341999845215,0.0632810440206887,39701474.0332379,7.94221965315254,0.616218878489942,2813598.7957591,6.33249698962059,0.203908437872553,562559.546894012,7.73892382627684,0.295740613754592,2296000.15805065
"1374","G3200030004716","32",909,10.4038092988374,0.0431798008102245,35364357.175667,10.8249426902062,0.0632810440206887,53097562.4336177,8.34452201888297,0.616218878489942,4207071.24737865,7.03296915447101,0.203908437872553,1133390.83166469,7.76575847560879,0.295740613754592,2358446.63455179
"1375","G3200030004717","32",803,10.4122772444404,0.0431798008102245,35665092.1351113,10.655801359919,0.0632810440206887,44835027.2282157,8.07094758446338,0.616218878489942,3200132.78891685,7.0808809816979,0.203908437872553,1189015.55817525,7.73280756161792,0.295740613754592,2282000.07118903
"1376","G3200030004907","32",1033,10.6425690667077,0.0431798008102245,44901186.5697422,10.9277243729755,0.0632810440206887,58845343.4456613,8.47119489591384,0.616218878489942,4775217.95029419,7.35667755859625,0.203908437872553,1566622.89393191,8.01599024970546,0.295740613754592,3029007.38676533
"1377","G3200030004910","32",924,10.459511002541,0.0431798008102245,37390107.2416428,10.7399282940914,0.0632810440206887,48770061.2625944,8.41159814739318,0.616218878489942,4498944.74610477,7.12716893527643,0.203908437872553,1245346.31549764,7.62471789643547,0.295740613754592,2048202.57826376
"1378","G3200030004911","32",1541,10.2334103878556,0.0431798008102245,29823764.5102337,10.1940659107489,0.0632810440206887,28254542.5397161,8.16403819250341,0.616218878489942,3512341.51557621,6.06150648608677,0.203908437872553,429021.264838118,7.55463620742131,0.295740613754592,1909575.42818281
"1379","G3200030004912","32",1841,10.3006075353554,0.0431798008102245,31896704.2686073,10.472497920141,0.0632810440206887,37325855.0695113,8.29971545383583,0.616218878489942,4022727.57925155,6.46848614416397,0.203908437872553,644507.296931564,7.61897699344035,0.295740613754592,2036477.73374734
"1380","G3200030004914","32",732,10.4890276760753,0.0431798008102245,38510188.0402777,10.7925364070782,0.0632810440206887,51404449.705561,8.2940065761524,0.616218878489942,3999827.74791045,7.05178808945278,0.203908437872553,1154922.0014377,7.85726165442723,0.295740613754592,2584433.60450806
"1381","G3200030004915","32",874,10.5022334727987,0.0431798008102245,39022118.5406414,10.7774381495241,0.0632810440206887,50634161.720357,8.37878308040116,0.616218878489942,4353707.5891129,7.06948390880013,0.203908437872553,1175541.1912056,7.86473870118917,0.295740613754592,2603829.95878138
"1382","G3200030004916","32",722,10.3421546541899,0.0431798008102245,33249835.1376809,10.6102474243002,0.0632810440206887,42838436.8184983,8.28432582388542,0.616218878489942,3961293.22888291,6.54508603580825,0.203908437872553,695816.541512929,7.72254507137649,0.295740613754592,2258700.82635075
"1383","G3200030004917","32",1025,10.4230047633299,0.0431798008102245,36049749.6059803,10.8118691330769,0.0632810440206887,52407906.3695439,8.37296890782317,0.616218878489942,4328467.82710339,7.31243577905049,0.203908437872553,1498823.54952689,7.99426652689942,0.295740613754592,2963915.64719324
"1384","G3200030004918","32",1212,10.4848097187402,0.0431798008102245,38348095.7995546,11.0072109180523,0.0632810440206887,63713677.0463744,8.41240223992413,0.616218878489942,4502563.76879182,7.31079852225606,0.203908437872553,1496371.59827143,7.84872169320167,0.295740613754592,2562456.61661446
"1385","G3200030004919","32",1319,10.4746936391356,0.0431798008102245,37962118.9874127,10.8495632297153,0.0632810440206887,54421079.0582553,8.42887289305606,0.616218878489942,4577338.03492808,7.28704387407009,0.203908437872553,1461244.68293565,7.85973474171576,0.295740613754592,2590833.04432838
"1386","G3200030004920","32",1583,10.3152543071441,0.0431798008102245,32367326.1490523,10.4613688038646,0.0632810440206887,36912754.275495,8.13239121292964,0.616218878489942,3402926.96705668,6.34389402454503,0.203908437872553,569007.733000788,7.59124477291614,0.295740613754592,1980777.59812222
"1387","G3200030004921","32",2109,10.255994734638,0.0431798008102245,30504978.1788243,10.4670850560087,0.0632810440206887,37124361.1090783,8.18347273867327,0.616218878489942,3581269.90539568,6.38287883862779,0.203908437872553,591628.46125384,7.64668279919663,0.295740613754592,2093688.87097856
"1388","G3200030004923","32",1374,10.4281659429633,0.0431798008102245,36236289.8091028,10.5898751623805,0.0632810440206887,41974550.5005247,8.28454582858675,0.616218878489942,3962164.82789104,6.63970344837809,0.203908437872553,764868.136497938,7.62557794635962,0.295740613754592,2049964.89246632
"1389","G3200030004924","32",1281,10.4504422152488,0.0431798008102245,37052557.2103731,10.4896072506282,0.0632810440206887,37969969.9341333,8.15773282506656,0.616218878489942,3490264.5864756,6.39538264815157,0.203908437872553,599072.513360419,7.6179259003701,0.295740613754592,2034338.33066651
"1390","G3200030004925","32",2019,10.4575652001524,0.0431798008102245,37317424.2179942,10.7034861670692,0.0632810440206887,47024770.6909109,8.25431874881303,0.616218878489942,3844192.1230116,6.58474062471583,0.203908437872553,723963.245139988,7.52953541266575,0.295740613754592,1862240.12937369
"1391","G3200030004926","32",1048,10.5515734850779,0.0431798008102245,40995759.7126118,10.7950228552398,0.0632810440206887,51532423.2388743,8.2075793314108,0.616218878489942,3668651.12057493,7.1724475969515,0.203908437872553,1303029.99517938,7.72381705527248,0.295740613754592,2261575.68542734
"1392","G3200030005005","32",1911,10.3280549970554,0.0431798008102245,32784313.4228745,10.3500164370077,0.0632810440206887,33023015.8641828,8.23714989287625,0.616218878489942,3778755.08915812,6.55412375324137,0.203908437872553,702133.637867848,8.01349131227725,0.295740613754592,3021447.53656661
"1393","G3200030005006","32",1687,10.3050350707275,0.0431798008102245,32038241.1535809,10.3169961512296,0.0632810440206887,31950393.0573596,8.27435577766221,0.616218878489942,3921995.17949596,5.85886877530442,0.203908437872553,350327.62052773,7.74319874068089,0.295740613754592,2305836.37170406
"1394","G3200030005007","32",1092,10.4334099087372,0.0431798008102245,36426810.7787583,10.6270065627835,0.0632810440206887,43562421.8509391,8.28982655174345,0.616218878489942,3983143.26535816,6.71224457638673,0.203908437872553,822414.541546985,8.00614307240314,0.295740613754592,2999326.5898502
"1395","G3200030005010","32",1993,10.1730759870226,0.0431798008102245,28077572.9398792,10.0147931841723,0.0632810440206887,23617347.7454168,8.06939689181154,0.616218878489942,3195174.21212412,5.71373635307391,0.203908437872553,303001.074913961,7.66351087607459,0.295740613754592,2129219.74794461
"1396","G3200030005011","32",1136,10.3945657619997,0.0431798008102245,35038971.6109199,10.4413423885458,0.0632810440206887,36180877.026915,8.14815430120167,0.616218878489942,3456992.60645302,6.40989761560476,0.203908437872553,607831.445420602,7.66741541343067,0.295740613754592,2137549.61755061
"1397","G3200030005012","32",927,10.4640040279279,0.0431798008102245,37558479.910789,10.9092953814132,0.0632810440206887,57770814.759343,8.33212588449051,0.616218878489942,4155241.73330163,7.18337308169623,0.203908437872553,1317344.28239033,7.80847369277699,0.295740613754592,2461370.75883707
"1398","G3200030005013","32",1364,10.5448723871794,0.0431798008102245,40721961.5121951,10.791330625678,0.0632810440206887,51342504.5298954,8.12933919967939,0.616218878489942,3392557.02151866,7.25302622068965,0.203908437872553,1412372.53845883,7.84196197196625,0.295740613754592,2545193.53674669
"1399","G3200030005014","32",1985,10.2248193779719,0.0431798008102245,29568645.687814,10.1518439733057,0.0632810440206887,27086414.8484409,8.14081994073775,0.616218878489942,3431730.53038531,5.75852478164072,0.203908437872553,316880.515984698,7.55234973798267,0.295740613754592,1905214.23009856
"1400","G3200030005015","32",1707,10.5987661011634,0.0431798008102245,42976835.2663159,10.8163846263039,0.0632810440206887,52645089.0110934,8.26302388621353,0.616218878489942,3877802.42252688,7.50029388361201,0.203908437872553,1808573.84657725,8.12280985798648,0.295740613754592,3370478.0166359
"1401","G3200030005016","32",1939,10.5371379678215,0.0431798008102245,40408215.6697951,10.7315371463635,0.0632810440206887,48362536.6645904,8.28384788982096,0.616218878489942,3959400.44425868,7.06391556769472,0.203908437872553,1169013.56775301,7.86984842815258,0.295740613754592,2617168.86900204
"1402","G3200030005017","32",2039,10.5252097046094,0.0431798008102245,39929079.1516923,10.5569326725589,0.0632810440206887,40614331.8009793,8.14450381108759,0.616218878489942,3444395.8951924,6.89024295316747,0.203908437872553,982640.123750379,7.91364446635573,0.295740613754592,2734337.53059589
"1403","G3200030005101","32",3334,10.293780937082,0.0431798008102245,31679699.8261418,10.3262857891434,0.0632810440206887,32248583.5364388,8.16835700653784,0.616218878489942,3527543.46898316,5.81690622424716,0.203908437872553,335931.148654701,7.62204009229876,0.295740613754592,2042725.22983302
