"","GISJOIN","state_code","TOTALHH","response","SE","BTUelec","response","SE","BTUng","response","SE","BTUlpg","response","SE","BTUfo","response","SE","BTUwd"
"635","G0800590009807","08",826,10.1438714589812,0.0431798008102245,27269438.7007706,10.6008245679087,0.0632810440206887,42436672.2380183,9.09410107429273,0.616218878489942,8902621.60133142,8.07334738357205,0.203908437872553,3207821.6869466,9.30067745694915,0.295740613754592,10945431.7558452
"636","G0800590009808","08",2584,10.1894386795383,0.0431798008102245,28540776.9299937,10.6889709515927,0.0632810440206887,46347125.9888224,9.20276542918369,0.616218878489942,9924536.74782246,8.30858823843189,0.203908437872553,4058579.19116071,9.18772127714676,0.295740613754592,9776347.99010254
"637","G0800590009815","08",1897,10.3420490548575,0.0431798008102245,33246324.1626685,11.1000500044875,0.0632810440206887,69912071.8657475,9.39388100468869,0.616218878489942,12014637.8315237,8.51444357623257,0.203908437872553,4986270.80772925,9.22112939483151,0.295740613754592,10108474.3424066
"638","G0800590009823","08",1748,10.284760972222,0.0431798008102245,31395234.9073834,10.9440583514942,0.0632810440206887,59814414.8718572,9.07599905413986,0.616218878489942,8742916.02352955,8.71334745571036,0.203908437872553,6083572.93237266,9.2834741980005,0.295740613754592,10758745.0728898
"639","G0800590009824","08",1780,10.2993959142329,0.0431798008102245,31858080.951117,10.9933702565193,0.0632810440206887,62837912.1703374,8.96857249606638,0.616218878489942,7852384.29154476,8.59999456221859,0.203908437872553,5431630.05526573,9.16487286083876,0.295740613754592,9555506.46821309
"640","G0800590009827","08",2452,10.200159017113,0.0431798008102245,28848389.6031343,10.8257541337726,0.0632810440206887,53140665.5945688,9.1297497820852,0.616218878489942,9225713.24162404,8.29045319114348,0.203908437872553,3985640.04207184,9.06965311723848,0.295740613754592,8687609.7009298
"641","G0800590009828","08",2191,10.2720607304335,0.0431798008102245,30999029.1132692,10.7724537799052,0.0632810440206887,50382410.2753355,9.25288881075384,0.616218878489942,10434665.9939615,8.5078028156018,0.203908437872553,4953267.88041,9.24351582582541,0.295740613754592,10337318.9557115
"642","G0800590009829","08",705,10.3020908092984,0.0431798008102245,31944050.9242663,10.9991789278813,0.0632810440206887,63203979.103186,9.41414878989871,0.616218878489942,12260632.3921177,8.63788127462196,0.203908437872553,5641364.65100083,9.26333088668919,0.295740613754592,10544196.43599
"643","G0800590009830","08",1031,9.99566740120308,0.0431798008102245,23513213.8787949,10.575225396,0.0632810440206887,41364115.4247626,8.78486858811288,0.616218878489942,6534614.19841513,8.40046176693741,0.203908437872553,4449120.73028652,9.19164325681715,0.295740613754592,9814765.91608765
"644","G0800590009831","08",1273,9.7181318855067,0.0431798008102245,17814754.8865852,9.96331471487482,0.0632810440206887,22432326.0695631,8.7360551652725,0.616218878489942,6223297.34642019,6.63022328219545,0.203908437872553,757651.321807402,8.68078010273501,0.295740613754592,5888638.54303917
"645","G0800590009832","08",967,10.2787804741151,0.0431798008102245,31208036.0934817,10.9832698326514,0.0632810440206887,62206417.1746814,8.98163972387084,0.616218878489942,7955666.52247344,8.47033857835943,0.203908437872553,4771130.59762292,9.17785646851991,0.295740613754592,9680380.31772405
"646","G0800590009833","08",2476,10.0771891595786,0.0431798008102245,25510351.5827561,10.6923233167697,0.0632810440206887,46502759.2039749,8.74305461503936,0.616218878489942,6267009.80670127,8.24570759688159,0.203908437872553,3811231.31950548,9.19659234933729,0.295740613754592,9863460.49827435
"647","G0800590009834","08",2047,9.96840518199298,0.0431798008102245,22880850.4680549,10.4857765496684,0.0632810440206887,37824796.5692617,8.75325554684531,0.616218878489942,6331266.32735447,8.05890257511548,0.203908437872553,3161818.37154491,9.19178737516415,0.295740613754592,9816180.50585938
"648","G0800590009835","08",1443,10.3336248313796,0.0431798008102245,32967426.0973104,10.9785573171179,0.0632810440206887,61913958.1176295,9.07719547040193,0.616218878489942,8753382.45029111,8.75319812753247,0.203908437872553,6330902.80082935,9.4819202558213,0.295740613754592,13120356.7812516
"649","G0800590009836","08",1512,10.4194812976312,0.0431798008102245,35922953.0626124,11.0314404317324,0.0632810440206887,65276282.5965219,9.12252013143184,0.616218878489942,9159255.08196631,8.61344062045381,0.203908437872553,5505157.2872371,9.4060450495017,0.295740613754592,12161676.9064305
"650","G0800590009837","08",1589,10.5735914614141,0.0431798008102245,41908413.9088288,11.1801551953501,0.0632810440206887,75742810.3590519,9.35586742342806,0.616218878489942,11566490.2319438,8.6353323330508,0.203908437872553,5627003.45282684,9.48954668960654,0.295740613754592,13220800.8416311
"651","G0800590009839","08",853,10.3196523641814,0.0431798008102245,32509992.9940955,11.0921998234188,0.0632810440206887,69365397.9945655,9.36120770778649,0.616218878489942,11628423.8030636,8.6646251457244,0.203908437872553,5794272.13547795,9.31468270917005,0.295740613754592,11099803.7744873
"652","G0800590009840","08",1587,10.2143933753913,0.0431798008102245,29261964.4194703,10.7294433738767,0.0632810440206887,48261382.4498364,9.16288656066398,0.616218878489942,9536545.20166283,8.34456930064018,0.203908437872553,4207270.16980259,9.34747872862518,0.295740613754592,11469868.3079713
"653","G0800590009841","08",905,10.3537549574827,0.0431798008102245,33637789.1513474,10.9659998112962,0.0632810440206887,61141334.4939023,9.17335511343136,0.616218878489942,9636903.41442315,8.59548008843744,0.203908437872553,5407164.37019106,9.37168272650678,0.295740613754592,11750871.9638325
"654","G0800590009843","08",3242,10.2939963195954,0.0431798008102245,31686523.8143703,10.9090893648274,0.0632810440206887,57758914.2392222,9.1362682991278,0.616218878489942,9286047.64239035,8.37662378403373,0.203908437872553,4344316.78654259,9.28563178994514,0.295740613754592,10781983.1146844
"655","G0800590009845","08",1759,10.3476715000578,0.0431798008102245,33433776.2741868,10.9642284188386,0.0632810440206887,61033125.0641072,9.53946171310812,0.616218878489942,13897464.7876777,8.53201195016932,0.203908437872553,5074645.50464765,9.40808127515699,0.295740613754592,12186466.0545434
"656","G0800590009847","08",1278,10.3037339468867,0.0431798008102245,31996582.5415827,10.9360403935816,0.0632810440206887,59336742.9465787,8.99486260368726,0.616218878489942,8061561.92290451,8.42668440566827,0.203908437872553,4567331.54190468,9.35135570480717,0.295740613754592,11514423.0271961
"657","G0800590009849","08",2309,10.1205834391437,0.0431798008102245,26641724.9453832,10.6876533419726,0.0632810440206887,46286098.7836031,8.80360704396275,0.616218878489942,6658217.22630494,7.94810366169854,0.203908437872553,2830202.83637201,9.08101405352299,0.295740613754592,8786871.86913871
"658","G0800590009851","08",1472,10.3657460975754,0.0431798008102245,34043572.6345668,11.0347723800028,0.0632810440206887,65494142.5408979,9.27012032346557,0.616218878489942,10616029.1670067,8.59224708753769,0.203908437872553,5389711.23112642,9.2586676155608,0.295740613754592,10495140.4587371
"659","G0800590009852","08",1431,10.3725088505796,0.0431798008102245,34274581.1540245,11.0376821185028,0.0632810440206887,65684990.8937175,9.24409995287022,0.616218878489942,10343359.0271972,8.70136076116934,0.203908437872553,6011086.30734008,9.42113480531455,0.295740613754592,12346585.2434161
"660","G0800590009900","08",1009,10.1326340698706,0.0431798008102245,26964716.7534652,10.6374408938516,0.0632810440206887,44019346.2874453,8.92961654680489,0.616218878489942,7552368.84098039,7.99811199578298,0.203908437872553,2975335.2353511,9.2451372173015,0.295740613754592,10354093.3918409
"661","G0800590010000","08",1293,9.92097462973236,0.0431798008102245,21820934.0024365,10.3130749944827,0.0632810440206887,31825355.8634847,8.71068067716155,0.616218878489942,6067371.00365636,7.54781537079664,0.203908437872553,1896594.84570636,8.98576171303088,0.295740613754592,7988527.37314748
"662","G0800590010100","08",2037,10.0172637785653,0.0431798008102245,24026537.1288687,10.613327802709,0.0632810440206887,42970598.8643934,8.69377705058737,0.616218878489942,5965672.38916402,7.84841387697051,0.203908437872553,2561667.97226121,9.01035700977451,0.295740613754592,8187443.75068458
"663","G0800590010205","08",972,10.3535992161798,0.0431798008102245,33632550.7661654,10.8607731642733,0.0632810440206887,55034567.9538876,9.23585643298349,0.616218878489942,10258443.8223225,8.56736886293105,0.203908437872553,5257278.95492159,9.45883253316044,0.295740613754592,12820907.7225659
"664","G0800590010206","08",1645,10.2135599531684,0.0431798008102245,29237587.0077875,10.7769095421601,0.0632810440206887,50607403.2026007,8.90605232534705,0.616218878489942,7376483.58722776,8.17843461353518,0.203908437872553,3563272.39438413,9.29104286376228,0.295740613754592,10840483.353028
"665","G0800590010208","08",2218,10.2817798271441,0.0431798008102245,31301780.5271151,10.9167248379433,0.0632810440206887,58201618.8548712,8.93326848052995,0.616218878489942,7580000.01435296,8.5163266305986,0.203908437872553,4995669.07268877,9.25337032695007,0.295740613754592,10439691.6645136
"666","G0800590010209","08",2594,10.0914131878077,0.0431798008102245,25875804.4884195,10.6277467129792,0.0632810440206887,43594676.5211786,8.94875363285902,0.616218878489942,7698290.98231939,8.38724939037889,0.203908437872553,4390723.90179785,9.15607466468661,0.295740613754592,9471804.00326289
"667","G0800590010210","08",1512,10.3127830308851,0.0431798008102245,32287436.2999733,10.9125064221492,0.0632810440206887,57956617.3490818,9.16359154385546,0.616218878489942,9543270.67612948,8.43223941358869,0.203908437872553,4592773.70507939,9.33491694529514,0.295740613754592,11326687.4934506
"668","G0800590010211","08",1396,10.1127546278169,0.0431798008102245,26433966.2204274,10.5114102935735,0.0632810440206887,38806921.7119458,9.05302365193236,0.616218878489942,8544333.99774555,7.93808190839941,0.203908437872553,2801980.89463503,9.25161848874148,0.295740613754592,10421419.023798
"669","G0800590010212","08",1670,10.1904541272551,0.0431798008102245,28569773.3164284,10.7674781760946,0.0632810440206887,50132349.979149,9.01636236075569,0.616218878489942,8236760.15699749,8.21026819938507,0.203908437872553,3678528.91317055,9.19332280493957,0.295740613754592,9831264.13865504
"670","G0800590010213","08",1861,10.2391405876725,0.0431798008102245,29995151.2112303,10.8630005947866,0.0632810440206887,55157290.2567929,8.93818841132517,0.616218878489942,7617384.98016284,8.35540812923016,0.203908437872553,4253120.08079736,9.19070310098912,0.295740613754592,9805542.84295321
"671","G0800590010303","08",2208,10.1933729900879,0.0431798008102245,28653286.3882124,10.7847122713782,0.0632810440206887,51003823.6356092,9.05444708377402,0.616218878489942,8556504.9350185,8.14949983026907,0.203908437872553,3461647.22124831,9.27999650885043,0.295740613754592,10721394.4863902
"672","G0800590010304","08",1127,10.291651249407,0.0431798008102245,31612303.7516402,10.935697890319,0.0632810440206887,59316423.3984792,9.16366640713502,0.616218878489942,9543985.14341333,8.12666718802562,0.203908437872553,3383504.1696701,9.34763052010691,0.295740613754592,11471609.4684202
"673","G0800590010305","08",1669,10.1228400480681,0.0431798008102245,26701912.7843235,10.5661972636546,0.0632810440206887,40992355.3908383,8.90055339364886,0.616218878489942,7336032.12964167,7.71889381288058,0.203908437872553,2250468.76360893,9.08763017717434,0.295740613754592,8845199.63903713
"674","G0800590010306","08",1132,10.234990068587,0.0431798008102245,29870913.7669476,10.8346380010408,0.0632810440206887,53614863.450903,8.96257847112029,0.616218878489942,7805457.6843415,8.29920945111428,0.203908437872553,4020692.58304864,9.28931657721486,0.295740613754592,10821785.7158313
"675","G0800590010307","08",2138,10.0003334661933,0.0431798008102245,23623184.428224,10.4604733939924,0.0632810440206887,36879717.024056,8.72275215407428,0.616218878489942,6141056.98717772,7.62284457498241,0.203908437872553,2044369.22810329,9.04403701315398,0.295740613754592,8467893.14212888
"676","G0800590010308","08",2489,10.17752514211,0.0431798008102245,28202772.7264741,10.7999960316295,0.0632810440206887,51789341.3895546,8.94611879514819,0.616218878489942,7678033.93366743,8.07064515168476,0.203908437872553,3199165.11020182,9.19118448871822,0.295740613754592,9810264.24727684
"677","G0800590010402","08",2534,9.85112546764182,0.0431798008102245,20348773.1433718,10.2984382438459,0.0632810440206887,31362928.538132,8.68649162809984,0.616218878489942,5922367.88273982,7.5183923446181,0.203908437872553,1841604.24793242,9.02756883519355,0.295740613754592,8329584.34364278
"678","G0800590010403","08",2524,9.91967065601727,0.0431798008102245,21792498.6215824,10.4409228024609,0.0632810440206887,36165699.2187981,8.58326704408907,0.616218878489942,5341528.05738743,7.73503290898961,0.203908437872553,2287083.96867058,8.98720419652554,0.295740613754592,8000059.00712617
"679","G0800590010405","08",1586,9.72975504750765,0.0431798008102245,18023026.7124737,9.99587539435195,0.0632810440206887,23174759.3215301,8.55920999356451,0.616218878489942,5214560.0088282,6.97266336617064,0.203908437872553,1067060.94330547,8.83367927584113,0.295740613754592,6861485.72899675
"680","G0800590010406","08",1081,10.0546573839606,0.0431798008102245,24941985.2616881,10.8096013776457,0.0632810440206887,52289192.7128822,8.66486436689628,0.616218878489942,5795658.41385533,8.45570027064873,0.203908437872553,4701798.01370059,8.90547175267857,0.295740613754592,7372202.24540279
"681","G0800590010502","08",2268,10.1608447461006,0.0431798008102245,27736241.0921296,10.7881181429253,0.0632810440206887,51177832.2646356,9.05218658548548,0.616218878489942,8537184.81503307,8.30272064084921,0.203908437872553,4034834.81106715,9.28195166665387,0.295740613754592,10742377.0098722
"682","G0800590010503","08",1987,10.1536668286732,0.0431798008102245,27537865.4575194,10.7870419954329,0.0632810440206887,51122786.9925069,9.0710138162481,0.616218878489942,8699438.96905739,8.25368498736056,0.203908437872553,3841756.59408185,9.30965858394441,0.295740613754592,11044176.8257329
"683","G0800590010504","08",1230,10.367484287044,0.0431798008102245,34102798.2717706,11.1177752102293,0.0632810440206887,71162325.4909134,9.1766455942556,0.616218878489942,9668665.68823161,8.78503241674311,0.203908437872553,6535684.84300702,9.54609096450974,0.295740613754592,13989900.6272874
"684","G0800590010603","08",1746,10.0346696618425,0.0431798008102245,24448401.0358798,10.6434856995629,0.0632810440206887,44286240.5325342,8.82734272912998,0.616218878489942,6818145.06425752,8.10773448307908,0.203908437872553,3320047.87862482,9.16690771647974,0.295740613754592,9574970.34082175
"685","G0800590010604","08",1064,10.0502033571231,0.0431798008102245,24831140.0270268,10.807579041601,0.0632810440206887,52183553.24896,8.86606605906314,0.616218878489942,7087344.86360272,8.2491169154701,0.203908437872553,3824247.19631611,9.08725851969973,0.295740613754592,8841912.86529167
"686","G0800590010701","08",2056,10.0471250696944,0.0431798008102245,24754820.1683369,10.490998373425,0.0632810440206887,38022827.5821186,9.06117617654409,0.616218878489942,8614276.60799238,7.97891042094288,0.203908437872553,2918749.12299068,9.18924364343329,0.295740613754592,9791242.50726684
"687","G0800590010702","08",2433,9.94111067785396,0.0431798008102245,22264774.9846947,10.4120433829082,0.0632810440206887,35136192.1524299,8.70669461032737,0.616218878489942,6043234.19475336,7.59545317312134,0.203908437872553,1989131.06801606,8.9317305870351,0.295740613754592,7568351.74083774
"688","G0800590010801","08",1111,10.3097614717838,0.0431798008102245,32190025.1438597,11.0235298072095,0.0632810440206887,64761943.4886236,9.14052466741522,0.616218878489942,9325656.71669601,8.38518030748637,0.203908437872553,4381648.52218095,9.50932781310607,0.295740613754592,13484926.8782205
"689","G0800590010901","08",2085,10.1807652457407,0.0431798008102245,28294300.8329796,10.8167495297379,0.0632810440206887,52664302.8902484,8.91302397137579,0.616218878489942,7428089.49979214,8.42563981575858,0.203908437872553,4562563.04445754,9.26222386911767,0.295740613754592,10532530.2837668
"690","G0800590010902","08",1107,9.90663462499799,0.0431798008102245,21510254.6014544,10.3938130961431,0.0632810440206887,34501452.6147434,8.57817010320893,0.616218878489942,5314371.87020007,7.47728359830148,0.203908437872553,1767433.1907008,9.04592174221556,0.295740613754592,8483867.87571771
"691","G0800590011000","08",2499,10.0781610874408,0.0431798008102245,25535157.8572345,10.6577210020276,0.0632810440206887,44921177.0964261,8.91055815361674,0.616218878489942,7409795.74858523,8.08287040975757,0.203908437872553,3238515.77520781,9.13328657264037,0.295740613754592,9258400.42687242
"692","G0800590011100","08",2801,9.93243099251065,0.0431798008102245,22072360.0023338,10.478343382365,0.0632810440206887,37544680.891239,8.73134261675453,0.616218878489942,6194038.75115646,7.98180802299034,0.203908437872553,2927218.76132018,9.07121542671752,0.295740613754592,8701193.04384561
"693","G0800590011202","08",1724,10.2097474607429,0.0431798008102245,29126331.1446062,10.9676470704898,0.0632810440206887,61242133.1171911,8.9699484188279,0.616218878489942,7863196.00215737,8.24704431569267,0.203908437872553,3816329.27060811,9.28448778798492,0.295740613754592,10769655.5575855
"694","G0800590011300","08",1439,10.101679580605,0.0431798008102245,26142823.9794433,10.699784958812,0.0632810440206887,46851043.9191429,8.96191076800736,0.616218878489942,7800247.6955043,8.177502095943,0.203908437872553,3559951.1290005,9.10307971198758,0.295740613754592,8982914.9382052
"695","G0800590011401","08",1116,9.85427461560258,0.0431798008102245,20412955.4475644,10.3621346044456,0.0632810440206887,33425628.8384822,8.75307689211436,0.616218878489942,6330135.31770526,7.80046079361778,0.203908437872553,2441726.85058657,8.86546367031448,0.295740613754592,7083076.81244102
"696","G0800590011402","08",1990,9.80138178590864,0.0431798008102245,19361313.788903,10.2457999095843,0.0632810440206887,29754733.8805201,8.73368125545397,0.616218878489942,6208541.32141194,7.36506459589815,0.203908437872553,1579817.47294976,8.89407213197312,0.295740613754592,7288639.13485029
"697","G0800590011550","08",2914,9.83676427644333,0.0431798008102245,20058628.9166497,10.3584567117558,0.0632810440206887,33302918.7581033,8.71579962222128,0.616218878489942,6098509.17177271,7.72369730089102,0.203908437872553,2261304.86804611,8.9462156043807,0.295740613754592,7678777.27422022
"698","G0800590011601","08",1363,10.018003387323,0.0431798008102245,24044313.9392801,10.6993297225117,0.0632810440206887,46829720.4772146,8.87142940718548,0.616218878489942,7125458.87937273,8.37370772317234,0.203908437872553,4331666.94720646,9.04434058620598,0.295740613754592,8470464.1565196
"699","G0800590011602","08",1599,10.0326073950115,0.0431798008102245,24398033.862481,10.7209909572681,0.0632810440206887,47855176.2695904,8.77921422187391,0.616218878489942,6497769.36177351,8.26771090440548,0.203908437872553,3896020.41370282,8.97769172351868,0.295740613754592,7924319.46804842
"700","G0800590011701","08",1984,10.1883590829823,0.0431798008102245,28509981.03208,10.7407242620957,0.0632810440206887,48808896.1245327,9.00072166117619,0.616218878489942,8108933.71918319,8.38140635307267,0.203908437872553,4365143.5445077,9.28261791084439,0.295740613754592,10749536.4408472
"701","G0800590011702","08",2300,10.2505532975899,0.0431798008102245,30339438.0569441,10.9460398033381,0.0632810440206887,59933051.7523143,9.14316750562637,0.616218878489942,9350335.51528264,8.66914276291252,0.203908437872553,5820507.65526764,9.36754457917405,0.295740613754592,11702345.5982315
"702","G0800590011708","08",1638,10.3067725339363,0.0431798008102245,32093954.805055,11.0475335527675,0.0632810440206887,66335280.1453509,9.08087488020884,0.616218878489942,8785649.05615318,8.62063144126506,0.203908437872553,5544886.55867031,9.36422797368796,0.295740613754592,11663597.8256762
"703","G0800590011710","08",1822,10.0670258162086,0.0431798008102245,25252394.1953221,10.5764615823703,0.0632810440206887,41415280.7989216,8.74650015301516,0.616218878489942,6288640.26987691,8.0821651693461,0.203908437872553,3236232.6481813,9.23246189655231,0.295740613754592,10223680.1976171
"704","G0800590011711","08",1846,10.0767510792449,0.0431798008102245,25499178.4469651,10.6597274850024,0.0632810440206887,45011401.1597292,8.73206921642785,0.616218878489942,6198540.97314802,7.98028232536753,0.203908437872553,2922756.11580409,9.25830270354136,0.295740613754592,10491311.3545235
"705","G0800590011720","08",2054,10.2694660497455,0.0431798008102245,30918700.7893242,11.029812114102,0.0632810440206887,65170078.5651412,9.16080460703376,0.616218878489942,9516711.21064948,8.57704267960025,0.203908437872553,5308383.69812586,9.3242904631039,0.295740613754592,11206961.908053
"706","G0800590011723","08",1646,9.86872682661649,0.0431798008102245,20710109.8843082,10.3298473974323,0.0632810440206887,32363645.1394159,8.54273431331269,0.616218878489942,5129350.45563371,7.55638979614235,0.203908437872553,1912926.97587492,9.06694746762888,0.295740613754592,8664135.84347083
"707","G0800590011724","08",2255,10.5284631603708,0.0431798008102245,40059198.1978108,11.2588808462777,0.0632810440206887,81946711.6477474,9.5131174687597,0.616218878489942,13536127.0618602,8.63220912641446,0.203908437872553,5609456.57382802,9.38310556081096,0.295740613754592,11885869.7882086
"708","G0800590011725","08",713,10.3382392923106,0.0431798008102245,33119904.5293515,11.0237914025053,0.0632810440206887,64778887.124473,8.96468747351371,0.616218878489942,7821936.78440216,8.80202645719995,0.203908437872553,6647701.64887365,9.40836543483404,0.295740613754592,12189929.448857
"709","G0800590011726","08",2204,10.3214264932126,0.0431798008102245,32567721.109893,10.9766963197106,0.0632810440206887,61798843.5492718,9.40641971849363,0.616218878489942,12166234.3633728,8.8011129591409,0.203908437872553,6641631.75915858,9.32328296554652,0.295740613754592,11195676.6072162
"710","G0800590011727","08",1527,10.2840274998336,0.0431798008102245,31372215.8124189,11.0108210531967,0.0632810440206887,63944107.7237364,9.08552742421051,0.616218878489942,8826619.91041613,8.90533948210664,0.203908437872553,7371227.18448277,9.43077203084173,0.295740613754592,12466147.2676235
"711","G0800590011728","08",1129,10.2883257749439,0.0431798008102245,31507352.4459579,10.930889173778,0.0632810440206887,59031872.2433758,8.92040051259273,0.616218878489942,7483085.69964083,8.74393119218247,0.203908437872553,6272505.73270312,9.34183499146346,0.295740613754592,11405317.7106016
"712","G0800590011729","08",2024,9.79925856583322,0.0431798008102245,19320249.0689257,10.2768434749801,0.0632810440206887,30692913.7895677,8.67287234711689,0.616218878489942,5842256.26009677,7.66256747637549,0.203908437872553,2127211.98988316,9.02870662558569,0.295740613754592,8339067.05832736
"713","G0800590011730","08",1635,9.85647410492428,0.0431798008102245,20457902.9377374,10.372862835406,0.0632810440206887,33786157.1623141,8.56220058192706,0.616218878489942,5230177.95308753,7.73978122352072,0.203908437872553,2297969.58642867,8.96176388131627,0.295740613754592,7799102.02707436
"714","G0800590011731","08",2081,9.89438427439234,0.0431798008102245,21248353.9039559,10.3839633570749,0.0632810440206887,34163290.4475318,8.83271138999266,0.616218878489942,6854847.80695375,7.60894008401521,0.203908437872553,2016140.02578776,8.97609995188416,0.295740613754592,7911715.79484223
"715","G0800590011732","08",2542,9.67792333120891,0.0431798008102245,17112659.0653411,10.0302198989618,0.0632810440206887,23984510.6100362,8.51172080729032,0.616218878489942,4972712.81045926,7.1213179445305,0.203908437872553,1238081.08086704,8.92221649960773,0.295740613754592,7496687.23246904
"716","G0800590011733","08",798,9.83875665751824,0.0431798008102245,20098633.1879351,10.2865246692348,0.0632810440206887,30991500.8578135,8.71934116588704,0.616218878489942,6120145.59886162,7.76830813825917,0.203908437872553,2364467.55023902,9.04514092205999,0.295740613754592,8477246.08623292
"717","G0800590011803","08",2024,10.0972145474172,0.0431798008102245,26026355.6138081,10.836863365435,0.0632810440206887,53734308.9145754,8.79189149717714,0.616218878489942,6580667.72528162,8.30769114048762,0.203908437872553,4054939.88076467,9.07097414085779,0.295740613754592,8699093.82226775
"718","G0800590011804","08",1668,10.2136185285056,0.0431798008102245,29239299.6594644,10.9371233195863,0.0632810440206887,59401035.054061,9.03457725050858,0.616218878489942,8388166.57464096,8.540760046825,0.203908437872553,5119233.74075711,9.21878669827169,0.295740613754592,10084820.9714929
"719","G0800590011805","08",2831,9.70492383583139,0.0431798008102245,17581003.8151677,10.027521139889,0.0632810440206887,23919869.4591,8.48138407893052,0.616218878489942,4824122.24423424,7.19559091109715,0.203908437872553,1333538.09527215,8.85923040339161,0.295740613754592,7039063.42015161
"720","G0800590011806","08",2186,10.0091784339462,0.0431798008102245,23833057.5248403,10.6329290611289,0.0632810440206887,43821185.7302311,9.05411242622887,0.616218878489942,8553641.91517425,8.30658499743209,0.203908437872553,4050457.01697641,9.08539073290875,0.295740613754592,8825413.47070718
"721","G0800590011904","08",1204,9.83452676435876,0.0431798008102245,20013797.6659852,10.1953800901396,0.0632810440206887,28291698.4866601,8.88024734196674,0.616218878489942,7188568.55061114,7.69211831547647,0.203908437872553,2191010.9021824,9.13159864618821,0.295740613754592,9242786.10950413
"722","G0800590011951","08",1377,10.1108191669146,0.0431798008102245,26382853.7913259,10.7610564430928,0.0632810440206887,49811444.8990117,9.14930427857439,0.616218878489942,9407892.82877614,8.50433319607908,0.203908437872553,4936111.70538162,9.22698733016131,0.295740613754592,10167862.9087494
"723","G0800590012022","08",2290,10.2557516880829,0.0431798008102245,30497564.9498788,10.8230672629937,0.0632810440206887,52998075.1398585,9.36703293415065,0.616218878489942,11696359.6828066,8.02794637819295,0.203908437872553,3065439.95047865,9.26824733373792,0.295740613754592,10596164.062804
"724","G0800590012023","08",1291,10.295473241108,0.0431798008102245,31733356.8989338,10.9224086154337,0.0632810440206887,58533365.8008377,9.09042039635689,0.616218878489942,8869914.14815794,8.80671812033102,0.203908437872553,6678963.70377698,9.32061178165923,0.295740613754592,11165810.802542
"725","G0800590012024","08",1948,10.3263508740656,0.0431798008102245,32728492.497036,10.8965481553395,0.0632810440206887,57039070.8839466,9.25681720970307,0.616218878489942,10475738.1459673,8.5935730868679,0.203908437872553,5396862.7249991,9.42146038412793,0.295740613754592,12350605.6844387
"726","G0800590012026","08",1398,10.332012350125,0.0431798008102245,32914309.5769215,10.7615198564996,0.0632810440206887,49834533.5397692,9.29962600608465,0.616218878489942,10933929.2203983,8.58612913526582,0.203908437872553,5356837.89633738,9.305768402923,0.295740613754592,11001296.4389593
"727","G0800590012027","08",1196,10.3501286743685,0.0431798008102245,33516029.9047273,10.7819452025152,0.0632810440206887,50862887.6230865,9.49178981603492,0.616218878489942,13250490.0552845,8.66183606543319,0.203908437872553,5778133.9610566,9.32610334162492,0.295740613754592,11227297.1957158
"728","G0800590012030","08",1638,10.3040859196398,0.0431798008102245,32007846.4490068,10.8644114121735,0.0632810440206887,55235162.0394181,9.07939775968869,0.616218878489942,8772681.17357009,8.63968185534206,0.203908437872553,5651531.53382622,9.33286720982696,0.295740613754592,11303494.5581696
"729","G0800590012032","08",1044,10.397369205664,0.0431798008102245,35137339.2134766,10.8853603157051,0.0632810440206887,56404483.3568919,9.64058875666328,0.616218878489942,15376394.022017,8.18685454419491,0.203908437872553,3593401.56563192,9.84218097036968,0.295740613754592,18810696.8871925
"730","G0800590012033","08",1195,10.3352353913236,0.0431798008102245,33020564.8933584,10.7387097277019,0.0632810440206887,48710667.8998522,9.90174396069793,0.616218878489942,19965158.5466997,8.3255088348502,0.203908437872553,4127837.06151515,9.77685781918321,0.295740613754592,17621196.7856335
"731","G0800590012034","08",1421,10.4957515467062,0.0431798008102245,38769998.0482297,11.1933783111292,0.0632810440206887,76751017.4388949,9.66817225547585,0.616218878489942,15806432.4851198,8.82173861322816,0.203908437872553,6780042.2550831,9.54487220550858,0.295740613754592,13972860.6958667
"732","G0800590012035","08",1791,10.4780571133206,0.0431798008102245,38090018.567526,11.2422130615328,0.0632810440206887,80592161.5317212,9.7870184802056,0.616218878489942,17801152.4791801,8.6359125006498,0.203908437872553,5630269.00510187,9.39332953270386,0.295740613754592,12008013.9219699
"733","G0800590012036","08",1395,10.4425837985852,0.0431798008102245,36762523.871352,11.0234184126411,0.0632810440206887,64754729.7616691,9.55849497296199,0.616218878489942,14164512.1756785,8.62710155262643,0.203908437872553,5580878.90387164,9.3731826881698,0.295740613754592,11768511.0469524
"734","G0800590012037","08",1500,10.3044592929376,0.0431798008102245,32019799.5555385,10.8102276116226,0.0632810440206887,52321948.2372254,9.75002192640507,0.616218878489942,17154604.9439842,8.25206357672789,0.203908437872553,3835532.57629997,9.76866365109601,0.295740613754592,17477395.706998
"735","G0800590012038","08",1346,10.3750505762325,0.0431798008102245,34361808.5432737,10.8250992803386,0.0632810440206887,53105877.6389696,8.89014494692113,0.616218878489942,7260071.43223406,8.4153757327213,0.203908437872553,4515972.03453866,9.22341673178481,0.295740613754592,10131622.2928003
"736","G0800590012039","08",1953,10.2767343083238,0.0431798008102245,31144244.5638938,10.8767165036192,0.0632810440206887,55919034.6880278,8.84562092604852,0.616218878489942,6943914.37898251,8.43081408062694,0.203908437872553,4586232.1363959,9.25382760121981,0.295740613754592,10444466.5585307
