"","DOEID","REGIONC","DIVISION","METROMICRO","UATYP10","TYPEHUQ","ZTYPEHUQ","CELLAR","ZCELLAR","BASEFIN","ZBASEFIN","ATTIC","ZATTIC","ATTICFIN","ZATTICFIN","STORIES","ZSTORIES","PRKGPLC1","ZPRKGPLC1","SIZEOFGARAGE","ZSIZEOFGARAGE","KOWNRENT","ZKOWNRENT","YEARMADERANGE","ZYEARMADERANGE","OCCUPYYRANGE","ZOCCUPYYRANGE","STUDIO","ZSTUDIO","BEDROOMS","ZBEDROOMS","NCOMBATH","ZNCOMBATH","NHAFBATH","ZNHAFBATH","OTHROOMS","ZOTHROOMS","TOTROOMS","ZTOTROOMS","WALLTYPE","ZWALLTYPE","ROOFTYPE","ZROOFTYPE","HIGHCEIL","ZHIGHCEIL","DOOR1SUM","ZDOOR1SUM","WINDOWS","ZWINDOWS","TYPEGLASS","ZTYPEGLASS","WINFRAME","ZWINFRAME","ADQINSUL","ZADQINSUL","DRAFTY","ZDRAFTY","UGASHERE","ZUGASHERE","SWIMPOOL","ZSWIMPOOL","MONPOOL","ZMONPOOL","POOL","ZPOOL","FUELPOOL","ZFUELPOOL","RECBATH","ZRECBATH","MONTUB","ZMONTUB","FUELTUB","ZFUELTUB","OUTLET","ZOUTLET","ALTFUELPEV","ZALTFUELPEV","BACKUP","ZBACKUP","SOLAR","NUMFRIG","ZNUMFRIG","SIZRFRI1","ZSIZRFRI1","TYPERFR1","ZTYPERFR1","AGERFRI1","ZAGERFRI1","ICE","ZICE","SIZRFRI2","ZSIZRFRI2","TYPERFR2","ZTYPERFR2","AGERFRI2","ZAGERFRI2","LOCRFRI2","ZLOCRFRI2","NUMFREEZ","ZNUMFREEZ","UPRTFRZR","ZUPRTFRZR","SIZFREEZ","ZSIZFREEZ","AGEFRZR","ZAGEFRZR","STOVEN","ZSTOVEN","STOVENFUEL","ZSTOVENFUEL","DUALCOOKTFUEL","ZDUALCOOKTFUEL","DUALOVENFUEL","ZDUALOVENFUEL","COOKTUSE","ZCOOKTUSE","OVENUSE","ZOVENUSE","STOVE","ZSTOVE","STOVEFUEL","ZSTOVEFUEL","SEPCOOKTUSE","ZSEPCOOKTUSE","OVEN","ZOVEN","OVENFUEL","ZOVENFUEL","SEPOVENUSE","ZSEPOVENUSE","MICRO","ZMICRO","AMTMICRO","ZAMTMICRO","OUTGRILL","ZOUTGRILL","OUTGRILLFUEL","ZOUTGRILLFUEL","NUMMEAL","ZNUMMEAL","TOAST","ZTOAST","TOASTOVN","ZTOASTOVN","COFFEE","ZCOFFEE","CROCKPOT","ZCROCKPOT","FOODPROC","ZFOODPROC","RICECOOK","ZRICECOOK","BLENDER","ZBLENDER","APPOTHER","ZAPPOTHER","DISHWASH","ZDISHWASH","DWASHUSE","ZDWASHUSE","DWCYCLE","ZDWCYCLE","AGEDW","ZAGEDW","CWASHER","ZCWASHER","TOPFRONT","ZTOPFRONT","WASHLOAD","ZWASHLOAD","WASHTEMP","ZWASHTEMP","RNSETEMP","ZRNSETEMP","AGECWASH","ZAGECWASH","DRYER","ZDRYER","DRYRFUEL","ZDRYRFUEL","DRYRUSE","ZDRYRUSE","AGECDRYER","ZAGECDRYER","TVCOLOR","ZTVCOLOR","TVSIZE1","ZTVSIZE1","TVTYPE1","ZTVTYPE1","TVONWD1","ZTVONWD1","TVONWE1","ZTVONWE1","TVSIZE2","ZTVSIZE2","TVTYPE2","ZTVTYPE2","TVONWD2","ZTVONWD2","TVONWE2","ZTVONWE2","CABLESAT","ZCABLESAT","COMBODVR","ZCOMBODVR","SEPDVR","ZSEPDVR","PLAYSTA","ZPLAYSTA","DVD","ZDVD","VCR","ZVCR","INTSTREAM","ZINTSTREAM","TVAUDIOSYS","ZTVAUDIOSYS","DESKTOP","ZDESKTOP","NUMLAPTOP","ZNUMLAPTOP","NUMTABLET","ZNUMTABLET","ELPERIPH","ZELPERIPH","NUMSMPHONE","ZNUMSMPHONE","CELLPHONE","ZCELLPHONE","INTERNET","ZINTERNET","INWIRELESS","ZINWIRELESS","HEATHOME","ZHEATHOME","DNTHEAT","ZDNTHEAT","EQUIPM","ZEQUIPM","FUELHEAT","ZFUELHEAT","EQUIPAGE","ZEQUIPAGE","THERMAIN","ZTHERMAIN","PROTHERM","ZPROTHERM","EQUIPMUSE","ZEQUIPMUSE","TEMPHOME","ZTEMPHOME","TEMPGONE","ZTEMPGONE","TEMPNITE","ZTEMPNITE","EQUIPAUX","ZEQUIPAUX","EQUIPAUXTYPE","ZEQUIPAUXTYPE","FUELAUX","ZFUELAUX","BASEHEAT","ZBASEHEAT","ATTCHEAT","ZATTCHEAT","GARGHEAT","ZGARGHEAT","MOISTURE","ZMOISTURE","USEMOISTURE","ZUSEMOISTURE","AIRCOND","ZAIRCOND","COOLTYPE","ZCOOLTYPE","CENACHP","ZCENACHP","AGECENAC","ZAGECENAC","THERMAINAC","ZTHERMAINAC","PROTHERMAC","ZPROTHERMAC","USECENAC","ZUSECENAC","NUMBERAC","ZNUMBERAC","WWACAGE","ZWWACAGE","USEWWAC","ZUSEWWAC","TEMPHOMEAC","ZTEMPHOMEAC","TEMPGONEAC","ZTEMPGONEAC","TEMPNITEAC","ZTEMPNITEAC","BASECOOL","ZBASECOOL","ATTCCOOL","ZATTCCOOL","GARGCOOL","ZGARGCOOL","SWAMPCOL","ZSWAMPCOL","NUMCFAN","ZNUMCFAN","NUMFLOORFAN","ZNUMFLOORFAN","NUMWHOLEFAN","ZNUMWHOLEFAN","NUMATTICFAN","ZNUMATTICFAN","NOTMOIST","ZNOTMOIST","USENOTMOIST","ZUSENOTMOIST","FUELH2O","ZFUELH2O","H2OHEATAPT","ZH2OHEATAPT","WHEATAGE","ZWHEATAGE","WHEATSIZ","ZWHEATSIZ","MORETHAN1H2O","ZMORETHAN1H2O","FUELH2O2","ZFUELH2O2","LGTINNUM","ZLGTINNUM","LGTIN4","ZLGTIN4","LGTINCAN","ZLGTINCAN","LGTINCFL","ZLGTINCFL","LGTINLED","ZLGTINLED","LGTINCNTL","ZLGTINCNTL","LGTOUTNUM","ZLGTOUTNUM","LGTOUTCNTL","ZLGTOUTCNTL","AUDIT","AUDITCHG","EELIGHTS","FREEAUDIT","REBATEAPP","RECYCAPP","TAXCREDITAPP","BENOTHER","ESCWASH","ESDISHW","ESDRYER","ESFREEZE","ESFRIG","ESLIGHT","ESWATER","ESWIN","SMARTTHERM","ELPAY","ZELPAY","NGPAY","ZNGPAY","LPGPAY","ZLPGPAY","FOPAY","ZFOPAY","SMARTMETER","INTDATA","INTDATAACC","HHSEX","ZHHSEX","HHAGE","ZHHAGE","EMPLOYHH","ZEMPLOYHH","SDESCENT","ZSDESCENT","HOUSEHOLDER_RACE","ZHOUSEHOLDER_RACE","EDUCATION","ZEDUCATION","NHSLDMEM","ZNHSLDMEM","NUMADULT","ZNUMADULT","NUMCHILD","ZNUMCHILD","ATHOME","ZATHOME","MONEYPY","ZMONEYPY","ENERGYASST","ZENERGYASST","ENERGYASST11","ZENERGYASST11","ENERGYASST12","ZENERGYASST12","ENERGYASST13","ZENERGYASST13","ENERGYASST14","ZENERGYASST14","ENERGYASST15","ZENERGYASST15","ENERGYASSTOTH","ZENERGYASSTOTH","SCALEB","ZSCALEB","SCALEG","ZSCALEG","SCALEE","ZSCALEE","PAYHELP","ZPAYHELP","NOHEATBROKE","ZNOHEATBROKE","NOHEATEL","ZNOHEATEL","NOHEATNG","ZNOHEATNG","NOHEATBULK","ZNOHEATBULK","NOHEATDAYS","ZNOHEATDAYS","NOHEATHELP","ZNOHEATHELP","COLDMA","ZCOLDMA","NOACBROKE","ZNOACBROKE","NOACEL","ZNOACEL","NOACDAYS","ZNOACDAYS","NOACHELP","ZNOACHELP","HOTMA","ZHOTMA","USEEL","ELWARM","ELCOOL","ELWATER","ELFOOD","ELOTHER","USENG","UGWARM","UGWATER","UGCOOK","UGOTH","USELP","LPWARM","LPWATER","LPCOOK","LPOTHER","USEFO","FOWARM","FOWATER","FOOTHER","USEWOOD","WOODLOGS","ZWOODLOGS","WDPELLET","ZWDPELLET","WDOTHER","WDWARM","WDWATER","USESOLAR","SOLWATER","SOLOTHER","TOTCSQFT","TOTHSQFT","TOTSQFT_EN","ZTOTSQFT_EN","TOTUCSQFT","TOTUSQFT","NWEIGHT","BRRWT1","BRRWT2","BRRWT3","BRRWT4","BRRWT5","BRRWT6","BRRWT7","BRRWT8","BRRWT9","BRRWT10","BRRWT11","BRRWT12","BRRWT13","BRRWT14","BRRWT15","BRRWT16","BRRWT17","BRRWT18","BRRWT19","BRRWT20","BRRWT21","BRRWT22","BRRWT23","BRRWT24","BRRWT25","BRRWT26","BRRWT27","BRRWT28","BRRWT29","BRRWT30","BRRWT31","BRRWT32","BRRWT33","BRRWT34","BRRWT35","BRRWT36","BRRWT37","BRRWT38","BRRWT39","BRRWT40","BRRWT41","BRRWT42","BRRWT43","BRRWT44","BRRWT45","BRRWT46","BRRWT47","BRRWT48","BRRWT49","BRRWT50","BRRWT51","BRRWT52","BRRWT53","BRRWT54","BRRWT55","BRRWT56","BRRWT57","BRRWT58","BRRWT59","BRRWT60","BRRWT61","BRRWT62","BRRWT63","BRRWT64","BRRWT65","BRRWT66","BRRWT67","BRRWT68","BRRWT69","BRRWT70","BRRWT71","BRRWT72","BRRWT73","BRRWT74","BRRWT75","BRRWT76","BRRWT77","BRRWT78","BRRWT79","BRRWT80","BRRWT81","BRRWT82","BRRWT83","BRRWT84","BRRWT85","BRRWT86","BRRWT87","BRRWT88","BRRWT89","BRRWT90","BRRWT91","BRRWT92","BRRWT93","BRRWT94","BRRWT95","BRRWT96","CDD30YR","CDD65","CDD80","CLIMATE_REGION_PUB","IECC_CLIMATE_PUB","HDD30YR","HDD65","HDD50","GNDHDD65","WSF","OA_LAT","GWT","DBT1","DBT99","KWH","KWHSPH","KWHCOL","KWHWTH","KWHRFG","KWHRFG1","KWHRFG2","KWHFRZ","KWHCOK","KWHMICRO","KWHCW","KWHCDR","KWHDWH","KWHLGT","KWHTVREL","KWHTV1","KWHTV2","KWHAHUHEAT","KWHAHUCOL","KWHEVAPCOL","KWHCFAN","KWHDHUM","KWHHUM","KWHPLPMP","KWHHTBPMP","KWHHTBHEAT","KWHNEC","BTUEL","BTUELSPH","BTUELCOL","BTUELWTH","BTUELRFG","BTUELRFG1","BTUELRFG2","BTUELFRZ","BTUELCOK","BTUELMICRO","BTUELCW","BTUELCDR","BTUELDWH","BTUELLGT","BTUELTVREL","BTUELTV1","BTUELTV2","BTUELAHUHEAT","BTUELAHUCOL","BTUELEVAPCOL","BTUELCFAN","BTUELDHUM","BTUELHUM","BTUELPLPMP","BTUELHTBPMP","BTUELHTBHEAT","BTUELNEC","DOLLAREL","DOLELSPH","DOLELCOL","DOLELWTH","DOLELRFG","DOLELRFG1","DOLELRFG2","DOLELFRZ","DOLELCOK","DOLELMICRO","DOLELCW","DOLELCDR","DOLELDWH","DOLELLGT","DOLELTVREL","DOLELTV1","DOLELTV2","DOLELAHUHEAT","DOLELAHUCOL","DOLELEVAPCOL","DOLELCFAN","DOLELDHUM","DOLELHUM","DOLELPLPMP","DOLELHTBPMP","DOLELHTBHEAT","DOLELNEC","CUFEETNG","CUFEETNGSPH","CUFEETNGWTH","CUFEETNGCOK","CUFEETNGCDR","CUFEETNGPLHEAT","CUFEETNGHTBHEAT","CUFEETNGNEC","BTUNG","BTUNGSPH","BTUNGWTH","BTUNGCOK","BTUNGCDR","BTUNGPLHEAT","BTUNGHTBHEAT","BTUNGNEC","DOLLARNG","DOLNGSPH","DOLNGWTH","DOLNGCOK","DOLNGCDR","DOLNGPLHEAT","DOLNGHTBHEAT","DOLNGNEC","GALLONLP","GALLONLPSPH","GALLONLPWTH","GALLONLPCOK","GALLONLPCDR","GALLONLPNEC","BTULP","BTULPSPH","BTULPWTH","BTULPCOK","BTULPCDR","BTULPNEC","DOLLARLP","DOLLPSPH","DOLLPWTH","DOLLPCOK","DOLLPCDR","DOLLPNEC","GALLONFO","GALLONFOSPH","GALLONFOWTH","GALLONFONEC","BTUFO","BTUFOSPH","BTUFOWTH","BTUFONEC","DOLLARFO","DOLFOSPH","DOLFOWTH","DOLFONEC","TOTALBTU","TOTALDOL","TOTALBTUSPH","TOTALDOLSPH","TOTALBTUWTH","TOTALDOLWTH","TOTALBTUCOK","TOTALDOLCOK","TOTALBTUCDR","TOTALDOLCDR","TOTALBTUPL","TOTALDOLPL","TOTALBTUHTB","TOTALDOLHTB","TOTALBTUNEC","TOTALDOLNEC","WOODAMT","ZWOODAMT","WOODBTU","PELLETAMT","ZPELLETAMT","PELLETBTU","ELXBTU","PERIODEL","ZELAMOUNT","NGXBTU","PERIODNG","ZNGAMOUNT","FOXBTU","PERIODFO","ZFOAMOUNT","LPXBTU","PERIODLP","ZLPAMOUNT","REGIONC_4","DIVISION_8","DIVISION_9","UATYP10_C","UATYP10_R","UATYP10_U","CLIMATE_COLD","CLIMATE_HOTDRY","CLIMATE_HOTHUMID","CLIMATE_MARINE","CLIMATE_MIXHUMID","IECC_CLIMATE_PUB_12A","IECC_CLIMATE_PUB_2B","IECC_CLIMATE_PUB_3A","IECC_CLIMATE_PUB_34B","IECC_CLIMATE_PUB_3C","IECC_CLIMATE_PUB_4A","IECC_CLIMATE_PUB_4C","IECC_CLIMATE_PUB_5A","IECC_CLIMATE_PUB_5B-5C","IECC_CLIMATE_PUB_6AB","IECC_CLIMATE_PUB_78","TYPEHUQ_1","TYPEHUQ_2","TYPEHUQ_3","TYPEHUQ_4","TYPEHUQ_5","YEARMADERANGE_1","YEARMADERANGE_2","YEARMADERANGE_3","YEARMADERANGE_4","YEARMADERANGE_5","YEARMADERANGE_6","YEARMADERANGE_7","YEARMADERANGE_8","WALLTYPE_1","WALLTYPE_2","WALLTYPE_3","WALLTYPE_4","WALLTYPE_5","WALLTYPE_6","WALLTYPE_7","WALLTYPE_9","HOUSEHOLDER_RACE_1","HOUSEHOLDER_RACE_2","HOUSEHOLDER_RACE_3","HOUSEHOLDER_RACE_4","HOUSEHOLDER_RACE_5","HOUSEHOLDER_RACE_7","HHSEX_1","HHSEX_2","KOWNRENT_1","KOWNRENT_2","KOWNRENT_3","EDUCATION_1","EDUCATION_2","EDUCATION_3","EDUCATION_4","EDUCATION_5","MONEYPY_1","MONEYPY_2","MONEYPY_3","MONEYPY_4","MONEYPY_5","MONEYPY_6","MONEYPY_7","MONEYPY_8","EMPLOYHH_0","EMPLOYHH_1","EMPLOYHH_2","SDESCENT_0","SDESCENT_1","FUELHEAT_-2","FUELHEAT_1","FUELHEAT_2","FUELHEAT_21","FUELHEAT_5","FUELHEAT_7","FUELH2O_1","FUELH2O_2","FUELH2O_5","FUELH2O_8","ELPAY_1","ELPAY_2","ELPAY_3","ELPAY_9","NGPAY_-2","NGPAY_1","NGPAY_2","NGPAY_3","NGPAY_9","LPGPAY_-2","LPGPAY_1","FOPAY_-2","WHEATSIZ_-2","WHEATSIZ_1","WHEATSIZ_2","WHEATSIZ_3","WHEATSIZ_4","WASHTEMP_-2","WASHTEMP_1","WASHTEMP_2","WASHTEMP_3","HDD65SQ","CDD65SQ","TOTROOMSSQ","NHSLDMEMSQ","EQUIPAGESQ","SPHCOSTSQ","HHAGESQ","MONEYPY_45","MONEYPY_678","EMPLOYHH_12"
"1",10015,4,8,"METRO","U",2,0,1,0,0,0,0,0,-2,-2,20,0,1,0,2,0,1,0,7,0,8,0,-2,-2,4,0,2,0,1,0,6,0,10,0,1,0,7,0,0,0,1,0,42,0,2,0,1,0,1,0,4,0,1,0,0,0,-2,-2,-2,-2,-2,-2,0,0,-2,-2,-2,-2,1,0,0,0,0,0,0,2,0,4,0,21,0,2,0,1,0,3,0,22,0,41,0,2,0,1,0,1,0,4,0,41,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,1,0,5,0,2,0,5,0,5,0,1,0,10,0,1,0,2,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7,0,2,0,2,0,1,0,2,0,3,0,3,0,3,0,2,0,1,0,5,0,3,0,2,0,3,0,3,0,2,0,3,0,3,0,3,0,3,0,2,0,3,0,0,0,2,0,0,0,1,0,1,0,0,0,3,0,0,0,2,0,3,0,1,0,1,0,2,0,0,0,1,0,1,0,1,0,-2,-2,3,0,1,0,41,0,1,0,1,0,2,0,70,0,60,0,60,0,1,0,1,0,5,0,1,0,-2,-2,0,0,0,0,-2,-2,1,0,1,0,0,0,41,0,1,0,1,0,2,0,-2,-2,-2,-2,-2,-2,70,0,80,0,70,0,1,0,-2,-2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,-2,-2,1,0,-2,-2,3,0,3,0,0,0,-2,-2,4,0,20,0,4,0,2,0,4,0,0,0,2,0,0,0,0,-2,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,-2,-2,-2,-2,1,0,-2,2,0,42,0,1,0,0,0,2,0,5,0,5,0,2,0,3,0,1,0,6,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,-2,-2,-2,-2,0,0,0,0,0,0,-2,-2,-2,-2,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,0,0,0,0,0,3380,3380,4308,0,1328,1328,8939.448526,11536.23198,14841.13448,5428.668278,6237.742031,5571.396235,13123.17047,13019.09337,13804.69824,5791.14235,14570.74132,12928.15292,5774.401911,4545.031493,5784.853852,13453.78192,13535.58495,13167.97521,5222.004975,5505.568437,6130.941314,14771.29238,5700.32789,5445.924523,14562.45318,12767.06751,10964.30736,4427.130133,4184.065733,4489.990891,12463.1466,11731.86561,11337.90859,4332.539304,11069.58798,11597.95695,4206.842693,5460.221725,4180.384717,12102.00872,11029.59458,11583.14863,4494.975495,4501.282809,4106.112486,11071.44426,4210.19302,4627.574132,11008.79272,5456.217741,4128.19194,12077.36596,11008.59253,11413.13569,4469.457499,4492.711466,4126.313108,11263.55911,4268.942085,4614.366008,11079.30522,12709.45907,11300.98068,4440.39092,4160.869571,4660.910356,12212.67139,11519.56622,10995.83234,4353.439173,10976.71665,11528.64409,4264.578777,4600.46742,5751.42483,13347.70164,13313.37982,13295.62002,5199.529822,5534.858797,6088.535481,14797.4377,5673.956799,5587.945438,14524.36209,11559.645,14864.94091,5395.327135,6053.328373,5608.903509,12903.2356,13058.41801,13635.88234,5799.986934,14787.18794,12852.3338,5726.655059,760,1053,12,"Cold/Very Cold","5B-5C",6073,5274,2384,5884.26,0.6,0,48.88,91.1,8.8,16585.761,2076.627,1629.932,0,1098.234,776.209,322.025,525.526,331.174,104.588,27.361,553.416,230.93,3028.328,1192.141,243.164,118.576,676.944,97.007,0,438.045,0,0,0,0,0,4575.507,56590.618,7085.453,5561.327,0,3747.175,2648.425,1098.75,1793.094,1129.967,356.855,93.356,1888.255,787.932,10332.656,4067.586,829.676,404.581,2309.732,330.989,0,1494.611,0,0,0,0,0,15611.629,2037,255.04,200.18,0,134.88,95.33,39.55,64.54,40.67,12.85,3.36,67.97,28.36,371.93,146.41,29.83,14.55,83.14,11.91,0,53.8,0,0,0,0,0,561.95,1119.81,695.006,413.286,11.517,0,0,0,0,95332.724,59167.96,35184.304,980.459,0,0,0,0,709.95,440.63,262.02,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151923.341,2746.95,66253.413,695.67,35184.304,262.02,2110.426,47.98,1888.255,67.97,0,0,0,0,15611.629,561.95,-2,-2,0,-2,-2,0,3.412,1,0,85.13,1,0,137.45,-2,-2,91.33,-2,-2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,27815076,1108809,100,25,1681,65045.4016,1764,0,1,1
"2",10031,4,9,"METRO","U",2,0,0,0,-2,-2,0,0,-2,-2,20,0,1,0,2,0,1,0,7,0,8,0,-2,-2,4,0,3,0,0,0,2,0,6,0,4,0,1,0,1,0,2,0,60,0,2,0,2,0,3,0,4,0,1,0,0,0,-2,-2,-2,-2,-2,-2,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,1,0,4,0,21,0,3,0,1,0,-2,-2,-2,-2,-2,-2,-2,-2,0,0,-2,-2,-2,-2,-2,-2,1,0,5,0,-2,-2,-2,-2,3,0,1,0,0,0,-2,-2,-2,-2,0,0,-2,-2,-2,-2,1,0,10,0,1,0,23,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,4,0,1,0,1,0,1,0,4,0,3,0,3,0,42,0,1,0,5,0,4,0,42,0,2,0,2,0,1,0,4,0,4,0,2,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,2,0,0,0,1,0,1,0,1,0,-2,-2,3,0,1,0,1,0,1,0,0,0,2,0,70,0,70,0,71,0,1,0,1,0,5,0,-2,-2,-2,-2,0,0,0,0,-2,-2,1,0,1,0,0,0,1,0,1,0,0,0,2,0,-2,-2,-2,-2,-2,-2,80,0,80,0,79,0,-2,-2,-2,-2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-2,-2,1,0,-2,-2,41,0,2,0,0,0,-2,-2,3,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,-2,0,0,0,0,0,0,0,1,0,-2,0,0,0,0,0,1,0,1,0,-2,-2,-2,-2,1,1,1,1,0,58,0,1,0,0,0,1,0,4,0,2,0,2,0,0,0,1,0,3,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,0,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,-2,-2,-2,-2,0,0,1,0,0,0,10,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,0,0,0,0,0,3104,3104,3104,1,400,400,10172.87128,3751.229618,4268.107812,11426.63528,6287.868455,4358.101766,14266.46546,7868.444031,17910.05782,17001.51818,14982.91809,4453.095948,4537.027074,3746.297497,4229.1291,11377.96397,6181.022136,4349.843291,14147.67482,7874.475538,17847.11816,16940.2127,14903.00634,4450.087502,4492.582354,23649.52894,19792.1079,7261.864654,13108.29185,19313.49385,5594.124478,11725.91864,4430.95966,4606.355523,5600.399875,17699.35626,17002.01542,24200.76868,19819.13543,7402.377358,13065.53687,19684.47142,5503.744122,11424.78413,4297.339974,4534.941382,5602.48682,17764.47489,17082.07177,24042.54435,19461.07309,7272.833122,13075.79502,19647.00311,5478.396355,11443.51077,4343.166958,4588.075214,5621.197803,17585.02715,17256.95995,23741.12514,19814.02141,7405.143626,13016.13607,19958.63681,5515.958532,11526.5344,4270.181268,4603.469858,5600.718776,17649.72739,17132.41659,3801.201753,4239.626018,11821.35946,6125.575256,4366.835292,14238.48468,7962.747232,17717.18906,17018.94009,14647.97692,4485.20857,4472.667434,3747.704815,4249.76957,11850.58466,6135.434731,4373.550127,14273.65205,7859.49233,17799.22973,16952.05152,14974.99977,4354.381656,4529.401531,4408,4833,1608,"Hot-Dry/Mixed-Dry","2B",976,739,85,462.48,0.45,0.269,71.39,106.8,35.3,13160.886,219.479,9368.983,0,937.612,937.612,0,0,89.565,99.209,64.096,654.333,37.596,91.62,254.657,178.15,52.634,93.37,593.66,0,92.562,0,0,0,0,0,564.144,44904.945,748.861,31966.971,0,3199.133,3199.133,0,0,305.594,338.501,218.696,2232.585,128.278,312.608,868.891,607.848,179.587,318.578,2025.568,0,315.82,0,0,0,0,0,1924.86,1805.28,30.11,1285.15,0,128.61,128.61,0,0,12.29,13.61,8.79,89.76,5.16,12.57,34.93,24.4,7.21,12.81,81.43,0,12.7,0,0,0,0,0,77.38,166.3,84.579,81.721,0,0,0,0,0,16444.053,8363.352,8080.701,0,0,0,0,0,403.68,205.31,198.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61348.997,2208.97,9112.212,235.42,8080.701,198.37,305.594,12.29,2232.585,89.76,0,0,0,0,1924.86,77.38,-2,-2,0,-2,-2,0,3.412,1,0,98.88,1,0,137.45,-2,-2,91.33,-2,-2,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,546121,23357889,36,4,1,906.6121,3364,0,0,1
